ticker,SIXD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-06,25.4902
2010-07-07,1.5625
2010-07-08,0.7692
2010-07-09,3.0534
2010-07-12,18.5185
2010-07-13,5.5125
2010-07-14,1.2913000000000001
2010-07-15,0.5848
2010-07-16,-1.0465
2010-07-19,-0.1175
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,1.1764999999999999
2010-07-26,-0.3488
2010-07-27,1.5169000000000001
2010-07-28,0.0
2010-07-29,1.1494
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.5668
2010-08-04,-0.5636
2010-08-05,0.0
2010-08-06,0.7955
2010-08-09,-1.3529
2010-08-10,0.0
2010-08-11,0.5714
2010-08-12,0.4545
2010-08-13,-1.0181
2010-08-16,0.1143
2010-08-17,1.0274
2010-08-18,0.0
2010-08-19,-0.565
2010-08-20,0.0
2010-08-23,-0.5682
2010-08-24,1.4857
2010-08-25,-0.3378
2010-08-26,0.0
2010-08-27,0.565
2010-08-30,0.0
2010-08-31,-0.5618
2010-09-01,0.565
2010-09-02,0.0
2010-09-03,-1.6854
2010-09-07,1.6
2010-09-08,0.1125
2010-09-09,-1.1236
2010-09-10,0.5682
2010-09-13,-1.6949
2010-09-14,-2.2989
2010-09-15,2.3529
2010-09-16,-4.5977
2010-09-17,4.8193
2010-09-20,2.2989
2010-09-21,-5.618
2010-09-22,0.0
2010-09-23,1.1905000000000001
2010-09-24,-2.3529
2010-09-27,2.4096
2010-09-28,-5.8824
2010-09-29,8.75
2010-09-30,-1.1494
2010-10-01,0.0
2010-10-05,0.5814
2010-10-06,1.0405
2010-10-07,-2.746
2010-10-08,0.0
2010-10-11,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,2.3529
2010-10-19,-1.1494
2010-10-20,-1.7442
2010-10-21,0.0
2010-10-25,0.5917
2010-10-27,4.7059
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,-1.6854
2010-11-02,1.7143000000000002
2010-11-03,1.1236
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,-0.5556
2010-11-09,-0.5587
2010-11-10,0.5618
2010-11-11,0.5587
2010-11-12,0.0
2010-11-15,-0.1111
2010-11-16,-1.0011
2010-11-17,0.0
2010-11-18,-2.2472
2010-11-19,-15.5172
2010-11-22,0.6803
2010-11-23,-4.0541
2010-11-24,-1.5493000000000001
2010-11-29,-2.7182
2010-11-30,2.7941000000000003
2010-12-01,0.0
2010-12-02,-5.5794
