ticker,CAPP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-09-27,1190.3226
2013-10-01,60.0
2013-10-02,87.5
2013-10-04,0.6667
2013-10-07,0.3311
2013-10-09,15.5116
2013-10-10,14.0
2013-10-11,6.5163
2013-10-15,1.1764999999999999
2013-10-16,16.2791
2013-10-17,7.0
2013-10-18,12.1495
2013-10-28,1.8333
2013-11-13,1.4729999999999999
2013-11-15,12.9032
2013-11-19,0.0
2013-11-20,0.0
2013-11-22,-11.4286
2013-12-09,-11.2903
2013-12-10,-9.0909
2013-12-11,-10.0
2013-12-16,16.6667
2014-01-02,-23.8095
2014-01-03,0.0
2014-03-11,0.0
2014-03-14,0.0
2014-03-26,0.0
2014-04-02,0.0
2014-04-14,0.0
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-16,-25.0
2014-05-19,0.0
2014-05-23,-8.3333
2014-05-27,45.8182
2014-05-28,12.2195
2014-06-06,0.0
2014-06-09,0.0
2014-06-17,0.0
2014-06-20,0.0
2014-06-30,-5.5556
2014-07-02,0.0
2014-07-03,11.7647
2014-07-11,0.0
2014-08-05,-15.7895
2014-08-06,0.0
2014-09-24,20.0
2014-09-25,0.0
2014-10-01,4.1667
2014-10-06,-15.0
2014-10-09,17.647100000000002
2014-11-28,0.0
2015-05-11,-75.0
2015-05-13,60.0
2015-05-14,0.0
2015-05-18,5.0
2015-05-21,0.9524
2015-05-22,-5.6604
2015-05-27,0.0
2015-06-16,-12.5
2015-06-22,-14.2857
2015-06-23,-26.6667
2015-07-06,0.0
2015-07-07,13.6364
2015-07-10,0.0
2015-07-17,-20.0
2015-07-20,0.0
2015-07-21,-1.0
2015-09-08,-19.1919
2015-09-09,0.0
2015-11-09,-12.5
2016-03-22,-27.1429
2016-03-24,94.1176
2016-03-28,0.0
2016-08-15,-7.0707
2016-08-22,-10.8696
2016-08-31,-1.2195
2016-09-01,0.0
2016-09-06,-4.9383
2016-09-07,2.5974
2016-09-12,0.0
2016-09-13,51.8987
2016-09-14,145.8333
2016-09-16,0.0
2016-09-19,-70.8475
2016-09-20,219.7674
2016-09-21,10.5455
2016-09-22,-1.3158
2016-09-26,-43.3333
2016-09-27,0.5882
2016-09-28,28.655
2016-09-29,-4.5455
2016-09-30,-32.8571
2016-10-03,13.4752
2016-10-04,-3.75
2016-10-07,0.0
2016-10-10,4.5455
2016-10-11,-3.7267
2016-10-12,57.4194
2016-10-13,-22.1311
2016-10-17,0.5263
2016-10-18,20.4188
2016-10-19,6.087
2016-10-31,0.0
2016-11-01,-5.7377
2016-11-03,6.087
2016-11-04,-51.6393
2016-11-07,73.7288
2016-11-08,-46.8293
2016-11-10,-8.2569
2016-11-11,40.0
2016-11-14,-28.5714
2016-11-15,29.0
2016-11-16,-10.8527
2016-11-17,-6.4022
2016-11-18,0.3368
2016-11-22,-2.7778
2016-11-23,0.0
2016-11-25,0.0
2016-11-28,0.0
2016-11-30,-9.5238
2016-12-01,10.526299999999999
2016-12-02,0.0
2016-12-06,-4.7619
2016-12-07,15.0
2016-12-12,-0.8696
2016-12-14,26.3158
2016-12-15,52.7778
2016-12-16,81.8182
2016-12-19,-25.0
2016-12-20,-66.6667
2016-12-21,75.0
2016-12-23,-1.1429
2016-12-27,-0.578
2016-12-28,15.6977
2016-12-29,-0.5025
2016-12-30,-26.7677
2017-01-03,-13.7931
2017-01-04,28.0
2017-01-05,71.875
2017-01-06,-1.8182
2017-01-09,-40.3704
2017-01-10,24.2236
2017-01-11,0.0
2017-01-12,10.0
2017-01-13,13.6364
2017-01-19,-21.2
2017-01-20,1.5228000000000002
2017-01-23,-0.5
2017-01-24,0.5025
2017-01-25,0.0
2017-01-26,25.0
2017-01-27,0.0
2017-01-30,49.6
2017-02-03,-1.0695000000000001
2017-02-22,-40.5405
2017-02-23,68.1818
2017-02-24,-40.5405
2017-02-27,68.1818
2017-03-07,-18.9189
2017-03-08,23.3333
2017-03-10,-18.9189
2017-03-13,0.0
2017-03-16,23.3333
2017-03-17,-33.2432
2017-03-20,21.4575
2017-03-28,-26.6667
2017-03-31,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-10,25.0
2017-04-11,-19.6364
2017-04-12,15.3846
2017-04-13,-5.8824
2017-04-17,4.1667
2017-04-19,20.0
2017-04-24,0.0
2017-05-01,-26.6667
2017-05-02,25.0
2017-05-03,-25.0909
2017-05-04,7.2816
2017-05-05,13.1222
2017-05-09,6.0
2017-05-10,13.2075
2017-05-11,-3.6667
2017-05-12,-12.8028
2017-05-15,10.3175
2017-06-12,6.1151
2017-07-06,-3.0508
2017-07-07,-12.5874
2017-07-12,16.0
2017-08-01,-41.3793
2017-08-04,64.7059
2017-09-01,-14.2857
2017-10-31,-50.0
2017-11-17,-8.3333
2017-11-21,-3.8636
2017-11-24,-5.4374
2017-11-27,-25.0
2017-12-15,0.0
2017-12-26,0.0
2018-01-04,0.0
2018-02-06,28.0
2018-02-08,-42.7083
2018-02-12,81.8182
2018-08-06,-45.0
2018-08-07,0.0
2018-08-21,0.0
2018-09-21,-7.2727
2018-10-10,-41.1765
2018-12-21,0.0
2019-10-23,-33.3333
2019-12-06,25.0
2019-12-11,-40.0
2020-01-08,0.0
2020-01-28,0.0
