ticker,LX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-21,18.8889
2017-12-22,32.7103
2017-12-26,1.338
2017-12-27,-5.9764
2017-12-28,-6.6519
2017-12-29,10.0554
2018-01-02,24.3885
2018-01-03,-10.989
2018-01-04,-4.2235
2018-01-05,-0.6784
2018-01-08,-2.1175
2018-01-09,4.2568
2018-01-10,-2.9451
2018-01-11,-2.2759
2018-01-12,-1.976
2018-01-16,2.8078
2018-01-17,-0.2101
2018-01-18,1.3333
2018-01-19,0.4155
2018-01-22,-2.4138
2018-01-23,9.7527
2018-01-24,2.9619999999999997
2018-01-25,2.6892
2018-01-26,0.3045
2018-01-29,-1.7608000000000001
2018-01-30,-2.2868
2018-01-31,0.1265
2018-02-01,0.2527
2018-02-02,-6.7423
2018-02-05,-5.473
2018-02-06,-0.2859
2018-02-07,3.2258
2018-02-08,-2.1528
2018-02-09,-3.4067
2018-02-12,3.9677
2018-02-13,3.1802
2018-02-14,1.9178
2018-02-15,0.8065
2018-02-16,0.8667
2018-02-20,0.9914
2018-02-21,0.7853
2018-02-22,-1.6234
2018-02-23,2.8383000000000003
2018-02-26,0.0642
2018-02-27,-3.3355
2018-02-28,-1.6589
2018-03-01,-2.834
2018-03-02,3.4028
2018-03-05,2.2834
2018-03-06,2.2981
2018-03-07,-1.4763
2018-03-08,4.2345
2018-03-09,19.3125
2018-03-12,-1.3096
2018-03-13,-6.3694
2018-03-14,-3.0045
2018-03-15,-3.9743
2018-03-16,5.4778
2018-03-19,5.3087
2018-03-20,-12.4384
2018-03-21,-1.627
2018-03-22,-6.4885
2018-03-23,-3.4013999999999998
2018-03-26,3.0282
2018-03-27,0.2734
2018-03-28,-0.5453
2018-03-29,-0.6169
2018-04-02,-8.1379
2018-04-03,-2.1021
2018-04-04,-0.7669
2018-04-05,-2.2411
2018-04-06,-4.9012
2018-04-09,8.5619
2018-04-10,1.9908000000000001
2018-04-11,3.1532
2018-04-12,-2.9112
2018-04-13,-0.4498
2018-04-16,2.259
2018-04-17,1.62
2018-04-18,16.5217
2018-04-19,2.4876
2018-04-20,-6.432
2018-04-23,5.2529
2018-04-24,-2.8959
2018-04-25,-1.2690000000000001
2018-04-26,0.3856
2018-04-27,5.3777
2018-04-30,-0.7898
2018-05-01,1.041
2018-05-02,3.6364
2018-05-03,-7.076
2018-05-04,3.8388999999999998
2018-05-07,3.2121
2018-05-08,1.2331
2018-05-09,-3.0742
2018-05-10,1.7355
2018-05-11,-1.3529
2018-05-14,-2.5045
