ticker,OGS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-17,0.574
2014-01-21,0.2403
2014-01-22,0.6892
2014-01-23,-0.119
2014-01-24,-0.6555
2014-01-27,0.0
2014-01-28,0.8398
2014-01-29,0.2677
2014-01-30,0.6526
2014-01-31,0.56
2014-02-03,-1.4361
2014-02-04,-1.2191
2014-02-05,0.0301
2014-02-06,0.5116
2014-02-07,-1.2575
2014-02-10,-1.4554
2014-02-11,1.0462
2014-02-12,-1.7966
2014-02-13,0.8062
2014-02-14,1.8456000000000001
2014-02-18,0.2416
2014-02-19,-0.2712
2014-02-20,0.1208
2014-02-21,0.3018
2014-02-24,-0.2407
2014-02-25,-0.6634
2014-02-26,0.7286
2014-02-27,0.1206
2014-02-28,2.2878
2014-03-03,2.6192
2014-03-04,0.8603
2014-03-05,0.6255
2014-03-06,1.0455
2014-03-07,-0.3356
2014-03-10,-1.3468
2014-03-11,-1.0523
2014-03-12,2.5869999999999997
2014-03-13,-0.4763
2014-03-14,1.6047
2014-03-17,0.8035
2014-03-18,0.6597
2014-03-19,-1.8841999999999999
2014-03-20,0.6958
2014-03-21,0.1382
2014-03-24,-1.2973
2014-03-25,-0.4474
2014-03-26,-2.2472
2014-03-27,0.8621
2014-03-28,0.0
2014-03-31,2.3647
2014-04-01,0.5288
2014-04-02,1.0244
2014-04-03,-0.7125
2014-04-04,0.9937
2014-04-07,-0.7379
2014-04-08,-0.0551
2014-04-09,-1.405
2014-04-10,-1.425
2014-04-11,-0.7086
2014-04-14,1.0562
2014-04-15,0.452
2014-04-16,0.9843
2014-04-17,-0.0835
2014-04-21,0.2508
2014-04-22,-0.3336
2014-04-23,0.251
2014-04-24,1.5859999999999999
2014-04-25,0.0822
2014-04-28,0.0
2014-04-29,-0.2758
2014-04-30,1.1615
2014-05-01,0.7654
2014-05-02,-1.2751000000000001
2014-05-05,-0.2748
2014-05-06,0.2756
2014-05-07,0.4397
2014-05-08,-2.4077
2014-05-09,0.7569
2014-05-12,0.5565
2014-05-13,-0.4151
2014-05-14,0.4724
2014-05-15,-0.2489
2014-05-16,0.7485
2014-05-19,-1.3484
2014-05-20,-0.1953
2014-05-21,-0.4472
2014-05-22,1.2633
2014-05-23,0.3881
2014-05-27,1.2704
2014-05-28,1.309
2014-05-29,-1.4536
2014-05-30,0.0546
2014-06-02,0.0546
2014-06-03,-1.7462
2014-06-04,2.0828
2014-06-05,0.4897
2014-06-06,-0.4061
2014-06-09,1.4134
2014-06-10,-0.134
