ticker,RBZHF US Equity
2018-07-06,-0.2
2018-07-09,0.1002
2018-07-11,0.0
2018-07-12,0.0
2018-07-16,0.0
2018-07-23,1.1011
2018-07-31,-0.6931
2018-08-01,0.6979
2018-08-07,0.0
2018-08-08,0.0
2018-08-17,-0.099
2018-08-23,-0.1982
2018-09-05,0.3972
2018-09-06,0.0989
2018-09-07,0.0
2018-09-10,-0.1976
2018-09-13,-0.099
2018-09-14,0.2973
2018-09-18,0.0
2018-09-19,-0.1976
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-27,0.396
2018-10-05,0.0
2018-10-08,-0.0986
2018-10-09,0.0039
2018-10-10,0.0948
2018-10-18,0.0
2018-10-19,0.1972
2018-10-24,-0.0984
2018-11-05,1.9704000000000002
2018-11-06,-0.1932
2018-11-08,-1.2585
2018-11-09,0.2941
2018-11-15,-0.391
2018-11-16,-0.2944
2018-11-19,0.0
2018-11-26,0.3937
2018-11-27,-0.5882
2018-11-28,0.0
2018-11-30,0.5917
2018-12-03,0.0
2018-12-04,-0.1961
2018-12-06,0.0
2018-12-07,-11.2868
2018-12-10,-28.8229
2018-12-11,59.1475
2018-12-12,-0.4888
2018-12-13,1.2976
2018-12-14,-35.0278
2018-12-17,-11.3433
2018-12-18,-4.2071
2018-12-19,-9.8434
2018-12-20,-42.4951
2018-12-21,-2.3729
2018-12-24,24.3056
2018-12-26,-16.7598
2018-12-27,-39.5973
2018-12-28,8.3333
2018-12-31,6.6667
2019-01-02,-17.3077
2019-01-03,-6.3895
2019-01-04,-19.2597
2019-01-07,40.0077
2019-01-08,-15.3893
2019-01-09,3.2662
2019-01-10,15.0726
2019-01-11,-0.5464
2019-01-14,-14.8352
2019-01-15,-3.871
2019-01-16,7.3826
2019-01-17,18.75
2019-01-18,-6.8421
2019-01-22,0.0
2019-01-23,-13.5593
2019-01-24,-9.8039
2019-01-25,-1.4493
2019-01-28,15.4412
2019-01-29,-12.1019
2019-01-30,1.4493
2019-01-31,-0.7143
2019-02-01,-1.4388
2019-02-04,-1.4599
2019-02-05,2.2222
2019-02-06,1.4493
2019-02-07,0.0
2019-02-08,-0.7143
2019-02-11,-0.7194
2019-02-12,-5.7971
2019-02-13,0.0
2019-02-14,30.3846
2019-02-15,-2.6313
2019-02-19,4.8231
2019-02-20,-4.6243
2019-02-21,-1.2121
2019-02-22,4.227
2019-02-25,-15.8279
2019-02-26,-6.993
2019-02-27,-9.7744
2019-02-28,-4.1667
2019-03-01,-0.8696
2019-03-04,-15.7895
2019-03-05,0.4479
2019-03-06,11.9983
2019-03-07,62.037
2019-03-08,-30.2857
2019-03-11,4.0984
2019-03-12,-9.4488
2019-03-13,7.8261
2019-03-14,-8.871
2019-03-15,-5.9735
2019-03-18,-3.8824
2019-03-19,-13.9535
2019-03-20,17.6387
2019-03-21,-10.761800000000001
2019-03-22,4.336
2019-03-25,1.1688
2019-03-26,12.3235
2019-03-27,220.0
2019-03-28,-48.8929
2019-03-29,-17.1209
2019-04-01,-7.9258
2019-04-02,7.1429
2019-04-03,3.4188
2019-04-04,-25.4545
2019-04-05,3.1042
2019-04-08,7.5269
2019-04-09,-2.3
2019-04-10,-9.0072
2019-04-11,-2.8121
2019-04-12,32.9861
2019-04-15,-55.6136
2019-04-16,-1.3725
2019-04-17,15.1093
2019-04-18,-5.8722
2019-04-22,-3.3028
2019-04-23,1.518
2019-04-24,6.5421
2019-04-25,13.8596
2019-04-26,8.3205
2019-04-29,2.1337
2019-04-30,-2.0891
2019-05-01,-0.4267
2019-05-02,4.5714
2019-05-03,5.7377
2019-05-06,-5.6848
2019-05-07,-3.6986
2019-05-08,3.2717
2019-05-09,-5.5096
2019-05-10,-5.6851
2019-05-13,-9.582699999999999
2019-05-14,3.0769
2019-05-15,0.4975
2019-05-16,-6.6007
2019-05-17,4.417
2019-05-20,-4.9069
2019-05-21,-0.3559
2019-05-22,-3.75
2019-05-23,-5.0093
2019-05-24,0.7813
2019-05-28,-6.7829
2019-05-29,-5.6133
2019-05-30,9.0308
2019-05-31,-5.0505
2019-06-03,-4.4681
2019-06-04,0.0
2019-06-05,7.3497
2019-06-06,-4.1494
2019-06-07,-7.3593
2019-06-10,3.0374
2019-06-11,1.1338
2019-06-12,-2.4664
2019-06-13,2.5286999999999997
2019-06-14,-2.6906
2019-06-17,-0.4608
2019-06-18,1.3889
2019-06-19,3.8813
2019-06-20,-3.5164999999999997
2019-06-21,1.3667
2019-06-24,-2.9213
2019-06-25,-5.0926
2019-06-26,-2.1951
2019-06-27,-3.4913
2019-06-28,-2.3256
2019-07-01,-0.2646
2019-07-02,10.8753
2019-07-03,-5.7416
2019-07-05,-2.7919
2019-07-08,-7.8329
2019-07-09,-7.932
2019-07-10,4.6154
2019-07-11,-4.4118
2019-07-12,-4.0
2019-07-15,0.3205
2019-07-16,-1.9169
2019-07-17,-7.8176
2019-07-18,-5.6537
2019-07-19,5.2434
2019-07-22,-11.032
2019-07-23,-2.0
2019-07-24,5.3061
2019-07-25,-3.4884
2019-07-26,6.4257
2019-07-29,-0.3774
2019-07-30,-5.6818
2019-07-31,-3.2129
2019-08-01,-12.8631
2019-08-02,-2.3810000000000002
2019-08-05,-11.2195
2019-08-06,-4.9451
2019-08-07,4.0462
2019-08-08,15.0
2019-08-09,-7.7295
2019-08-12,-4.712
2019-08-13,-6.044
2019-08-14,-10.526299999999999
2019-08-15,9.8039
2019-08-16,-1.7856999999999998
2019-08-19,-1.2121
2019-08-20,9.816
2019-08-21,22.905
2019-08-22,-5.0
2019-08-23,-12.9187
2019-08-26,4.3956
2019-08-27,-6.3158
2019-08-28,-1.1236
2019-08-29,2.8409
2019-08-30,3.8674
2019-09-03,-6.9149
2019-09-04,0.0
2019-09-05,1.1429
2019-09-06,-3.3898
2019-09-09,-0.5848
2019-09-10,2.9412000000000003
2019-09-11,10.2857
2019-09-12,13.4715
2019-09-13,2.7397
2019-09-16,0.6222
2019-09-17,-2.8269
2019-09-18,-10.0
2019-09-19,-2.0202
2019-09-20,32.9897
2019-09-23,-38.7597
2019-09-24,-7.9114
2019-09-25,-7.2165
2019-09-26,-7.4074
2019-09-27,-3.2
2019-09-30,-15.7025
2019-10-01,2.9412000000000003
2019-10-02,-0.9524
2019-10-03,21.1538
2019-10-04,-6.3651
2019-10-07,-2.5174
2019-10-08,1.9477
2019-10-09,-0.2132
2019-10-10,-5.1282
2019-10-11,-2.7027
2019-10-14,4.6852
2019-10-15,-0.0442
2019-10-16,14.5916
2019-10-17,-1.1583
2019-10-18,-2.7344
2019-10-21,-0.4016
2019-10-22,-3.2258
2019-10-23,-1.6667
2019-10-24,11.8644
2019-10-25,47.7273
2019-10-28,-21.0256
2019-10-29,-15.5844
2019-10-30,9.2308
2019-10-31,-8.4507
2019-11-01,-5.3846
2019-11-04,13.8211
2019-11-05,-12.1429
2019-11-06,-3.252
2019-11-07,-5.042
2019-11-08,4.4248
2019-11-11,-5.0847
2019-11-12,-1.7856999999999998
2019-11-13,1.9727000000000001
2019-11-14,-1.9346
2019-11-15,7.2727
2019-11-18,-1.6949
2019-11-19,4.319
2019-11-20,0.8181
2019-11-21,0.8197
2019-11-22,14.6341
2019-11-25,-15.6028
2019-11-26,-0.8403
2019-11-27,5.9322
2019-11-29,-4.8
2019-12-02,10.084
2019-12-03,-7.1527
2019-12-04,-2.1623
2019-12-05,1.6723
2019-12-06,-0.8182
2019-12-09,-5.0
2019-12-10,-0.8772
2019-12-11,-0.885
2019-12-12,-0.1161
2019-12-13,1.0101
2019-12-16,1.3274
2019-12-17,3.0655
2019-12-18,0.8389
2019-12-19,-1.6806999999999999
2019-12-20,-2.8120000000000003
2019-12-23,-4.1421
2019-12-24,0.9174
2019-12-26,-2.8455
2019-12-27,2.9288
2019-12-30,3.6364
2019-12-31,2.6316
2020-01-02,-4.2735
2020-01-03,0.8929
2020-01-06,3.531
2020-01-07,-2.5558
2020-01-08,0.8772
2020-01-09,0.0
2020-01-10,-1.7391
2020-01-13,-2.6549
2020-01-14,0.0
2020-01-15,67.2727
2020-01-16,-11.9565
2020-01-17,-12.358
2020-01-21,-4.9162
2020-01-22,-0.7407
2020-01-23,5.9701
2020-01-24,-1.4155
2020-01-27,-7.8506
2020-01-28,-1.5504
2020-01-29,-3.1496
2020-01-30,-0.3252
2020-01-31,-2.9364
2020-02-03,0.8403
2020-02-04,-3.2333
2020-02-05,6.7861
2020-02-06,-6.4516
2020-02-07,1.7241
2020-02-10,1.6949
2020-02-11,0.6583
2020-02-12,-5.6213
2020-02-13,-1.6316000000000002
2020-02-14,0.7669
2020-02-18,0.6106
2020-02-19,-0.2727
2020-02-20,4.0748
2020-02-21,-1.6949
2020-02-24,-10.2586
2020-02-25,-12.5841
2020-02-26,-4.3022
2020-02-27,-15.6686
2020-02-28,-8.0882
2020-03-02,3.2
2020-03-03,2.785
2020-03-04,9.3792
2020-03-05,-2.0245
2020-03-06,-6.1514
2020-03-09,-13.9008
2020-03-10,-3.5645
2020-03-11,-16.4242
2020-03-12,-24.1545
2020-03-13,8.4697
2020-03-16,-17.2951
2020-03-17,7.8382
2020-03-18,-8.3595
2020-03-19,4.1667
2020-03-20,2.8
2020-03-23,-3.6965
2020-03-24,15.0649
2020-03-25,-4.1134
2020-03-26,3.8451
2020-03-27,-1.7631999999999999
2020-03-30,2.5641
2020-03-31,4.0875
2020-04-01,-3.6147
2020-04-02,-14.0045
2020-04-03,-4.3466000000000005
2020-04-06,3.0597
2020-04-07,3.5273
2020-04-08,5.0256
2020-04-09,0.1622
2020-04-13,-2.753
2020-04-14,5.773
2020-04-15,2.3353
2020-04-16,0.2564
2020-04-17,-4.0921
2020-04-20,-4.9731
2020-04-21,2.1465
2020-04-22,-3.022
2020-04-23,0.5949
2020-04-24,7.0121
2020-04-27,2.6316
2020-04-28,-0.0256
2020-04-29,23.1085
2020-04-30,-68.5417
2020-05-01,5.9603
2020-05-04,3.1875
2020-05-05,-7.9346
2020-05-06,-14.473700000000001
2020-05-07,-0.0769
2020-05-08,-20.7082
2020-05-11,26.2136
2020-05-12,0.0
2020-05-13,-23.0769
2020-05-14,0.0
2020-05-15,4.0
2020-05-18,5.6731
2020-05-19,-9.0082
2020-05-20,3.395
2020-05-21,-3.3802
2020-05-22,-1.1011
2020-05-26,-5.7895
2020-05-27,18.1779
2020-05-28,-9.0909
2020-05-29,-7.05
2020-06-01,-6.4013
2020-06-02,1.1494
2020-06-03,4.5455
2020-06-04,14.1304
2020-06-05,-7.1429
2020-06-08,15.3846
2020-06-09,14.6667
2020-06-10,-26.3178
2020-06-11,-6.2073
2020-06-12,3.7577
2020-06-15,0.0
2020-06-16,0.6486
2020-06-17,-3.3298
2020-06-18,0.0
2020-06-19,-2.1111
2020-06-22,-2.2701000000000002
2020-06-23,15.9117
2020-06-24,-8.1463
2020-06-25,-2.4217
2020-06-26,-2.739
2020-06-29,3.4483
2020-06-30,1.6722000000000001
2020-07-01,-3.3933
2020-07-02,1.81
2020-07-06,0.0
2020-07-07,-11.1111
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,-0.25
2020-07-13,0.1253
2020-07-14,-2.378
2020-07-15,-10.2564
2020-07-16,14.0
2020-07-17,-6.015
2020-07-20,-0.1333
2020-07-21,-13.2176
2020-07-22,22.4615
2020-07-23,-0.7538
2020-07-24,-8.057
2020-07-27,-7.5515
2020-07-28,0.0
2020-07-29,4.2442
2020-07-30,-7.7143
2020-07-31,-0.9288
