ticker,APGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-9.0909
2000-01-04,60.0
2000-01-05,-12.5
2000-01-06,21.4286
2000-01-07,0.0
2000-01-10,-5.8824
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,-25.0
2000-01-18,8.3333
2000-01-19,38.4615
2000-01-20,0.0
2000-01-21,27.7778
2000-01-24,21.7391
2000-01-25,-14.2857
2000-01-26,-16.6667
2000-01-27,0.0
2000-01-28,-5.0
2000-01-31,-5.2632
2000-02-01,-11.1111
2000-02-02,6.25
2000-02-03,17.647100000000002
2000-02-04,15.0
2000-02-07,0.0
2000-02-08,-21.7391
2000-02-09,33.3333
2000-02-10,-25.0
2000-02-11,33.3333
2000-02-14,-25.0
2000-02-15,11.1111
2000-02-16,-5.0
2000-02-17,-5.2632
2000-02-18,5.5556
2000-02-22,-5.2632
2000-02-23,-11.1111
2000-02-24,6.25
2000-02-25,17.647100000000002
2000-02-28,-15.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,17.647100000000002
2000-03-03,-5.0
2000-03-06,-10.526299999999999
2000-03-07,0.0
2000-03-08,5.8824
2000-03-09,11.1111
2000-03-10,-5.0
2000-03-13,0.0
2000-03-14,-4.0
2000-03-15,-12.2807
2000-03-16,12.5
2000-03-17,-11.1111
2000-03-20,0.0
2000-03-21,6.25
2000-03-22,-5.8824
2000-03-23,0.0
2000-03-24,6.25
2000-03-27,5.8824
2000-03-28,0.4444
2000-03-29,6.1947
2000-03-30,0.0
2000-03-31,-1.6667
2000-04-03,0.0
2000-04-04,0.6356
2000-04-05,0.0
2000-04-06,-15.7895
2000-04-07,-12.5
2000-04-10,14.2857
2000-04-11,0.0
2000-04-12,-12.5
2000-04-13,0.0
2000-04-14,14.2857
2000-04-17,-10.0
2000-04-18,11.1111
2000-04-19,0.0
2000-04-20,-25.0
2000-04-24,33.3333
2000-04-25,0.0
2000-04-26,12.5
2000-04-27,0.0
2000-04-28,-11.1111
2000-05-01,-6.25
2000-05-02,8.8
2000-05-03,10.2941
2000-05-04,-11.1111
2000-05-05,-12.5
2000-05-08,5.1429
2000-05-09,-4.8913
2000-05-10,0.0
2000-05-11,35.7143
2000-05-12,-24.2105
2000-05-15,-2.7778
2000-05-16,0.0
2000-05-18,-4.0
2000-05-23,0.2381
2000-05-24,-0.2375
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,4.1667
2000-05-31,14.2857
2000-06-02,-16.0
2000-06-05,0.2381
2000-06-06,-0.2375
