ticker,AHCO US Equity
2019-05-28,-0.0994
2019-05-29,0.0995
2019-05-30,-0.0895
2019-05-31,0.388
2019-06-04,0.0991
2019-06-13,-0.297
2019-06-14,0.0099
2019-06-18,0.0894
2019-06-19,0.5952
2019-06-25,-0.0986
2019-06-27,0.0
2019-07-01,-0.2962
2019-07-03,-0.099
2019-07-08,2.1804
2019-07-09,-0.291
2019-07-10,0.0
2019-07-11,-0.2918
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,-0.2927
2019-07-18,0.2935
2019-07-19,0.0
2019-07-22,-0.2927
2019-07-23,0.2935
2019-07-24,-0.3405
2019-07-25,0.3417
2019-07-26,0.0
2019-07-30,-0.1951
2019-07-31,-0.1955
2019-08-01,0.1959
2019-08-05,0.0
2019-08-06,-0.1955
2019-08-07,-0.0979
2019-08-08,0.098
2019-08-09,0.0
2019-08-12,-0.0979
2019-08-13,-0.1961
2019-08-15,-0.0982
2019-08-22,0.1967
2019-08-27,0.0491
2019-08-28,-0.2452
2019-08-29,-0.0983
2019-08-30,0.0984
2019-09-03,0.0
2019-09-04,-0.0983
2019-09-05,-0.0984
2019-09-06,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0985
2019-09-16,0.0
2019-09-17,0.0984
2019-09-18,-0.0983
2019-09-19,0.0984
2019-09-20,0.0
2019-09-23,0.295
2019-09-26,0.0
2019-09-30,-0.1961
2019-10-01,0.1965
2019-10-02,-0.098
2019-10-03,-0.1963
2019-10-04,0.1967
2019-10-08,0.0981
2019-10-09,-0.1961
2019-10-10,-0.1965
2019-10-11,0.1969
2019-10-14,0.0
2019-10-15,-0.1965
2019-10-16,0.3937
2019-10-17,0.1961
2019-10-18,-0.1957
2019-10-21,-0.098
2019-10-23,0.0
2019-10-24,0.3984
2019-10-25,-0.3968
2019-10-28,0.1963
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,-0.1959
2019-11-01,0.1963
2019-11-05,-0.2938
2019-11-06,-3.8016
2019-11-07,0.2757
2019-11-08,-1.1202
2019-11-11,-1.1329
2019-11-12,1.5625
2019-11-13,-2.6667
2019-11-14,-6.3224
2019-11-15,-3.9370000000000003
2019-11-18,-0.4684
2019-11-19,1.1764999999999999
2019-11-20,-5.6977
2019-11-21,0.0
2019-11-22,6.0419
2019-11-25,2.6744
2019-11-26,2.0385
2019-11-27,4.6615
2019-11-29,-4.0286
2019-12-02,5.9657
2019-12-03,5.8394
2019-12-04,-1.3793
2019-12-05,-1.3986
2019-12-06,-2.229
2019-12-09,1.658
2019-12-10,1.7328999999999999
2019-12-11,3.2064
2019-12-12,6.0194
2019-12-13,7.4176
2019-12-16,-9.1219
2019-12-17,-5.2533
2019-12-18,-0.198
2019-12-19,4.3651
2019-12-20,0.6654
2019-12-23,-1.7941
2019-12-24,0.9615
2019-12-26,2.3810000000000002
2019-12-27,-0.8372
2019-12-30,-1.5009000000000001
2019-12-31,4.5714
2020-01-02,0.0911
2020-01-03,-0.364
2020-01-06,0.9132
2020-01-07,2.4434
2020-01-08,-1.8551
2020-01-09,1.7102
2020-01-10,-0.2655
2020-01-13,0.2662
2020-01-14,-0.6195
2020-01-15,0.6233
2020-01-16,0.885
2020-01-17,0.9649
2020-01-21,10.338799999999999
2020-01-22,-0.7874
2020-01-23,0.3968
2020-01-24,1.9763
2020-01-27,-1.0853
2020-01-28,1.0972
2020-01-29,0.7752
2020-01-30,0.0
2020-01-31,2.0769
2020-02-03,8.5154
2020-02-04,-0.625
2020-02-05,3.4242
2020-02-06,7.7703
2020-02-07,-1.8809
2020-02-10,2.2364
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,2.0
2020-02-18,-0.0613
2020-02-19,-0.6131
2020-02-20,2.7144
2020-02-21,-0.9009
2020-02-24,-3.5152
2020-02-25,0.0
2020-02-26,1.7588
2020-02-27,1.358
2020-02-28,-1.6442999999999999
2020-03-02,-0.2477
2020-03-03,1.4898
2020-03-04,2.8135
2020-03-05,0.7733
2020-03-06,-2.3613
2020-03-09,-7.8597
2020-03-10,4.6588
2020-03-11,-0.815
2020-03-12,-7.0796
2020-03-13,0.0
2020-03-16,-5.6463
2020-03-17,-3.9654
2020-03-18,-21.1712
2020-03-19,9.4286
2020-03-20,19.6693
2020-03-23,-6.5455
2020-03-24,5.0584
2020-03-25,3.8519
2020-03-26,4.7789
2020-03-27,2.2464
2020-03-30,4.6605
2020-03-31,1.7812000000000001
2020-04-01,1.5625
2020-04-02,11.6923
2020-04-03,-1.9284
2020-04-06,-0.5618
2020-04-07,-1.1299
2020-04-08,1.2570999999999999
2020-04-09,-0.1693
2020-04-13,0.0
2020-04-14,-0.6218
2020-04-15,-1.7065000000000001
2020-04-16,-4.3403
2020-04-17,-8.6509
2020-04-20,-3.245
2020-04-21,2.0534
2020-04-22,7.1093
2020-04-23,0.2505
2020-04-24,0.1249
2020-04-27,0.0
2020-04-28,1.7467000000000001
2020-04-29,-0.7971
2020-04-30,-2.5958
2020-05-01,2.2208
2020-05-04,-3.7865
2020-05-05,0.7742
2020-05-06,0.8323
2020-05-07,-0.5079
2020-05-08,4.6905
2020-05-11,-2.0421
2020-05-12,3.1114
2020-05-13,-0.4225
2020-05-14,-0.7879
2020-05-15,-0.5498
2020-05-18,1.3514
2020-05-19,1.0303
2020-05-20,-1.3197
2020-05-21,1.5198
2020-05-22,-0.2994
2020-05-26,-0.9009
2020-05-27,0.7879
2020-05-28,-2.3452
2020-05-29,-0.3695
2020-06-01,4.6972000000000005
2020-06-02,-0.1771
2020-06-03,1.2419
2020-06-04,-4.4977
2020-06-05,-2.4465
2020-06-08,4.3887
2020-06-09,1.6216
2020-06-10,1.0638
2020-06-11,-7.6023
2020-06-12,-0.8228
2020-06-15,7.7856
2020-06-16,-1.3025
2020-06-17,1.9796
2020-06-18,2.9412000000000003
2020-06-19,3.4857
2020-06-22,21.9216
2020-06-23,-13.9946
2020-06-24,-2.3697
2020-06-25,-0.7551
2020-06-26,-8.4239
2020-06-29,-4.2136
2020-06-30,-0.2478
2020-07-01,16.646
2020-07-02,6.4963
2020-07-06,1.15
2020-07-07,-3.9051
2020-07-08,2.3148
2020-07-09,-3.2177
2020-07-10,-2.3377
2020-07-13,-0.8511
2020-07-14,1.9313
2020-07-15,-0.0526
2020-07-16,0.0527
2020-07-17,-0.1053
2020-07-20,-5.1106
2020-07-21,1.6657
2020-07-22,2.5122999999999998
2020-07-23,-1.4651
2020-07-24,0.2433
2020-07-27,3.3441
2020-07-28,-1.4092
2020-07-29,0.6882
2020-07-30,2.4711
2020-07-31,-0.0513
