ticker,ECRD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-08,0.0
2015-12-09,0.0
2015-12-21,0.0
2016-01-15,87.5
2016-02-01,113.3333
2016-03-14,-93.75
2016-05-02,300.0
2016-05-05,-25.0
2016-05-17,-66.6667
2016-05-18,0.0
2016-05-23,20.0
2016-06-17,-50.0
2016-09-07,66.6667
2016-10-20,150.0
2016-11-10,0.0
2017-08-14,-40.0
2017-09-19,-20.0
2017-10-13,66.6667
2017-10-16,100.0
2017-10-19,-42.5
2017-10-23,8.6957
2017-10-27,0.0
2017-11-14,16.0
2017-11-20,0.0
2017-11-29,20.6897
2017-11-30,28.5714
2017-12-01,0.0
2017-12-05,0.0
2017-12-11,-22.2222
2017-12-18,0.0
2017-12-20,0.0
2017-12-26,-28.5714
2018-01-09,36.0
2018-01-10,17.647100000000002
2018-01-12,0.0
2018-01-16,0.0
2018-01-31,0.0
2018-02-02,-0.25
2018-02-07,-12.2807
2018-02-13,0.0
2018-02-14,57.1143
2018-02-16,5.4737
2018-02-20,20.6897
2018-02-21,100.0
2018-02-26,-28.5714
2018-03-01,9.99
2018-03-05,0.0091
2018-03-08,0.0
2018-03-16,-9.0909
2018-05-04,-26.97
2018-05-08,-30.1657
2018-05-09,0.0
2018-05-10,-1.9607999999999999
2018-05-18,0.0
2018-05-22,-30.0
2018-05-25,39.8714
2018-06-15,-10.1215
2018-07-05,68.1818
2018-07-06,1.3514
2018-07-09,0.0
2018-07-27,-31.8667
2018-09-19,-23.6791
2018-09-21,-10.2564
2018-10-30,5.7143
2018-10-31,102.7027
2018-11-01,0.0
2018-11-05,0.0
2018-11-06,-26.6667
2018-11-12,-43.6364
2018-11-14,93.5484
2018-11-15,-63.3
2018-11-16,213.3515
2018-12-13,-42.029
2018-12-14,-11.2375
2018-12-18,-15.5049
2019-01-04,66.6667
2019-01-07,-34.964
2019-01-08,-7.6819
2019-01-09,66.5556
2019-01-10,2.0
2019-01-11,-36.1765
2019-01-14,13.6559
2019-01-16,-12.0151
2019-01-17,136.5591
2019-01-25,-54.2857
2019-02-08,2.1023
2019-02-11,-2.059
2019-02-12,1.1364
2019-03-25,86.3834
2019-03-28,41.6676
2019-03-29,356.117
2019-04-01,86.5889
2019-04-02,-50.125
2019-04-03,0.2506
2019-04-04,-28.75
2019-04-05,40.3509
2019-04-08,-17.0
2019-04-09,-0.6024
2019-04-10,-9.5455
2019-04-11,-7.8727
2019-04-12,-15.2727
2019-04-15,-2.0815
2019-04-16,3.0024
2019-04-17,8.5106
2019-04-18,-1.9607999999999999
2019-04-22,10.0
2019-04-23,5.4545
2019-04-24,-27.5862
2019-04-25,0.0
2019-04-26,0.0
2019-05-03,42.8571
2019-05-06,3.3333
2019-05-07,35.8065
2019-05-08,-38.9549
2019-05-09,36.1868
2019-05-10,-0.5714
2019-05-13,-1.1494
2019-05-14,-39.2442
2019-05-15,38.2775
2019-05-16,-15.2249
2019-05-17,2.0408
2019-05-21,-13.2
2019-05-22,0.0
2019-05-23,37.788
2019-05-28,-8.0268
2019-05-30,-26.5455
2019-05-31,0.0
2019-06-03,3.9604
2019-06-04,-2.3810000000000002
2019-06-05,0.4878
2019-06-06,0.0
2019-06-07,33.9806
2019-06-12,-27.5362
2019-06-19,-12.5
2019-06-24,-7.4286
2019-07-02,-1.2346
2019-07-03,0.0
2019-07-05,-5.625
2019-07-09,2.649
2019-07-12,0.0
2019-07-16,-2.5806
2019-07-17,-17.2185
2019-07-19,-10.2
2019-07-22,-3.7862
2019-07-25,0.0
2019-07-30,-4.6296
2019-07-31,6.7961
2019-08-05,3.6364
2019-08-08,-8.7719
2019-08-12,-20.6731
2019-08-14,15.1515
2019-08-16,-26.2105
2019-08-19,148.2168
2019-08-20,-13.7931
2019-08-23,-53.2667
2019-09-09,0.0
2019-09-11,-7.2753
2019-09-13,0.0
2019-09-17,15.3846
2019-09-26,43.3333
2019-10-02,11.6279
2019-10-03,-16.6667
2019-10-10,0.0
2019-10-18,-15.0
2019-10-23,0.0
2019-10-29,5.8824
2019-11-01,10.0
2019-11-19,1.0101
2019-11-26,-20.0
2019-11-27,6.25
2019-12-03,-5.8824
2019-12-04,25.0
2019-12-11,0.0
2019-12-23,-25.0
2019-12-24,0.0
2019-12-27,0.0
2020-01-02,6.6667
2020-01-03,-6.125
2020-01-09,0.0
2020-01-14,6.5245999999999995
2020-01-15,-12.5
2020-01-31,7.2857
2020-02-05,-4.9268
2020-02-13,39.7759
2020-02-20,-28.4569
2020-02-26,-1.9607999999999999
2020-02-28,94.0714
2020-03-02,-10.9312
2020-03-03,-17.3554
2020-03-06,25.0
2020-03-11,-16.0
2020-03-16,4.7619
2020-03-23,-18.1818
2020-03-31,0.0
2020-04-06,11.1111
2020-04-30,-44.79
2020-05-04,0.0
2020-05-21,1.7932000000000001
2020-05-22,-1.7793999999999999
2020-06-02,-0.1812
2020-06-16,8.9111
2020-07-01,8.3153
2020-07-08,0.0154
2020-07-14,-0.0154
