ticker,STOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-18,5.4054
2014-11-19,1.4359
2014-11-20,0.4044
2014-11-21,-0.0504
2014-11-24,0.6549
2014-11-25,0.1001
2014-11-26,2.95
2014-11-28,1.3113000000000001
2014-12-01,-2.4449
2014-12-02,0.7371
2014-12-03,-1.8049
2014-12-04,0.6955
2014-12-05,0.148
2014-12-08,-0.8867
2014-12-09,1.9384000000000001
2014-12-10,-1.3164
2014-12-11,0.8893
2014-12-12,-0.0979
2014-12-15,0.8333
2014-12-16,0.0
2014-12-17,3.0141
2014-12-18,0.9438
2014-12-19,-1.5428
2014-12-22,1.9943
2014-12-23,0.1862
2014-12-24,0.2788
2014-12-26,1.0195
2014-12-29,0.4307
2014-12-30,1.1938
2014-12-31,-1.951
2015-01-02,-0.8329
2015-01-05,0.2333
2015-01-06,-1.3035
2015-01-07,3.4906
2015-01-08,0.0456
2015-01-09,-0.3645
2015-01-12,0.823
2015-01-13,0.1814
2015-01-14,3.033
2015-01-15,0.1757
2015-01-16,1.4474
2015-01-20,-1.9022999999999999
2015-01-21,-1.1018
2015-01-22,2.0945
2015-01-23,0.2619
2015-01-26,1.0013
2015-01-27,0.3017
2015-01-28,-0.2578
2015-01-29,1.4218
2015-01-30,-2.4638999999999998
2015-02-02,-2.0906
2015-02-03,3.8701
2015-02-04,-1.7987
2015-02-05,0.6106
2015-02-06,-3.7711
2015-02-09,-0.2252
2015-02-10,0.0451
2015-02-11,0.6318
2015-02-12,1.6592
2015-02-13,-1.191
2015-02-17,1.2054
2015-02-18,0.7499
2015-02-19,-2.1891
2015-02-20,-0.1791
2015-02-23,1.3901
2015-02-24,-2.4326
2015-02-25,0.68
2015-02-26,0.1801
2015-02-27,1.7528000000000001
2015-03-02,-0.1767
2015-03-03,-2.3009
2015-03-04,-1.0417
2015-03-05,0.8696
2015-03-06,-3.4029
2015-03-09,0.7046
2015-03-10,-0.7463
2015-03-11,0.9868
2015-03-12,1.2564
2015-03-13,-0.8272
2015-03-16,1.9926
2015-03-17,-0.8178
2015-03-18,2.4737
2015-03-19,1.3411
2015-03-20,3.8818
2015-03-23,-0.0425
2015-03-24,-1.6143
2015-03-25,-1.5544
2015-03-26,0.5263
2015-03-27,2.2251
2015-03-30,1.0354
2015-03-31,-0.2989
2015-04-01,-0.0428
2015-04-02,0.6855
2015-04-06,1.1489
2015-04-07,-0.9255
2015-04-08,0.5096
2015-04-09,-1.8589
2015-04-10,0.5596
2015-04-13,0.0856
