ticker,HHGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,20.0
2000-01-05,0.0
2000-01-11,0.0
2000-01-12,-33.3333
2000-01-18,250.0
2000-01-21,0.0
2000-01-31,-64.2857
2000-02-01,180.0
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,-71.4286
2000-02-10,20.0
2000-03-01,25.0
2000-03-13,0.0
2000-03-17,-66.6667
2000-03-20,500.0
2000-03-23,-33.3333
2000-03-29,2.0
2000-03-30,1.9607999999999999
2000-04-03,44.2308
2000-04-10,-32.0
2000-04-12,22.549
2000-04-27,-10.0
2000-05-04,-7.5556
2000-05-05,-1.9231
2000-05-08,17.647100000000002
2000-05-10,4.1667
2000-05-18,0.0
2000-05-19,0.0
2000-06-02,0.0
2000-06-08,-40.0
2000-08-02,0.0
2000-08-03,66.6667
2000-08-15,-20.0
2000-09-19,0.0
2000-09-29,-6.0
2000-10-02,-20.2128
2000-10-04,0.0
2000-10-05,6.6667
2000-10-10,-37.5
2000-10-18,-20.0
2000-10-24,0.0
2000-12-01,-37.5
2000-12-05,12.0
2000-12-06,42.8571
2000-12-15,5.0
2000-12-27,-40.4762
2000-12-28,60.0
2001-01-02,-40.0
2001-01-16,25.0
2001-01-19,-20.0
2001-02-06,0.0
2001-02-13,-16.6667
2001-02-20,0.0
2001-03-01,0.0
2001-03-14,0.0
2001-03-19,-40.0
2001-03-22,83.3333
2001-04-09,0.0
2001-04-17,0.0
2001-05-11,18.1818
2001-05-14,15.3846
2001-05-16,-33.3333
2001-06-06,-50.0
2001-06-12,140.0
2001-06-14,0.0
2001-06-15,16.6667
2001-06-18,-28.5714
2001-07-03,-10.0
2001-07-18,-11.1111
2001-07-24,50.0
2001-08-13,25.0
2001-09-04,-46.6667
2001-11-29,0.0
2001-12-18,0.0
2001-12-19,0.0
2001-12-31,0.0
2002-03-21,0.0
2002-03-27,0.0
2002-04-10,0.0
2002-05-03,-25.0
2002-05-08,-16.6667
2002-06-26,0.0
2002-07-09,0.0
2002-07-15,-40.0
2002-07-17,0.0
2002-08-08,0.0
2002-08-19,0.0
2002-09-17,0.0
2002-09-24,0.0
2002-10-04,0.0
2002-10-10,0.0
2002-10-23,-33.3333
2002-11-13,-50.0
2002-11-21,0.0
2002-12-06,0.0
2002-12-11,0.0
2002-12-13,0.0
2002-12-30,0.0
2003-01-21,0.0
2003-01-30,0.0
2003-02-14,0.0
2003-05-13,0.0
2003-05-15,0.0
2003-06-03,0.0
2003-06-27,0.0
