ticker,PVBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-07,-6.3063
2004-10-08,0.0
2004-10-18,0.9615
2004-10-19,7.619
2004-10-26,6.1947
2004-10-28,4.1667
2004-10-29,-4.0
2004-11-01,-5.8333
2004-11-03,1.7699
2004-11-05,0.0
2004-11-08,0.0
2004-11-09,3.4783
2004-11-10,0.4202
2004-11-11,0.4184
2004-11-12,0.0
2004-11-15,0.4167
2004-11-17,3.7344
2004-11-18,4.0
2004-11-19,-3.8462
2004-11-24,2.0
2004-12-02,-1.9607999999999999
2004-12-06,0.0
2004-12-09,0.0
2004-12-15,4.0
2004-12-17,-0.1538
2005-01-11,2.0801
2005-01-13,3.7736
2005-01-14,1.0909
2005-01-20,-2.8777
2005-01-26,1.4815
2005-02-01,0.365
2005-02-14,9.0909
2005-02-15,0.0
2005-02-16,26.6667
2005-02-22,-5.2632
2005-02-25,0.0
2005-02-28,4.1667
2005-03-03,0.0
2005-03-04,-0.5333
2005-03-08,-0.8043
2005-03-22,0.0
2005-04-06,-4.8649000000000004
2005-04-13,-0.5682
2005-04-14,-14.2857
2005-04-15,0.0
2005-04-20,-1.6667
2005-04-21,0.0
2005-05-04,1.6949
2005-05-06,3.3333
2005-05-18,12.9032
2005-05-24,0.0
2005-05-25,0.2857
2005-05-26,1.1396
2005-06-02,-0.2817
2005-06-13,-2.5423999999999998
2005-06-21,0.0
2005-06-29,15.942
2005-06-30,-10.0
2005-07-27,0.0
2005-08-02,0.0
2005-08-31,-4.0556
2005-09-01,1.3317999999999999
2005-09-02,0.0
2005-09-07,2.8571
2005-09-12,0.0
2005-09-14,0.0
2005-10-04,-4.1667
2005-10-06,-6.9565
2005-10-12,2.8037
2005-10-13,9.0909
2005-10-14,16.6667
2005-10-18,0.0
2005-10-20,-7.1429
2005-10-24,-2.5641
2005-10-25,-13.9474
2005-10-26,8.5627
2005-10-28,-2.8169
2005-10-31,0.0
2005-11-01,0.0
2005-11-02,-0.8696
2005-11-09,2.3392
2005-11-15,-1.4285999999999999
2005-11-18,0.0
2005-11-22,0.0
2005-11-30,2.8986
2005-12-08,-1.4085
2005-12-16,0.5714
2005-12-21,-0.9659
2005-12-29,0.4016
2005-12-30,0.2857
2006-01-04,1.9943
2006-01-05,-0.838
2006-01-10,0.0
2006-01-11,1.4085
2006-01-12,-5.0
2006-01-20,-4.9708
2006-01-26,11.0769
2006-01-27,5.2632
2006-01-30,2.6316
2006-01-31,-1.2821
2006-02-01,-3.8961
