ticker,RCUS US Equity
2018-08-01,-1.453
2018-08-02,-2.5152
2018-08-03,-2.1352
2018-08-06,-1.0909
2018-08-07,3.3088
2018-08-08,2.4911
2018-08-09,3.559
2018-08-10,-0.8382
2018-08-13,0.0845
2018-08-14,3.8007
2018-08-15,5.533
2018-08-16,1.542
2018-08-17,0.7593
2018-08-20,-1.2811
2018-08-21,3.0534
2018-08-22,1.037
2018-08-23,-1.173
2018-08-24,0.0
2018-08-27,10.905
2018-08-28,-0.4013
2018-08-29,-6.4473
2018-08-30,3.8765
2018-08-31,-0.4838
2018-09-04,0.4861
2018-09-05,-9.537
2018-09-06,-0.2292
2018-09-07,-1.608
2018-09-10,1.0895
2018-09-11,3.1563
2018-09-12,-1.6418
2018-09-13,7.6631
2018-09-14,-0.4228
2018-09-17,-8.4218
2018-09-18,2.9366
2018-09-19,5.2553
2018-09-20,-1.0699
2018-09-21,-2.5955
2018-09-24,-0.2961
2018-09-25,1.7075
2018-09-26,1.0949
2018-09-27,-1.9495
2018-09-28,2.651
2018-10-01,4.0172
2018-10-02,-0.6207
2018-10-03,-1.1103
2018-10-04,-2.1754
2018-10-05,-0.7174
2018-10-08,-6.9364
2018-10-09,3.2609
2018-10-10,-2.0301
2018-10-11,-2.0721
2018-10-12,-2.5078
2018-10-15,-1.045
2018-10-16,2.5183
2018-10-17,-1.5848
2018-10-18,-0.161
2018-10-19,-4.9193999999999996
2018-10-22,3.9016
2018-10-23,-11.8367
2018-10-24,-9.6296
2018-10-25,2.7664
2018-10-26,2.5922
2018-10-29,-5.345
2018-10-30,3.4908
2018-10-31,-0.2976
2018-11-01,5.2736
2018-11-02,2.1739
2018-11-05,1.6651
2018-11-06,1.4559
2018-11-07,0.9865
2018-11-08,5.151
2018-11-09,3.5473
2018-11-12,-2.1207
2018-11-13,-7.1667
2018-11-14,1.7953000000000001
2018-11-15,2.2046
2018-11-16,0.5177
2018-11-19,-1.8026
2018-11-20,-3.6713
2018-11-21,5.8076
2018-11-23,-0.2573
2018-11-26,-3.1814
2018-11-27,-2.9307
2018-11-28,5.398
2018-11-29,-0.6944
2018-11-30,-0.1748
2018-12-03,12.1716
2018-12-04,-4.2155
2018-12-06,-2.8525
2018-12-07,2.0134
2018-12-10,3.9474
2018-12-11,-3.8766
2018-12-12,0.823
2018-12-13,2.6939
2018-12-14,-0.318
2018-12-17,-5.7416
2018-12-18,-7.1912
2018-12-19,-1.5497
2018-12-20,-7.3148
2018-12-21,-1.7982
2018-12-24,1.6277
2018-12-26,6.006
2018-12-27,-7.8376
2018-12-28,9.8361
2018-12-31,0.4664
2019-01-02,-0.8357
2019-01-03,-2.4345
2019-01-04,-14.1075
2019-01-07,7.3743
2019-01-08,2.7055
2019-01-09,2.5329
2019-01-10,-1.4822
2019-01-11,0.2006
2019-01-14,-9.2092
2019-01-15,8.0485
2019-01-16,5.7143
2019-01-17,-1.5444
2019-01-18,-1.4706000000000001
2019-01-22,-4.1791
2019-01-23,-2.0768
2019-01-24,-0.7423
2019-01-25,9.5085
2019-01-28,-7.6098
2019-01-29,-4.6463
2019-01-30,5.2049
2019-01-31,7.0526
2019-02-01,2.4582
2019-02-04,-6.142
2019-02-05,3.0675
2019-02-06,0.5952
2019-02-07,-0.1972
2019-02-08,6.8182
2019-02-11,-3.4228
2019-02-12,-0.2874
2019-02-13,7.2046
2019-02-14,-3.6738
2019-02-15,10.6047
2019-02-19,-5.7191
2019-02-20,3.479
2019-02-21,3.3621
2019-02-22,-2.8357
2019-02-25,0.9442
2019-02-26,-0.8503
2019-02-27,-1.0292
2019-02-28,2.1664
2019-03-01,1.4419
2019-03-04,0.3344
2019-03-05,0.1667
2019-03-06,-6.9884
2019-03-07,4.3828
2019-03-08,0.0857
2019-03-11,3.8527
2019-03-12,2.3908
2019-03-13,-1.5298
2019-03-14,-6.5413
2019-03-15,2.0997
2019-03-18,0.7712
2019-03-19,-1.6156000000000001
2019-03-20,-0.1729
2019-03-21,2.684
2019-03-22,-5.6492
2019-03-25,0.3575
2019-03-26,2.7605
2019-03-27,-0.8666
2019-03-28,4.021
2019-03-29,4.958
2019-04-01,-4.8038
2019-04-02,-0.7569
2019-04-03,1.4407
2019-04-04,0.8354
2019-04-05,3.6454
2019-04-08,2.3981
2019-04-09,-1.4052
2019-04-10,5.9382
2019-04-11,-2.5411
2019-04-12,-1.6871
2019-04-15,-2.3401
2019-04-16,-2.3163
2019-04-17,-10.8749
2019-04-18,3.0275
2019-04-22,-2.9386
2019-04-23,0.9174
2019-04-24,-2.0
2019-04-25,-0.8349
2019-04-26,1.7774
2019-04-29,-3.5846
2019-04-30,-7.3403
2019-05-01,3.2922000000000002
2019-05-02,-0.7968
2019-05-03,5.7229
2019-05-06,0.0
2019-05-07,3.9886
2019-05-08,0.6393
2019-05-09,-0.1815
2019-05-10,-1.3636
2019-05-13,-7.0968
2019-05-14,-1.0913
2019-05-15,-2.4072
2019-05-16,2.0555
2019-05-17,-4.7331
2019-05-20,1.9026999999999998
2019-05-21,0.5187
2019-05-22,-1.7544
2019-05-23,-5.042
2019-05-24,-0.885
2019-05-28,-0.6696
2019-05-29,-2.1348
2019-05-30,0.3444
2019-05-31,-2.9748
2019-06-03,-9.0802
2019-06-04,4.0208
2019-06-05,-0.1247
2019-06-06,-0.2497
2019-06-07,0.8761
2019-06-10,-0.6203
2019-06-11,-2.7466
2019-06-12,6.4185
2019-06-13,3.0157
2019-06-14,-3.0445
2019-06-17,9.2995
2019-06-18,2.6519
2019-06-19,-0.1076
2019-06-20,-0.1078
2019-06-21,1.8338999999999999
2019-06-24,-1.8008
2019-06-25,2.1575
2019-06-26,-23.0201
2019-06-27,6.0357
2019-06-28,2.8461
2019-07-01,-0.1258
2019-07-02,2.8967
2019-07-03,1.9584000000000001
2019-07-05,4.4418
2019-07-08,-1.6092
2019-07-09,0.3505
2019-07-10,-1.0477
2019-07-11,0.2353
2019-07-12,-4.9296
2019-07-15,2.8395
2019-07-16,1.3205
2019-07-17,0.1185
2019-07-18,0.9467
2019-07-19,-4.2204
2019-07-22,3.672
2019-07-23,-1.4168
2019-07-24,3.8323
2019-07-25,-4.3829
2019-07-26,1.5682
2019-07-29,-4.3943
2019-07-30,-0.6211
2019-07-31,-1.125
2019-08-01,-7.2061
2019-08-02,-6.812
2019-08-05,-3.5088
2019-08-06,2.2727
2019-08-07,-0.4444
2019-08-08,11.0119
2019-08-09,-2.4129
2019-08-12,-2.4725
2019-08-13,4.2254
2019-08-14,-5.4054
2019-08-15,1.5714000000000001
2019-08-16,3.7975
2019-08-19,-2.168
2019-08-20,-1.385
2019-08-21,-1.9663
2019-08-22,-2.5788
2019-08-23,-5.2941
2019-08-26,3.5714
2019-08-27,0.2999
2019-08-28,1.0463
2019-08-29,8.432
2019-08-30,6.5484
2019-09-03,-5.7618
2019-09-04,1.3587
2019-09-05,4.5576
2019-09-06,-2.4359
2019-09-09,2.8909000000000002
2019-09-10,12.6437
2019-09-11,5.5556
2019-09-12,-2.0408
2019-09-13,3.2895
2019-09-16,-0.3185
2019-09-17,2.0234
2019-09-18,-3.4447
2019-09-19,-2.3784
2019-09-20,-2.6578
2019-09-23,4.8919
2019-09-24,-3.9046
2019-09-25,1.3544
2019-09-26,-1.8931
2019-09-27,15.5505
2019-09-30,-10.609
2019-10-01,-5.4945
2019-10-02,-5.0
2019-10-03,5.6304
2019-10-04,1.854
2019-10-07,-6.7122
2019-10-08,-0.8537
2019-10-09,-1.968
2019-10-10,0.3764
2019-10-11,2.5
2019-10-14,-2.3171
2019-10-15,0.4994
2019-10-16,0.8696
2019-10-17,3.5714
2019-10-18,0.3567
2019-10-21,0.4739
2019-10-22,4.1274
2019-10-23,-3.171
2019-10-24,-7.8363
2019-10-25,3.0457
2019-10-28,-3.202
2019-10-29,-2.9262
2019-10-30,-1.5727
2019-10-31,4.5273
2019-11-01,3.8217
2019-11-04,-1.227
2019-11-05,3.8509
2019-11-06,-2.1531000000000002
2019-11-07,-7.0905
2019-11-08,-0.7895
2019-11-11,1.1936
2019-11-12,5.3735
2019-11-13,-0.6219
2019-11-14,-0.2503
2019-11-15,-4.0151
2019-11-18,-4.183
2019-11-19,3.2742
2019-11-20,2.7741
2019-11-21,2.4422
2019-11-22,10.1631
2019-11-25,8.4282
2019-11-26,-8.8235
2019-11-27,-3.341
2019-11-29,-1.4303
2019-12-02,-2.5393
2019-12-03,1.861
2019-12-04,-3.6541
2019-12-05,-1.5171000000000001
2019-12-06,5.5199
2019-12-09,-0.4866
2019-12-10,4.5232
2019-12-11,3.0409
2019-12-12,1.4756
2019-12-13,-3.2438
2019-12-16,0.0
2019-12-17,-3.4682
2019-12-18,0.1198
2019-12-19,4.9043
2019-12-20,7.5257
2019-12-23,4.5599
2019-12-24,3.2454
2019-12-26,5.9921
2019-12-27,-1.2974999999999999
2019-12-30,-7.5117
2019-12-31,2.5381
2020-01-02,-2.3762
2020-01-03,-1.6227
2020-01-06,-1.9588
2020-01-07,1.367
2020-01-08,3.8382
2020-01-09,1.6983000000000001
2020-01-10,-1.3752
2020-01-13,-0.996
2020-01-14,3.0181
2020-01-15,1.1719
2020-01-16,0.9653
2020-01-17,-2.1989
2020-01-21,-2.0528
2020-01-22,-0.6986
2020-01-23,-4.9246
2020-01-24,-0.8457
2020-01-27,2.8785
2020-01-28,0.2073
2020-01-29,-5.6876999999999995
2020-01-30,-0.2193
2020-01-31,-3.5164999999999997
2020-02-03,5.0114
2020-02-04,8.5683
2020-02-05,13.986
2020-02-06,-0.7011
2020-02-07,-1.2357
2020-02-10,4.3789
2020-02-11,-1.7123
2020-02-12,-1.9163999999999999
2020-02-13,1.5986
2020-02-14,-3.5839
2020-02-18,12.6927
2020-02-19,26.6291
2020-02-20,1.3342
2020-02-21,8.5893
2020-02-24,-5.0808
2020-02-25,-9.549900000000001
2020-02-26,2.6227
2020-02-27,-5.5046
2020-02-28,5.5479
2020-03-02,15.5716
2020-03-03,-5.2871
2020-03-04,8.0432
2020-03-05,6.7778
2020-03-06,0.3122
2020-03-09,-6.639
2020-03-10,-2.6111
2020-03-11,-3.1945
2020-03-12,-10.4891
2020-03-13,8.8216
2020-03-16,-24.2589
2020-03-17,-4.0735
2020-03-18,-14.1549
2020-03-19,-3.0068
2020-03-20,5.0
2020-03-23,0.0
2020-03-24,16.9524
2020-03-25,2.3616
2020-03-26,-0.0796
2020-03-27,0.8758
2020-03-30,5.1302
2020-03-31,4.2042
2020-04-01,0.6484
2020-04-02,6.5855
2020-04-03,-3.0222
2020-04-06,8.0332
2020-04-07,-7.5641
2020-04-08,6.2413
2020-04-09,3.9817
2020-04-13,5.2731
2020-04-14,0.1193
2020-04-15,-7.2067
2020-04-16,89.3453
2020-04-17,-4.7119
2020-04-20,7.0082
2020-04-21,-1.5625
2020-04-22,-0.6417
2020-04-23,-1.6655
2020-04-24,0.242
2020-04-27,-2.8966
2020-04-28,-4.5455
2020-04-29,4.5015
2020-04-30,-5.9808
2020-05-01,-0.7194
2020-05-04,2.9748
2020-05-05,0.5185
2020-05-06,-1.2159
2020-05-07,10.8915
2020-05-08,1.1773
2020-05-11,1.2301
2020-05-12,-3.8095
2020-05-13,5.9065
2020-05-14,2.4823
2020-05-15,10.1919
2020-05-18,-3.1116
2020-05-19,-0.9723
2020-05-20,8.7771
2020-05-21,-0.6018
2020-05-22,-1.541
2020-05-26,-6.2605
2020-05-27,-19.35
2020-05-28,4.2884
2020-05-29,11.1308
2020-06-01,5.3907
2020-06-02,4.4794
2020-06-03,-9.6176
2020-06-04,-3.6859
2020-06-05,-3.3278
2020-06-08,-0.3098
2020-06-09,2.1064
2020-06-10,0.2367
2020-06-11,-6.9501
2020-06-12,0.8702
2020-06-15,5.4637
2020-06-16,-1.6360000000000001
2020-06-17,-4.2273
2020-06-18,-0.5065
2020-06-19,-5.2
2020-06-22,-0.8439
2020-06-23,-3.0561
2020-06-24,-3.5515
2020-06-25,0.3724
2020-06-26,-6.183
2020-06-29,3.8225
2020-06-30,4.6974
2020-07-01,-5.4972
2020-07-02,2.8657
2020-07-06,-0.0832
2020-07-07,5.3683
2020-07-08,-0.158
2020-07-09,0.7516
2020-07-10,-4.0832
2020-07-13,-7.2452
2020-07-14,3.2215
2020-07-15,2.95
2020-07-16,0.2492
2020-07-17,1.367
2020-07-20,0.9399
2020-07-21,-5.3036
2020-07-22,0.5985
2020-07-23,-2.0399
2020-07-24,-3.9046
2020-07-27,1.2641
2020-07-28,-4.1908
2020-07-29,-1.5356
2020-07-30,0.9452
2020-07-31,-7.8652
