ticker,BIOC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-05,-6.0
2014-02-06,-7.9787
2014-02-07,2.8902
2014-02-10,0.1124
2014-02-11,-0.4489
2014-02-12,-2.0293
2014-02-13,2.1864
2014-02-14,2.027
2014-02-18,5.9603
2014-02-19,-1.4583
2014-02-20,-1.9026999999999998
2014-02-21,-1.8319
2014-02-24,0.8782
2014-02-25,-1.4146
2014-02-26,3.7528
2014-02-27,1.0638
2014-02-28,-0.1053
2014-03-03,-3.5827
2014-03-04,-2.459
2014-03-05,-6.3305
2014-03-06,-0.9569
2014-03-07,-0.8454
2014-03-10,0.609
2014-03-11,-5.569
2014-03-12,-5.1282
2014-03-13,-0.8108
2014-03-14,-4.6322
2014-03-17,0.1429
2014-03-18,10.9843
2014-03-19,-3.599
2014-03-20,-0.9333
2014-03-21,3.6339
2014-03-24,-2.5974
2014-03-25,4.0
2014-03-26,-6.4103
2014-03-27,-1.5068000000000001
2014-03-28,-0.8345
2014-03-31,2.9453
2014-04-01,-1.0899
2014-04-02,1.1019
2014-04-03,-2.4506
2014-04-04,0.6966
2014-04-07,-2.4922
2014-04-08,3.2653
2014-04-09,-2.6154
2014-04-10,-9.6181
2014-04-11,-6.1033
2014-04-14,-5.6667
2014-04-15,-7.5972
2014-04-16,-0.3824
2014-04-17,-4.9904
2014-04-21,0.6061
2014-04-22,1.004
2014-04-23,-0.7952
2014-04-24,0.2004
2014-04-25,-5.6
2014-04-28,-5.5085
2014-04-29,5.8296
2014-04-30,0.4529
2014-05-01,13.891
2014-05-02,-6.4815
2014-05-05,-1.7822
2014-05-06,-5.2419
2014-05-07,-1.234
2014-05-08,-0.4739
2014-05-09,-2.3810000000000002
2014-05-12,2.6608
2014-05-13,-1.9438
2014-05-14,1.5419
2014-05-15,-4.9892
2014-05-16,0.6849
2014-05-19,2.2676
2014-05-20,3.3259
2014-05-21,-4.721
2014-05-22,-0.4505
2014-05-23,0.4525
2014-05-27,0.0
2014-05-28,-0.2252
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,6.3205
2014-06-03,18.0467
2014-06-04,4.8561
2014-06-05,-7.7187
2014-06-06,-4.6468
2014-06-09,-4.6784
2014-06-10,-5.5215
2014-06-11,3.8961
2014-06-12,11.4583
2014-06-13,0.1869
2014-06-16,1.4925
2014-06-17,1.1029
2014-06-18,21.8182
2014-06-19,7.9104
2014-06-20,3.7344
2014-06-23,-8.8
2014-06-24,-1.9005999999999998
2014-06-25,-1.0432
