ticker,YTHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-04,400.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-25,0.0
2000-03-02,0.0
2000-03-06,100.0
2000-03-10,0.0
2000-03-20,0.0
2000-03-27,-40.0
2000-04-07,0.0
2000-04-17,0.0
2000-05-12,0.0
2000-05-19,-58.3333
2000-05-25,0.0
2000-06-23,0.0
2000-08-08,-36.0
2000-08-14,56.25
2000-09-08,25.0
2000-09-14,-20.0
2000-09-27,0.0
2000-09-28,140.0
2000-10-02,0.0
2000-10-06,-8.3333
2000-10-18,-9.0909
2000-10-19,0.0
2000-10-24,0.0
2000-11-06,0.0
2000-12-01,-40.0
2000-12-05,0.0
2000-12-15,0.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-26,0.0
2000-12-28,-16.6667
2001-01-12,-10.0
2001-01-19,-33.3333
2001-02-02,0.0
2001-02-06,0.0
2001-02-15,0.0
2001-03-01,-33.3333
2001-03-02,0.0
2001-04-10,-25.0
2001-04-30,0.0
2001-05-01,0.0
2001-05-29,0.0
2001-08-13,0.0
2001-08-16,0.0
2001-12-06,-26.6667
2001-12-27,0.0
2002-02-04,-7.9545
2002-02-05,-1.2346
2002-03-26,-40.0
2002-06-04,0.0
2002-09-05,0.0
2002-09-10,0.0
2002-10-10,0.0
2002-10-14,33.3333
2002-10-31,-35.9375
2002-11-13,0.0
2002-12-02,0.0
2002-12-11,-41.4634
2002-12-12,0.0
2002-12-20,-33.3333
2003-01-07,-50.0
2003-01-28,0.0
2003-05-30,0.0
2003-07-15,0.0
2003-08-29,0.0
2003-09-15,0.0
2003-10-30,0.0
2003-12-10,0.0
2003-12-16,0.0
2004-01-07,0.0
2004-04-19,0.0
2004-05-04,-68.75
2004-07-13,0.0
2004-08-03,1180.0
2004-10-22,-87.5
2004-11-03,0.0
2004-11-08,100.0
2004-12-10,0.0
2004-12-13,0.0
2004-12-23,0.0
2004-12-28,0.0
2005-01-13,300.0
2005-01-24,25.0
2005-02-04,400.0
2005-02-08,20.0
2005-02-09,-16.6667
2005-02-10,0.0
2005-02-28,-16.0
2005-03-29,42.8571
2005-04-22,-30.0
2005-04-26,42.8571
2005-05-26,-33.3333
2005-06-01,0.0
2005-06-07,-25.0
2005-06-13,0.0
2005-07-28,0.0
2005-08-04,-13.3333
2005-08-05,15.3846
2005-08-08,-20.0
2005-08-31,-33.3333
2005-09-28,0.0
2005-11-01,-12.5
2005-11-21,0.0
2006-01-09,0.0
2006-01-23,0.0
2006-04-27,-14.2857
2006-05-02,0.0
2006-06-02,0.0
2006-08-16,0.0
2006-08-17,-16.6667
2006-11-01,0.0
2006-12-27,40.0
2007-01-23,-28.5714
2007-02-08,40.0
2007-02-27,0.0
2007-03-02,-14.2857
2007-04-03,0.0
2007-04-12,50.0
2007-05-03,0.0
2007-05-11,-33.3333
2007-07-30,0.0
2007-08-01,0.0
2007-09-27,900.0
2007-10-01,566.6667
2007-10-03,-75.0
2007-10-04,0.0
2007-10-15,-30.0
2007-12-04,-14.2857
2007-12-06,66.6667
2007-12-19,50.0
2007-12-20,20.0
2007-12-26,0.0
2008-01-08,-66.6667
2008-02-21,0.0
2008-03-03,0.0
2008-03-10,66.6667
2008-04-01,-40.0
2008-04-03,0.0
2008-04-08,0.0
2008-04-22,0.0
2008-04-24,0.0
2008-04-25,-16.6667
2008-04-28,0.0
2008-05-14,0.0
2008-05-15,0.0
2008-06-25,-40.0
2008-07-08,-33.3333
2008-07-28,50.0
2008-07-30,-33.3333
2008-08-13,0.0
2008-08-20,0.0
2008-09-17,-50.0
2008-10-24,-90.0
2008-11-10,2900.0
2008-12-19,0.0
2009-01-16,-97.9167
2009-02-18,80.0
2009-04-06,0.0
2009-04-27,33.3333
2009-11-17,66.6667
2009-11-27,0.0
2009-11-30,0.0
2010-12-13,-76.0
2011-01-31,0.0
2011-07-18,8316.6667
2011-11-18,-99.4864
2012-04-04,2.4096
2012-08-08,0.0
2012-08-24,0.0
2012-11-14,3664.7059
2013-01-07,0.0
2013-02-28,0.0
2014-03-31,-87.5
2014-04-01,-30.0
2014-04-03,0.0
2014-04-04,-57.1429
2014-04-07,33.3333
2014-04-10,-10.0
2014-04-11,183.3333
2014-04-14,0.0
2014-04-15,0.0
2014-04-16,29.4118
2014-04-17,-3.0303
2014-04-21,3.125
2014-04-23,0.0
2014-04-24,-62.1212
2014-04-25,-20.0
2014-04-28,100.0
2014-04-30,-50.0
2014-05-02,0.0
2014-05-05,0.0
2014-05-07,-25.0
2014-05-09,26.6667
2014-05-14,5.2632
2014-05-16,0.0
2014-06-03,25.0
2014-06-05,40.0
2014-06-10,2.8571
2014-06-13,11.1111
2014-06-16,12.5
2014-07-10,-44.4444
2014-07-11,0.0
2014-08-14,-84.0
2014-08-15,400.0
2014-08-20,-80.0
2014-08-26,550.0
2014-12-16,-84.6154
