ticker,CWSS US Equity
2010-11-18,50.0
2010-11-19,16.6667
2010-11-23,0.0
2010-11-29,-28.5714
2010-11-30,0.0
2010-12-01,60.0
2010-12-07,12.5
2010-12-17,-7.4074
2010-12-23,8.0
2010-12-28,-7.4074
2010-12-30,20.0
2011-01-03,0.0
2011-01-07,-3.3333
2011-01-11,-27.5862
2011-01-13,42.8571
2011-01-18,16.6667
2011-01-19,14.2857
2011-01-20,-25.0
2011-01-21,16.6667
2011-01-24,-14.2857
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,33.3333
2011-01-31,0.0
2011-02-01,50.0
2011-02-02,-33.3333
2011-02-03,0.0
2011-02-04,-37.5
2011-02-08,-20.0
2011-02-09,0.0
2011-02-10,5.0
2011-02-11,-38.0952
2011-02-16,92.3077
2011-02-17,380.0
2011-02-18,25.0
2011-02-22,-60.0
2011-02-23,-16.6667
2011-02-24,0.0
2011-02-25,-20.0
2011-02-28,0.0
2011-03-02,-25.0
2011-03-03,0.0
2011-03-04,-16.6667
2011-03-07,4.0
2011-03-08,0.0
2011-03-09,53.8462
2011-03-10,-25.0
2011-03-11,-8.3333
2011-03-15,-1.8182
2011-03-16,0.0
2011-03-17,0.0
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,7.4074
2011-03-24,0.0
2011-03-28,-25.8621
2011-03-29,34.8837
2011-03-30,-13.7931
2011-04-04,-20.0
2011-04-05,0.0
2011-04-06,-25.0
2011-04-07,33.3333
2011-04-11,-20.0
2011-04-12,25.0
2011-04-13,0.0
2011-04-14,-20.0
2011-04-15,25.0
2011-04-18,-10.0
2011-04-19,5.5556
2011-04-20,-15.7895
2011-04-21,25.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,-25.0
2011-04-29,6.6667
2011-05-03,25.0
2011-05-04,-25.0
2011-05-05,0.0
2011-05-09,-13.3333
2011-05-11,38.4615
2011-05-12,0.0
2011-05-13,0.0
2011-05-16,0.0
2011-05-17,0.0
2011-05-19,-27.7778
2011-05-24,7.6923
2011-05-25,178.5714
2011-05-26,-12.8205
2011-05-27,-41.1765
2011-05-31,35.0
2011-06-01,-22.2222
2011-06-02,-9.5238
2011-06-03,42.1053
2011-06-07,-25.9259
2011-06-08,5.0
2011-06-16,-4.7619
2011-06-17,20.0
2011-06-20,0.0
2011-06-22,0.0
2011-06-24,0.0
2011-06-29,0.0
2011-07-07,-8.3333
2011-07-08,-31.8182
2011-07-11,46.6667
2011-07-13,0.0
2011-07-14,0.0
2011-07-15,0.0
2011-07-22,-27.2727
2011-07-25,-11.3281
2011-07-26,5.7269
2011-07-27,16.6667
2011-07-28,0.0
2011-08-01,-8.5714
2011-08-02,9.375
2011-08-03,1.0714
2011-08-04,35.689
2011-08-05,-0.5208
2011-08-09,-32.9843
2011-08-10,0.0
2011-08-11,6.25
2011-08-15,0.0
2011-08-18,5.8824
2011-08-19,-5.5556
2011-08-23,-6.6176
2011-08-25,-5.5118
2011-08-26,0.0
2011-08-29,26.6667
2011-08-31,-5.2632
2011-09-01,33.3333
2011-09-06,-4.1667
2011-09-07,4.3478
2011-09-08,-37.5
2011-09-13,20.0
2011-09-14,0.0
2011-09-15,-27.7778
2011-09-16,35.5769
2011-09-19,-1.4184
2011-09-21,0.7194
2011-09-22,2.8571
2011-12-20,-99.1111
2012-02-22,23650.0
2012-05-31,-97.3421
2012-06-28,0.0
2012-06-29,320.7921
2012-08-03,-76.2353
2012-09-12,98.0198
2012-09-26,0.0
2012-10-18,-49.5
2012-11-14,147.5248
2012-11-20,0.0
2012-12-27,-10.0
2013-01-02,-2.2222
2013-01-22,0.0
2013-01-24,4.5455
2013-02-07,-4.3478
2013-02-22,0.0
2013-03-05,2.2727
2013-03-06,11.1111
2013-03-08,6.0
2013-03-11,0.0
2013-03-21,-5.6604
2013-04-22,2.0
2013-04-23,0.0
2013-04-24,-9.8039
2013-05-13,10.4348
2013-05-21,0.3937
2013-06-04,0.0
2013-06-17,0.0
2013-07-10,0.0
2013-07-22,-9.8039
2013-08-21,15.2174
2013-08-28,0.0
2013-09-16,-3.7736
2013-11-22,-17.647100000000002
2013-11-25,19.0476
2013-12-27,0.0
2014-02-04,8.0
2014-02-14,48.1481
2014-03-04,-25.0
2014-03-10,-16.6667
2014-03-24,10.0
2014-05-20,9.0909
2014-06-04,-41.6667
2014-09-16,125.7143
2014-09-17,-55.6962
2014-09-18,122.8571
2014-09-19,-2.5641
2014-09-25,-13.1579
2014-10-29,-46.9697
2014-10-30,-40.0
2014-11-14,0.0
2014-12-29,128.5714
2015-01-12,-50.0
2015-02-20,-85.3333
2015-03-06,752.2727
2015-04-29,-20.0
2015-05-06,0.0
2016-03-07,-62.3333
2016-03-08,-11.5044
2016-07-13,9.5
2017-06-29,0.4566
2017-06-30,3.6364
2017-07-05,0.8772
2017-07-06,0.0
2017-07-07,0.0
2017-07-10,0.8696
2017-07-11,1.2931
2017-07-12,1.7021
2017-07-13,17.1548
2017-07-14,-7.5
2017-07-17,6.5637
2017-07-18,1.4493
2017-07-19,0.0
2017-07-20,1.7856999999999998
2017-07-21,-0.3509
2017-07-24,-4.9296
2017-07-25,1.8519
2017-07-26,-1.8182
2017-07-28,11.1111
2017-08-01,1.6667
2017-08-02,0.0
2017-08-03,1.9672
2017-08-04,-0.3215
2017-08-08,-8.0645
2017-08-09,0.0
2017-08-10,9.1228
2017-08-11,1.2862
2017-08-14,-20.634900000000002
2017-08-15,25.2
2017-08-16,2.2364
2017-08-17,0.0
2017-08-18,0.625
2017-08-21,0.0
2017-08-22,0.6211
2017-08-23,0.3086
2017-08-24,0.3077
2017-08-25,1.227
2017-08-28,0.0
2017-08-29,0.303
2017-08-30,0.3021
2017-08-31,-0.3012
2017-09-01,-1.5106000000000002
2017-09-05,-30.6748
2017-09-06,48.6726
2017-09-07,-10.7143
2017-09-08,11.3333
2017-09-11,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,0.2994
2017-09-19,-4.4776
2017-09-20,4.0625
2017-09-21,0.0
2017-09-22,0.6006
2017-09-26,0.2985
2017-09-27,-2.3810000000000002
2017-09-28,2.1341
2017-09-29,-2.9851
2017-10-02,-7.6923
2017-10-05,-8.3333
2017-10-06,-27.2727
2017-10-09,25.0
2017-10-11,0.0
2017-10-30,-15.08
2017-10-31,2.7084
2017-11-01,-3.6917999999999997
2017-11-14,-4.7619
2017-11-16,-12.5
2017-11-17,-14.2857
2017-11-21,-6.6667
2017-11-22,0.0
2017-11-24,0.0
2017-11-27,4.9286
2017-11-28,15.725
2017-11-30,-17.647100000000002
2017-12-01,0.0
2017-12-05,1.6429
2017-12-06,-1.6162999999999998
2017-12-08,2.1429
2017-12-11,4.8951
2017-12-12,-20.0
2017-12-13,24.1667
2017-12-14,-0.6711
2017-12-15,0.0
2017-12-18,-14.8649
2017-12-19,-20.634900000000002
2017-12-20,1.0
2017-12-21,-0.9901
2017-12-22,0.0
2017-12-26,0.0
2017-12-28,0.0
2017-12-29,-15.0
2018-01-02,-1.1764999999999999
2018-01-03,-40.4762
2018-01-04,20.0
2018-01-05,-16.6667
2018-01-08,18.0
2018-01-09,-13.5593
2018-01-10,-31.3725
2018-01-11,42.8571
2018-01-12,44.0
2018-01-16,-8.3333
2018-01-17,-16.6667
2018-01-18,-20.0182
2018-01-19,-9.0702
2018-01-22,-0.05
2018-01-23,-24.9625
2018-01-24,23.3333
2018-01-25,-4.0541
2018-01-26,-34.6479
2018-01-29,29.2672
2018-01-30,-10.4755
2018-01-31,2.427
2018-02-01,9.0545
2018-02-02,-18.3061
2018-02-05,-2.0408
2018-02-06,20.75
2018-02-07,-10.3175
2018-02-08,-15.3521
2018-02-09,0.0
2018-02-12,-9.0909
2018-02-13,10.0
2018-02-14,-0.0455
2018-02-15,-0.3183
2018-02-16,-8.7591
2018-02-20,0.0
2018-02-21,-25.0
2018-02-22,-6.6667
2018-02-23,1.4285999999999999
2018-02-26,-8.4507
2018-02-27,0.0
2018-02-28,0.0
2018-03-02,11.538499999999999
2018-03-05,-3.4483
2018-03-06,-14.2857
2018-03-07,33.3333
2018-03-08,-12.5
2018-03-09,42.8571
2018-03-12,-29.0
2018-03-13,2.1127
2018-03-14,-0.3448
2018-03-15,-10.0346
2018-03-16,-23.0769
2018-03-19,5.0
2018-03-20,-4.7619
2018-03-21,0.0
2018-03-22,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-04-02,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-23,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-30,0.0
2018-05-07,-30.0
2018-05-09,0.0
2018-05-16,42.8571
2018-05-18,53.75
2018-05-21,2.6016
2018-05-22,-20.7607
2018-05-25,41.88
2018-05-29,-5.2721
2018-06-05,-22.619
2018-06-08,-7.3077
2018-06-11,-8.7137
2018-06-12,20.9091
2018-06-14,-1.5038
2018-06-15,-8.3969
2018-06-18,7.0833
2018-06-21,-14.3969
2018-06-22,4.5455
2018-06-25,0.0
2018-06-29,-13.0435
2018-07-03,-1.0
2018-07-05,1.0101
2018-07-10,-20.0
2018-07-11,25.0
2018-07-12,0.0
2018-07-13,15.0
2018-07-16,-30.4348
2018-07-18,-23.75
2018-07-19,31.1475
2018-07-24,23.75
2018-07-26,-19.1919
2018-07-27,-35.975
2018-07-31,1.5228000000000002
2018-08-01,55.7692
2018-08-06,12.3457
2018-08-17,-42.8571
2018-08-20,-3.8462
2018-08-21,0.0
2018-08-22,3.0
2018-08-24,171.8447
2018-08-27,-14.2857
2018-08-29,0.0
2018-08-31,0.8333
2018-09-04,-0.8264
2018-09-06,-33.3333
2018-09-10,0.0
2018-09-11,-12.5
2018-09-12,-14.2857
2018-09-14,83.3333
2018-09-17,-27.2727
2018-09-19,-12.5
2018-09-21,0.0
2018-09-24,75.7143
2018-09-25,-18.6992
2018-09-27,0.0
2018-10-01,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-22,-68.0
2018-10-23,212.5
2018-10-24,-1.0
2018-10-25,0.0
2018-10-29,0.0
2018-10-30,1.0101
2018-11-07,-60.0
2018-11-08,147.5
2018-11-14,-59.596
2018-11-15,150.0
2018-11-16,-50.0
2018-11-20,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-12-12,0.0
2018-12-13,-20.0
2018-12-14,37.5
2018-12-19,-26.9091
2018-12-20,-0.2488
2018-12-21,9.7257
2018-12-28,-8.8636
2018-12-31,-0.2494
2019-01-10,0.0
2019-01-16,0.0
2019-01-17,12.5
2019-01-23,-55.5556
2019-02-04,100.0
2019-02-08,-25.0
2019-02-11,-33.3333
2019-02-14,100.0
2019-02-15,10.0
2019-02-25,-13.6364
2019-02-27,17.5
2019-03-04,-11.7581
2019-03-06,-3.5533
2019-03-12,0.0
2019-03-13,17.5
2019-03-19,-14.8936
2019-03-20,0.0
2019-03-22,2.8947000000000003
2019-03-25,-2.8133
2019-03-28,0.0
2019-04-05,7.8947
2019-04-11,-7.3171
2019-04-17,0.0
2019-04-22,0.0
2019-04-23,4.6316
2019-04-29,-4.4266
2019-04-30,2.8947000000000003
2019-05-14,-2.8133
2019-05-20,0.0
2019-05-30,0.0
2019-06-12,0.0
2019-06-17,-42.1053
2019-06-20,127.2727
2019-06-21,-50.0
2019-06-24,0.0
2019-07-01,0.0
2019-07-08,0.0
2019-07-16,58.0
2019-07-18,0.0
2019-07-31,-17.7215
2019-08-02,21.2308
2019-08-05,-15.9898
2019-08-06,-1.8127
2019-08-08,21.5385
2019-08-09,-33.6709
2019-08-12,61.8321
2019-08-13,88.6792
2019-08-14,56.25
2019-08-16,-24.0
2019-08-19,5.2632
2019-08-20,-50.0
2019-08-21,90.0
2019-08-22,5.2632
2019-08-23,0.0
2019-08-27,-0.5
2019-08-28,-39.6985
2019-09-03,-8.3333
2019-09-04,-9.0909
2019-09-05,60.0
2019-09-06,-0.625
2019-09-12,-12.5786
2019-09-16,-28.0576
2019-09-24,1.0
2019-09-27,-0.7921
2019-10-02,-0.0998
2019-10-03,-0.0999
2019-10-04,0.0
2019-10-07,0.2
2019-10-09,2.9939999999999998
2019-10-10,0.0
2019-10-11,-22.4806
2019-10-14,-37.5
2019-10-15,2.0
2019-10-16,96.0784
2019-10-17,0.0
2019-11-06,-50.0
2019-11-22,0.0
2019-11-25,-10.0
2019-12-16,2.2222
2019-12-17,-13.0435
2019-12-18,0.0
2019-12-19,0.0
2019-12-23,0.0
2019-12-26,0.0
2019-12-30,0.0
2020-01-02,0.0
2020-01-06,350.0
2020-01-14,-77.7778
2020-01-21,225.0
2020-01-22,-1.5385
2020-01-23,-9.375
2020-01-24,0.0
2020-01-28,-65.5172
2020-02-07,2.5
2020-02-19,0.0
2020-02-20,46.3415
2020-02-25,-31.6667
2020-03-10,95.122
2020-03-11,-48.75
2020-03-12,0.0
2020-03-16,48.8439
2020-03-17,96.6375
2020-03-20,-65.8333
2020-03-23,0.0
2020-03-31,0.0
2020-04-07,192.6829
2020-04-09,0.0
2020-04-13,0.0
2020-04-21,-78.3333
2020-04-22,353.8462
2020-04-23,0.0
2020-04-27,-63.7288
2020-04-28,-43.9252
2020-04-30,0.0
2020-05-05,0.0
2020-05-12,191.6667
2020-05-13,0.0
2020-05-14,0.0
2020-05-18,0.0
2020-05-19,60.0
2020-05-20,3.5714
2020-05-21,-44.8276
2020-05-27,84.375
2020-05-28,-62.7966
2020-06-03,-76.7654
2020-06-08,-1.9607999999999999
2020-06-11,1350.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,-95.4483
2020-06-17,2021.2121
2020-06-18,-46.4286
2020-06-19,86.6667
2020-06-23,-45.7143
2020-07-02,60.5263
2020-07-15,-90.0
2020-07-23,-34.4262
