ticker,DTIL US Equity
2019-08-19,4.1622
2019-08-20,1.127
2019-08-21,-5.4711
2019-08-22,-6.6452
2019-08-23,-4.4776
2019-08-26,-0.2404
2019-08-27,-1.2048
2019-08-28,2.3171
2019-08-29,0.1192
2019-08-30,1.4285999999999999
2019-09-03,-4.9296
2019-09-04,1.358
2019-09-05,1.0962
2019-09-06,-1.3253
2019-09-09,-1.7094
2019-09-10,-0.2484
2019-09-11,22.0423
2019-09-12,1.9388
2019-09-13,-1.9019
2019-09-16,-1.4285999999999999
2019-09-17,2.6915
2019-09-18,-1.6129
2019-09-19,2.9713000000000003
2019-09-20,-3.8806000000000003
2019-09-23,-2.0704
2019-09-24,6.0254
2019-09-25,-6.3809000000000005
2019-09-26,-4.7923
2019-09-27,-0.6152
2019-09-30,-5.5712
2019-10-01,-7.7473
2019-10-02,-2.8424
2019-10-03,0.9309
2019-10-04,-0.3953
2019-10-07,1.8519
2019-10-08,-2.4675000000000002
2019-10-09,-1.0652
2019-10-10,-0.2692
2019-10-11,-2.5641
2019-10-14,-4.4321
2019-10-15,-0.4348
2019-10-16,-3.9301
2019-10-17,3.1818
2019-10-18,-5.58
2019-10-21,2.6439
2019-10-22,1.3636
2019-10-23,-4.3347999999999995
2019-10-24,-1.25
2019-10-25,1.1076
2019-10-28,1.7214
2019-10-29,-0.3077
2019-10-30,0.9259
2019-10-31,-0.7645
2019-11-01,0.9245
2019-11-04,1.374
2019-11-05,3.6145
2019-11-06,17.8779
2019-11-07,5.0555
2019-11-08,5.6338
2019-11-11,-5.5
2019-11-12,5.7025
2019-11-13,5.3393
2019-11-14,24.604
2019-11-15,2.6271
2019-11-18,4.5417
2019-11-19,-0.8689
2019-11-20,-0.4781
2019-11-21,-2.2418
2019-11-22,11.8346
2019-11-25,7.1402
2019-11-26,10.458
2019-11-27,12.5
2019-11-29,-2.2552
2019-12-02,-4.8396
2019-12-03,-0.3548
2019-12-04,-1.2463
2019-12-05,11.238
2019-12-06,6.2129
2019-12-09,-51.6785
2019-12-10,0.8421
2019-12-11,2.5052
2019-12-12,-0.5092
2019-12-13,5.3224
2019-12-16,5.9281
2019-12-17,0.6422
2019-12-18,11.0301
2019-12-19,-0.7389
2019-12-20,18.445
2019-12-23,4.1201
2019-12-24,-2.0791
2019-12-26,0.8904
2019-12-27,-4.6164
2019-12-30,-3.7721999999999998
2019-12-31,2.7367
2020-01-02,-5.3996
2020-01-03,0.761
2020-01-06,0.2266
2020-01-07,3.7679
2020-01-08,9.0051
2020-01-09,-1.8654
2020-01-10,-0.2037
2020-01-13,-7.9592
2020-01-14,-1.2565
2020-01-15,-12.9491
2020-01-16,-4.6432
2020-01-17,-3.697
2020-01-21,-0.4682
2020-01-22,-3.5747999999999998
2020-01-23,-1.4634
2020-01-24,-1.6832
2020-01-27,-3.5247
2020-01-28,-4.8017
2020-01-29,-1.7544
2020-01-30,-7.2545
2020-01-31,-2.6474
2020-02-03,1.6069
2020-02-04,-0.365
2020-02-05,1.9536
2020-02-06,4.0719
2020-02-07,-5.4085
2020-02-10,3.2847
2020-02-11,-6.2426
2020-02-12,3.7688
2020-02-13,1.8159999999999998
2020-02-14,-1.6646999999999998
2020-02-18,-1.0883
2020-02-19,0.7335
2020-02-20,-2.1845
2020-02-21,-0.6203
2020-02-24,2.8714
2020-02-25,-2.7913
2020-02-26,0.6242
2020-02-27,-4.9628
2020-02-28,4.5692
2020-03-02,-1.1236
2020-03-03,1.0101
2020-03-04,1.375
2020-03-05,2.0962
2020-03-06,-3.1401
2020-03-09,-10.3491
2020-03-10,5.2851
2020-03-11,-14.2668
2020-03-12,-16.4869
2020-03-13,14.0221
2020-03-16,-18.2848
2020-03-17,15.2475
2020-03-18,-7.3883
2020-03-19,6.1224
2020-03-20,-7.3427
2020-03-23,6.7925
2020-03-24,5.3004
2020-03-25,-2.349
2020-03-26,3.7801
2020-03-27,2.4834
2020-03-30,-0.1616
2020-03-31,-2.4272
2020-04-01,-12.6036
2020-04-02,5.1233
2020-04-03,-15.8845
2020-04-06,21.6738
2020-04-07,-1.4109
2020-04-08,3.7567
2020-04-09,8.6207
2020-04-13,2.6984
2020-04-14,12.983
2020-04-15,-9.5759
2020-04-16,-2.7231
2020-04-17,12.286200000000001
2020-04-20,2.2161
2020-04-21,-3.252
2020-04-22,2.2409
2020-04-23,-2.7397
2020-04-24,11.9718
2020-04-27,-6.5409
2020-04-28,-0.8075
2020-04-29,6.7843
2020-04-30,-12.5794
2020-05-01,-5.814
2020-05-04,4.9383
2020-05-05,4.1176
2020-05-06,-3.5311
2020-05-07,6.2958
2020-05-08,3.5813
2020-05-11,1.7287
2020-05-12,-7.7124
2020-05-13,-6.2323
2020-05-14,8.9124
2020-05-15,8.0444
2020-05-18,-6.2901
2020-05-19,2.6027
2020-05-20,3.0708
2020-05-21,0.1295
2020-05-22,-4.9159
2020-05-26,3.9455999999999998
2020-05-27,-8.1152
2020-05-28,0.5698
2020-05-29,-0.7082
2020-06-01,1.8545
2020-06-02,7.9832
2020-06-03,-3.1128
2020-06-04,-4.2838
2020-06-05,-0.2797
2020-06-08,15.1473
2020-06-09,4.5067
2020-06-10,-3.1469
2020-06-11,-9.8676
2020-06-12,-0.1335
2020-06-15,6.2834
2020-06-16,2.6414999999999997
2020-06-17,1.2255
2020-06-18,-1.5737999999999999
2020-06-19,3.8129999999999997
2020-06-22,0.3555
2020-06-23,2.7155
2020-06-24,-0.1149
2020-06-25,-3.107
2020-06-26,-6.4133
2020-06-29,-0.3807
2020-06-30,6.1146
2020-07-01,0.7203
2020-07-02,0.3576
2020-07-06,-2.3753
2020-07-07,0.7299
2020-07-08,0.1208
2020-07-09,-0.7238
2020-07-10,-1.8226
2020-07-13,-5.755
2020-07-14,2.1668
2020-07-15,6.8766
2020-07-16,-0.7817
2020-07-17,-0.303
2020-07-20,6.1398
2020-07-21,-2.8637
2020-07-22,-2.4764
2020-07-23,-5.0786
2020-07-24,-5.6051
2020-07-27,6.0729
2020-07-28,-4.7074
2020-07-29,-3.8718
2020-07-30,-2.6389
2020-07-31,-9.2725
