ticker,DTIL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-28,9.0
2019-03-29,2.9243
2019-04-01,-5.6267
2019-04-02,-1.0626
2019-04-03,-10.2029
2019-04-04,0.6645
2019-04-05,-2.7063
2019-04-08,0.5393
2019-04-09,2.4326
2019-04-10,-3.8208
2019-04-11,-3.8356
2019-04-12,-5.1282
2019-04-15,-0.976
2019-04-16,0.5307
2019-04-17,-2.1116
2019-04-18,-6.1633
2019-04-22,10.3448
2019-04-23,1.0417
2019-04-24,-5.891
2019-04-25,-2.1909
2019-04-26,1.12
2019-04-29,3.0854
2019-04-30,-0.2302
2019-05-01,-0.4615
2019-05-02,-2.6275
2019-05-03,-5.7143
2019-05-06,9.4276
2019-05-07,-0.4615
2019-05-08,-1.5455999999999999
2019-05-09,1.3344
2019-05-10,1.0844
2019-05-13,0.7663
2019-05-14,4.1065
2019-05-15,-7.0124
2019-05-16,3.0636
2019-05-17,-5.0305
2019-05-20,5.7785
2019-05-21,0.6829
2019-05-22,-0.4521
2019-05-23,0.757
2019-05-24,3.1555
2019-05-28,1.6752
2019-05-29,-3.5817
2019-05-30,-5.052
2019-05-31,5.0861
2019-06-03,-3.1273
2019-06-04,3.6895
2019-06-05,-0.0741
2019-06-06,0.2226
2019-06-07,-2.2946
2019-06-10,-2.0455
2019-06-11,-6.1872
2019-06-12,-0.742
2019-06-13,3.4884
2019-06-14,4.0931
2019-06-17,-3.3153
2019-06-18,9.2504
2019-06-19,1.0949
2019-06-20,8.6643
2019-06-21,-2.1927
2019-06-24,-10.2582
2019-06-25,-0.0757
2019-06-26,-2.803
2019-06-27,3.1177
2019-06-28,0.1512
2019-07-01,-2.0377
2019-07-02,2.3883
2019-07-03,0.7524
2019-07-05,5.6759
2019-07-08,-3.5336
2019-07-09,-0.8059
2019-07-10,5.7607
2019-07-11,-0.1397
2019-07-12,-5.8042
2019-07-15,2.1529
2019-07-16,0.7994
2019-07-17,6.7772
2019-07-18,0.0675
2019-07-19,-6.1404
2019-07-22,0.7189
2019-07-23,-3.2834
2019-07-24,-4.428
2019-07-25,-0.5405
2019-07-26,0.6211
2019-07-29,2.6235
2019-07-30,-0.9023
2019-07-31,-2.352
2019-08-01,-7.2261
2019-08-02,-2.0938
2019-08-05,-2.4808
2019-08-06,0.7895
2019-08-07,-2.698
2019-08-08,-1.7889
2019-08-09,-16.3024
2019-08-12,0.8705
2019-08-13,-1.0787
2019-08-14,2.8353
2019-08-15,-6.3627
2019-08-16,6.1155
