ticker,CIDM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-11-10,22.0
2003-11-11,7.377
2003-11-12,1.5267
2003-11-13,-2.2556
2003-11-14,-3.0769
2003-11-17,-10.3175
2003-11-18,0.0
2003-11-19,3.5398
2003-11-20,0.0
2003-11-21,-4.2735
2003-11-24,-5.3571
2003-11-25,7.5472
2003-11-26,-3.5088
2003-11-28,1.8182
2003-12-02,-3.5714
2003-12-03,0.0
2003-12-04,0.0
2003-12-05,-0.9259
2003-12-08,-0.9346
2003-12-09,-1.8868
2003-12-10,-0.9615
2003-12-11,-0.9709
2003-12-12,-0.9804
2003-12-15,0.9901
2003-12-16,0.0
2003-12-17,0.0
2003-12-18,-0.7843
2003-12-19,0.0
2003-12-22,-0.7905
2003-12-23,1.5936
2003-12-29,-1.9607999999999999
2003-12-30,0.0
2003-12-31,0.0
2004-01-02,0.0
2004-01-05,0.0
2004-01-06,0.0
2004-01-07,-1.0
2004-01-08,-1.0101
2004-01-09,2.0408
2004-01-12,-2.0
2004-01-13,0.0
2004-01-14,-1.0204
2004-01-15,2.0619
2004-01-16,-1.0101
2004-01-20,1.0204
2004-01-21,1.0101
2004-01-23,-3.0
2004-01-26,-0.6186
2004-01-27,2.6971
2004-01-28,-3.0303
2004-01-29,-1.0417
2004-01-30,1.0526
2004-02-02,1.0417
2004-02-03,-2.0619
2004-02-04,1.0526
2004-02-05,-1.0417
2004-02-06,-2.1053
2004-02-09,-1.0753
2004-02-10,-10.8696
2004-02-11,5.3659
2004-02-12,-0.463
2004-02-13,3.4884
2004-02-17,8.9888
2004-02-18,-1.0309
2004-02-19,-0.4167
2004-02-20,2.5105
2004-02-23,-1.0204
2004-02-24,0.0
2004-02-25,0.0
2004-02-26,-3.0928
2004-02-27,3.1915
2004-03-01,2.0619
2004-03-02,1.0101
2004-03-03,-4.0
2004-03-04,1.0417
2004-03-05,3.9175
2004-03-08,0.1984
2004-03-09,0.5941
2004-03-10,2.3622
2004-03-11,-4.4231
2004-03-12,1.6097000000000001
2004-03-15,-0.9901
2004-03-16,-2.0
2004-03-17,1.4285999999999999
2004-03-18,-0.4024
2004-03-22,-5.0505
2004-03-23,2.1277
2004-03-24,-2.0833
2004-03-25,-1.0638
2004-03-26,-3.2258
2004-03-29,-2.2222
2004-03-30,6.8182
2004-03-31,6.383
2004-04-01,2.0
2004-04-02,-1.3725
2004-04-05,-0.5964
2004-04-06,-2.0
2004-04-07,-5.102
2004-04-08,-1.0753
2004-04-12,0.0
