ticker,ISBA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-01-03,0.4719
2001-01-29,0.4049
2001-02-22,-0.8065
2001-03-19,1.1419
2001-11-08,8.7662
2001-11-26,-10.4478
2001-12-28,7.7440999999999995
2002-03-01,10.3438
2003-01-30,12.6984
2003-10-03,3.0708
2003-11-13,-3.4483
2003-11-14,5.0
2003-11-24,-2.0408
2003-12-05,17.746
2003-12-08,0.0
2003-12-22,1.1905000000000001
2004-01-06,0.0
2004-01-13,-3.5294
2004-01-26,3.6585
2004-01-27,-3.5294
2004-02-03,9.3293
2004-02-12,11.0429
2004-03-08,-5.8485
2004-03-22,-1.1764999999999999
2004-03-30,0.0
2004-05-27,1.4285999999999999
2004-06-03,0.0235
2004-06-09,-2.9412000000000003
2004-06-28,-0.6061
2004-07-09,12.8049
2004-07-15,-11.3514
2004-07-19,1.2195
2004-07-30,-1.2048
2004-08-02,0.0
2004-08-13,4.878
2005-01-03,0.9627
2005-01-04,-3.4884
2005-01-06,3.6145
2005-01-10,0.0
2005-04-14,-2.1917
2005-06-22,3.9675000000000002
2005-07-01,1.1494
2005-07-05,3.4091
2005-07-06,-3.2967
2005-07-11,-1.1364
2005-08-09,-6.8966
2005-08-10,4.321
2005-08-23,-1.7751000000000001
2005-09-16,8.7219
2005-10-28,-2.2222
2005-11-10,0.0
2006-01-12,5.221
2006-01-13,0.1088
2006-01-17,-2.1739
2006-01-23,2.2222
2006-01-27,0.0
2006-02-13,-1.6303999999999998
2006-03-03,-2.5255
2006-03-08,4.375
2006-03-20,2.9939999999999998
2006-03-22,0.0
2006-03-27,-1.7442
2006-03-28,1.7751000000000001
2006-05-12,-1.6279
2006-05-19,-0.7092
2006-05-24,-2.3810000000000002
2006-05-25,-3.0488
2006-05-30,5.9371
2006-06-06,7.1429
2006-06-07,-1.1111
2006-06-26,1.1236
2006-06-29,-8.3333
2006-07-06,0.6061
2006-07-17,1.2048
2006-09-08,0.2626
2006-10-04,0.0
2006-10-11,0.0
2006-10-24,0.0238
2006-10-25,-0.0238
2006-10-26,0.0
2006-10-27,1.1905000000000001
2006-10-30,0.0
2006-10-31,0.0
2006-11-02,3.5294
2006-11-09,-2.2727
2006-11-20,-0.9302
2006-11-24,0.939
2006-11-28,0.0
2006-12-07,-1.6162999999999998
2006-12-11,0.0
2006-12-12,0.0
2006-12-19,0.0
2006-12-29,4.7619
2007-01-03,1.1364
2007-01-10,-5.3933
2007-01-11,-0.2375
2007-01-12,0.0
2007-01-18,7.1429
