ticker,UIHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-08,0.6993
2007-11-12,0.6944
2007-11-13,0.6897
2007-11-14,-0.274
2007-11-19,-0.1374
2007-11-20,-0.2751
2007-11-23,0.0
2007-11-26,0.6897
2007-11-30,-1.0959
2007-12-03,-0.277
2007-12-05,0.2778
2007-12-07,-0.1385
2007-12-10,0.1387
2007-12-18,0.277
2007-12-19,0.0
2008-01-10,-0.2762
2008-01-11,0.0
2008-01-16,-0.277
2008-01-17,0.0
2008-01-24,0.0
2008-01-25,-0.1389
2008-02-04,0.2782
2008-02-08,-0.1387
2008-02-14,0.2778
2008-02-15,-0.6925
2008-02-26,0.1395
2008-02-28,-0.1393
2008-03-04,-0.1395
2008-03-10,-0.1397
2008-03-11,-0.2797
2008-03-12,0.1403
2008-03-14,-0.2801
2008-03-26,1.264
2008-03-28,0.5548
2008-03-31,-0.1379
2008-04-03,1.5192999999999999
2008-04-04,0.6803
2008-04-09,-0.6757
2008-04-10,-0.6803
2008-04-14,0.0
2008-04-15,-0.274
2008-04-17,-0.1374
2008-04-18,0.1376
2008-04-21,0.0
2008-04-22,-0.2747
2008-04-25,0.0
2008-04-29,-0.4132
2008-04-30,0.0
2008-05-07,0.0
2008-05-22,0.2766
2008-05-23,0.6897
2008-06-04,-0.274
2008-06-12,0.5495
2008-06-17,0.1366
2008-06-19,0.0
2008-06-26,0.5457
2008-06-30,0.2714
2008-07-01,-0.8119
2008-07-07,0.0
2008-07-08,-0.1364
2008-07-09,-0.1366
2008-07-10,0.0
2008-07-14,0.4104
2008-07-15,-0.1362
2008-07-17,-0.1364
2008-07-22,-0.2732
2008-07-28,-0.274
2008-07-29,0.2747
2008-07-30,-0.274
2008-08-01,0.1374
2008-08-05,0.2743
2008-08-07,0.1368
2008-08-12,0.4098
2008-08-14,0.6803
2008-08-18,2.8378
2008-08-20,0.5256
2008-08-26,-0.6536
2008-08-27,0.0
2008-09-02,0.0
2008-09-03,0.0
2008-09-05,0.0
2008-09-08,0.0
2008-09-16,-1.1842
2008-09-23,-12.783
2008-09-24,-15.2672
2008-09-25,-7.2072
2008-09-26,53.5922
2008-09-30,-44.3742
2008-10-01,4.5455
2008-10-09,-9.7826
2008-10-10,-9.6386
2008-10-15,6.6667
2008-10-28,-6.25
2008-10-30,-2.6667
2008-11-05,-17.8082
2008-11-07,8.3333
2008-11-13,-8.3077
2008-11-14,0.6711
2008-12-09,-11.6667
2008-12-12,-1.8868
2008-12-30,0.0
