ticker,ANTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-25,3.7037
2000-04-26,-99.7143
2000-04-27,0.0
2000-05-11,-50.0
2000-06-06,0.0
2000-06-08,0.0
2000-06-20,0.0
2000-07-14,0.0
2000-08-11,0.0
2000-09-06,1150.0
2000-09-07,0.0
2000-10-05,-92.0
2000-10-18,-80.0
2000-11-13,0.0
2000-11-30,0.0
2000-12-14,0.0
2000-12-29,0.0
2001-01-16,-87.5
2001-01-26,0.0
2001-03-09,99900.0
2001-03-12,-99.2
2001-06-12,14900.0
2001-06-18,-6.6667
2001-07-18,-99.2857
2001-08-09,0.0
2001-08-29,0.0
2001-09-05,0.0
2001-09-07,24900.0
2001-09-10,0.0
2001-09-20,0.0
2001-09-21,0.0
2001-09-25,0.0
2001-09-26,0.0
2001-10-04,-96.0
2001-10-10,3400.0
2001-10-12,-97.1429
2001-10-18,3400.0
2001-10-24,-99.9643
2001-10-29,700.0
2001-10-30,0.0
2001-11-05,0.0
2001-12-03,0.0
2002-01-30,1900.0
2002-02-12,-95.0
2002-03-08,0.0
2002-03-22,0.0
2002-03-25,4900.0
2002-04-02,-60.0
2002-04-11,-99.375
2002-07-11,700.0
2002-07-17,0.0
2002-09-10,0.0
2002-11-21,-87.5
2002-11-29,0.0
2002-12-26,39900.0
2003-01-15,-99.75
2003-03-18,0.0
2003-05-27,0.0
2003-06-02,15900.0
2003-07-15,-99.375
2003-07-16,0.0
2003-08-19,39900.0
2003-08-20,-99.75
2003-08-21,39900.0
2003-08-22,0.0
2003-08-26,-99.75
2003-09-03,0.0
2003-10-01,0.0
2003-10-02,0.0
2003-10-28,15900.0
2003-10-30,-99.375
2003-12-04,0.0
2003-12-10,0.0
2003-12-22,15900.0
2004-01-06,-99.375
2004-01-23,0.0
2004-02-02,0.0
2004-03-02,0.0
2004-04-01,27900.0
2004-04-08,-99.6429
2004-04-16,0.0
2004-06-09,0.0
2004-06-15,0.0
2004-06-17,0.0
2004-07-27,0.0
2004-08-03,0.0
2004-11-19,0.0
2004-12-30,0.0
2005-02-03,0.0
2005-03-10,0.0
2005-03-11,0.0
2005-03-14,0.0
2005-07-28,0.0
2005-09-16,7900.0
2005-09-29,-98.75
2005-10-20,0.0
2005-11-11,0.0
2005-11-22,0.0
2005-12-02,0.0
2005-12-12,0.0
2005-12-13,7900.0
2005-12-14,0.0
2006-01-26,-98.75
2006-03-14,0.0
2006-05-09,0.0
2006-05-11,0.0
2006-06-22,0.0
2006-06-27,0.0
2006-08-09,0.0
2006-08-10,0.0
2006-08-25,0.0
2006-11-21,39900.0
2006-11-28,-80.0
2006-12-26,-98.75
2007-03-26,0.0
2007-08-10,0.0
2007-11-27,0.0
2007-12-06,0.0
2007-12-31,0.0
2008-01-22,0.0
2008-02-19,-20.0
2008-04-08,9900.0
2008-04-09,0.0
2008-04-17,-98.75
2008-04-18,7900.0
2008-04-21,0.0
2008-04-24,0.0
2008-05-23,-1.25
2008-10-23,-89.8734
2009-05-26,-87.5
2009-06-05,0.0
2009-07-09,11900.0
2009-07-14,-33.3333
2009-09-17,-98.75
2009-12-03,7900.0
2009-12-31,-98.75
2010-01-21,0.0
2010-01-22,7900.0
2010-02-03,-98.75
2010-02-17,0.0
2010-08-05,0.0
2012-08-22,0.0
2013-05-06,0.0
2013-06-06,0.0
2013-08-19,0.0
2015-05-08,0.0
2015-12-23,0.0
2017-06-19,700.0
2017-12-12,-90.0
2018-06-11,-90.0
2018-08-07,900.0
2019-05-22,0.0
2019-09-11,0.0
2020-06-01,0.0
2020-06-24,100.0
2020-06-25,100.0
