ticker,JMSB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-22,1.8382
2013-11-25,14.8014
2013-11-27,-8.805
2013-12-10,1.7241
2013-12-11,1.6949
2013-12-12,0.0
2013-12-13,-1.6667
2013-12-17,1.6949
2013-12-19,-1.6667
2014-01-06,7.7966
2014-01-07,-2.5157
2014-01-16,3.871
2014-01-17,-0.6211
2014-01-22,6.25
2014-01-28,-5.8824
2014-01-29,6.25
2014-01-30,0.2941
2014-02-07,2.6393
2014-02-10,0.0
2014-02-11,0.0
2014-02-14,-0.5714
2014-02-19,2.5862
2014-02-20,-1.9607999999999999
2014-02-25,0.0
2014-02-26,0.0
2014-03-03,1.4285999999999999
2014-03-04,2.2535
2014-03-05,0.551
2014-03-06,-0.8219
2014-03-11,0.884
2014-03-12,-0.8762
2014-03-14,3.5911999999999997
2014-03-18,0.2667
2014-03-19,-0.266
2014-03-20,-5.0133
2014-03-21,-0.0561
2014-03-25,0.5618
2014-03-26,0.5587
2014-03-27,-0.5556
2014-03-28,0.2793
2014-03-31,0.8357
2014-04-01,-0.5525
2014-04-02,0.8333
2014-04-03,-0.551
2014-04-07,-1.0526
2014-04-10,0.0
2014-04-14,0.5039
2014-04-15,0.2786
2014-04-16,-0.5556
2014-04-17,0.1676
2014-04-21,-0.1673
2014-04-22,1.6760000000000002
2014-04-24,-1.3736
2014-04-25,1.3928
2014-04-29,0.0
2014-04-30,-0.0549
2014-05-02,0.3299
2014-05-05,-1.3699
2014-05-06,0.0
2014-05-08,-0.3333
2014-05-12,0.2787
2014-05-13,0.0
2014-05-15,-0.3891
2014-05-16,-0.3906
2014-05-29,0.0
2014-05-30,-0.5602
2014-06-03,0.2817
2014-06-05,0.2809
2014-06-09,0.3361
2014-06-10,-1.1724999999999999
2014-06-11,-0.226
2014-06-12,1.359
2014-06-13,-0.2793
2014-06-17,0.5602
2014-06-18,0.2228
2014-06-19,-0.1112
2014-06-20,1.113
2014-06-23,0.4403
2014-06-26,0.0
2014-06-27,0.0
2014-07-02,-1.2603
2014-07-03,-0.111
2014-07-17,-0.2778
2014-07-21,0.6685
2014-07-23,0.9961
2014-07-28,-2.7397
2014-07-29,1.4085
2014-07-30,0.0
2014-08-01,0.0
2014-08-04,-0.5
2014-08-06,1.8984
2014-08-13,-2.7397
2014-08-15,0.338
2014-08-19,1.6282999999999999
2014-08-20,1.105
2014-08-22,0.5464
2014-08-26,-1.6303999999999998
2014-08-27,-0.5525
2014-08-29,-0.8333
2014-09-02,0.8403
