ticker,CCR US Equity
2015-11-19,0.0812
2015-11-20,-4.7078
2015-11-23,-0.937
2015-11-24,0.7739
2015-11-25,-2.3891
2015-11-27,0.0874
2015-11-30,1.5721
2015-12-01,-2.7515
2015-12-02,-0.3537
2015-12-03,-5.6788
2015-12-04,-1.0348
2015-12-07,-3.4221
2015-12-08,-4.5276
2015-12-09,-1.7526000000000002
2015-12-10,-1.0493
2015-12-11,-3.0753
2015-12-14,-1.4223
2015-12-15,-0.444
2015-12-16,-1.1148
2015-12-17,-0.7892
2015-12-18,-5.4545
2015-12-21,3.125
2015-12-22,6.6434
2015-12-23,3.8251
2015-12-24,-2.3664
2015-12-28,0.1597
2015-12-29,-1.5070000000000001
2015-12-30,-3.8251
2015-12-31,5.3408999999999995
2016-01-04,-0.2157
2016-01-05,-2.1622
2016-01-06,-4.9724
2016-01-07,-5.0581
2016-01-08,-2.6332
2016-01-11,-10.8176
2016-01-12,-8.8858
2016-01-13,0.9288
2016-01-14,3.9877000000000002
2016-01-15,0.295
2016-01-19,-0.7353
2016-01-20,-1.7778
2016-01-21,-0.7541
2016-01-22,2.7356
2016-01-25,-0.4438
2016-01-26,2.526
2016-01-27,-0.3134
2016-01-28,5.4028
2016-01-29,8.9655
2016-02-01,-1.0127
2016-02-02,-3.1969
2016-02-03,1.0568
2016-02-04,1.8627
2016-02-05,1.9231
2016-02-08,-7.8167
2016-02-09,-9.9415
2016-02-10,2.1104
2016-02-11,-2.5437
2016-02-12,4.7308
2016-02-16,1.8692
2016-02-17,5.9633
2016-02-18,-3.4632
2016-02-19,-8.0717
2016-02-22,5.8537
2016-02-23,0.1536
2016-02-24,3.5276
2016-02-25,-4.1481
2016-02-26,4.3277
2016-02-29,2.2222
2016-03-01,0.2899
2016-03-02,1.1561
2016-03-03,-1.0
2016-03-04,-4.0404
2016-03-07,3.3083
2016-03-08,0.1456
2016-03-09,2.0349
2016-03-10,-3.9886
2016-03-11,2.819
2016-03-14,-1.1544
2016-03-15,1.6058
2016-03-16,0.2874
2016-03-17,2.4355
2016-03-18,-3.9161
2016-03-21,-3.6390000000000002
2016-03-22,4.2296
2016-03-23,0.7246
2016-03-24,0.7194
2016-03-28,0.1429
2016-03-29,0.2853
2016-03-30,3.4139
2016-03-31,-1.238
2016-04-01,-4.3175
2016-04-04,1.31
2016-04-05,-0.1437
2016-04-06,-2.7338
2016-04-07,1.4793
2016-04-08,0.4373
2016-04-11,0.1451
2016-04-12,1.4493
2016-04-13,0.8571
2016-04-14,-0.8499
2016-04-15,2.0
2016-04-18,6.4426
2016-04-19,5.0
2016-04-20,12.9073
2016-04-21,4.1065
2016-04-22,-2.9851
2016-04-25,0.7692
2016-04-26,1.6343999999999999
2016-04-27,5.6881
2016-04-28,-2.5381
2016-04-29,-1.5625
2016-05-02,2.4339
2016-05-03,-4.8295
2016-05-04,-2.069
2016-05-05,1.1737
2016-05-06,2.4347
2016-05-09,-2.8299
2016-05-10,-2.9138
2016-05-11,4.2017
2016-05-12,-1.0369
2016-05-13,0.8149
2016-05-16,-2.3095
2016-05-17,-0.0591
2016-05-18,-3.8439
2016-05-19,-2.952
2016-05-20,-2.5349
2016-05-23,0.3901
2016-05-24,2.3316
2016-05-25,2.7848
2016-05-26,-2.7094
2016-05-27,3.4177
2016-05-31,-1.5912
2016-06-01,-0.3731
2016-06-02,2.1223
2016-06-03,8.802
2016-06-06,8.0899
2016-06-07,-2.8067
2016-06-08,1.2833999999999999
2016-06-09,-0.7405
2016-06-10,-5.2115
2016-06-13,-0.6734
2016-06-14,-3.1638
2016-06-15,3.9673
2016-06-16,-1.2346
2016-06-17,1.0227
2016-06-20,4.4994
2016-06-21,-0.2153
2016-06-22,-1.1865999999999999
2016-06-23,-0.5459
2016-06-24,-3.5126
2016-06-27,-5.0057
2016-06-28,7.3054
2016-06-29,2.0089
2016-06-30,1.3129
2016-07-01,0.216
2016-07-05,-2.8017
2016-07-06,3.3259
2016-07-07,2.2532
2016-07-08,0.4197
2016-07-11,0.0
2016-07-12,0.3135
2016-07-13,0.7292
2016-07-14,3.3868
2016-07-15,0.2251
2016-07-18,10.5788
2016-07-19,-1.6245
2016-07-20,2.2018
2016-07-21,-1.7056
2016-07-22,0.1826
2016-07-25,0.0912
2016-07-26,23.224
2016-07-27,-6.3562
2016-07-28,-1.1839
2016-07-29,0.3195
2016-08-01,4.5382
2016-08-02,0.9901
2016-08-03,6.2594
2016-08-04,-3.318
2016-08-05,-0.4577
2016-08-08,-0.6897
2016-08-09,0.8488
2016-08-10,-3.749
2016-08-11,0.159
2016-08-12,-1.8254000000000001
2016-08-15,3.0719
2016-08-16,-0.0784
2016-08-17,-2.2763
2016-08-18,2.1687
2016-08-19,-0.2358
2016-08-22,-1.0244
2016-08-23,1.5127000000000002
2016-08-24,0.6275
2016-08-25,1.9485999999999999
2016-08-26,0.1529
2016-08-29,-0.229
2016-08-30,-0.4591
2016-08-31,0.8455
2016-09-01,0.0762
2016-09-02,0.2285
2016-09-06,4.4833
2016-09-07,3.4182
2016-09-08,1.737
2016-09-09,-6.5459
2016-09-12,0.4438
2016-09-13,-2.0619
2016-09-14,5.188
2016-09-15,3.3595
2016-09-16,1.6598000000000002
2016-09-19,-0.2041
2016-09-20,2.2836
2016-09-21,-0.3665
2016-09-22,0.7358
2016-09-23,0.7968
2016-09-26,-1.3175
2016-09-27,1.1348
2016-09-28,0.9241
2016-09-29,-0.9156
2016-09-30,2.3102
2016-10-03,4.8387
2016-10-04,3.0769
2016-10-05,4.3582
2016-10-06,-1.5446
2016-10-07,-0.523
2016-10-10,-3.0374
2016-10-11,0.5422
2016-10-12,-4.1342
2016-10-13,1.5625
2016-10-14,3.4462
2016-10-17,-3.0339
2016-10-18,3.681
2016-10-19,2.9586
2016-10-20,1.4368
2016-10-21,-0.8499
2016-10-24,-0.8571
2016-10-25,1.7290999999999999
2016-10-26,1.4163999999999999
2016-10-27,-2.5140000000000002
2016-10-28,0.0
2016-10-31,3.1519
2016-11-01,-2.7778
2016-11-02,-1.4285999999999999
2016-11-03,2.3188
2016-11-04,1.983
2016-11-07,0.5556
2016-11-08,1.174
2016-11-09,11.7978
2016-11-10,-1.005
2016-11-11,-5.3299
2016-11-14,8.8472
2016-11-15,1.4778
2016-11-16,-6.5534
2016-11-17,-3.6364
2016-11-18,4.8518
2016-11-21,-1.0283
2016-11-22,-1.039
2016-11-23,0.5249
2016-11-25,-0.2611
2016-11-28,-2.0942
2016-11-29,0.5348
2016-11-30,0.7979
2016-12-01,-2.9024
2016-12-02,3.5326
2016-12-05,0.2625
2016-12-06,0.5236
2016-12-07,2.3438
2016-12-08,-1.2723
2016-12-09,-3.0928
2016-12-12,-7.9787
2016-12-13,1.1561
2016-12-14,-1.4285999999999999
2016-12-15,-0.5797
2016-12-16,2.6239
2016-12-19,-0.5682
2016-12-20,2.0
2016-12-21,-2.2409
2016-12-22,3.7249
2016-12-23,-1.3812
2016-12-27,8.6835
2016-12-28,-4.1237
2016-12-29,-0.8065
2016-12-30,-1.084
2017-01-03,3.2877
2017-01-04,0.0
2017-01-05,-3.183
2017-01-06,-2.1918
2017-01-09,-1.1204
2017-01-10,1.983
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,-1.9444
2017-01-17,0.8499
2017-01-18,-0.2809
2017-01-19,0.8451
2017-01-20,0.0
2017-01-23,-0.2793
2017-01-24,3.0812
2017-01-25,2.7174
2017-01-26,1.8519
2017-01-27,-0.5195
2017-01-30,2.0888
2017-01-31,-3.0691
2017-02-01,-1.0554
2017-02-02,-1.8667
2017-02-03,1.9022000000000001
2017-02-06,-0.8
2017-02-07,-1.5457
2017-02-08,-2.809
2017-02-09,-1.7341
2017-02-10,-5.0
2017-02-13,2.1672
2017-02-14,0.9091
2017-02-15,-0.9009
2017-02-16,2.7273
2017-02-17,1.1799
2017-02-21,3.4985
2017-02-22,0.2817
2017-02-23,-0.2809
2017-02-24,-3.0986
2017-02-27,-0.5814
2017-02-28,-2.3392
2017-03-01,0.0
2017-03-02,-5.3892
2017-03-03,-4.4304
2017-03-06,0.3311
2017-03-07,0.0
2017-03-08,0.9901
2017-03-09,-1.634
2017-03-10,-2.6578
2017-03-13,4.0956
2017-03-14,-1.9672
2017-03-15,8.0268
2017-03-16,-3.7152
2017-03-17,0.9646
2017-03-20,0.0
2017-03-21,-4.4586
2017-03-22,-2.0
2017-03-23,7.483
2017-03-24,-5.0633
2017-03-27,-1.0
2017-03-28,3.0303
2017-03-29,8.1699
2017-03-30,-0.3021
2017-03-31,2.7273
2017-04-03,-2.9499
2017-04-04,-3.0395
2017-04-05,1.5674000000000001
2017-04-06,3.3951000000000002
2017-04-07,0.0
2017-04-10,-1.4925
2017-04-11,1.8182
2017-04-12,-2.9762
2017-04-13,-0.3067
2017-04-17,-2.1538
2017-04-18,-2.5157
2017-04-19,-2.2580999999999998
2017-04-20,1.6502
2017-04-21,-1.2987
2017-04-24,1.6447
2017-04-25,0.6472
2017-04-26,-1.2862
2017-04-27,5.2117
2017-04-28,-0.6192
2017-05-01,4.9844
2017-05-02,2.6706
2017-05-03,-6.3584
2017-05-04,-3.0093
2017-05-05,2.6316
2017-05-08,-0.641
2017-05-09,0.6452
2017-05-10,4.1667
2017-05-11,-1.2308
2017-05-12,-1.2461
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,-1.5773000000000001
2017-05-18,-0.3205
2017-05-19,2.8939
2017-05-22,1.5625
2017-05-23,1.2308
2017-05-24,-0.304
2017-05-25,-0.6098
2017-05-26,-0.9202
2017-05-30,-3.4056
2017-05-31,-1.2821
2017-06-01,4.8701
2017-06-02,0.9288
2017-06-05,-0.9202
2017-06-06,0.6192
2017-06-07,-1.5385
2017-06-08,0.0
2017-06-09,-0.9375
2017-06-12,-1.2618
2017-06-13,5.1118
2017-06-14,-0.6079
2017-06-15,-1.5291000000000001
2017-06-16,-1.5528
2017-06-19,-1.2618
2017-06-20,-2.5559
2017-06-21,-2.9508
2017-06-22,2.7027
2017-06-23,2.3026
2017-06-26,0.0
2017-06-27,0.9646
2017-06-28,1.2739
2017-06-29,-2.2013
2017-06-30,-3.8585000000000003
2017-07-03,3.3445
2017-07-05,0.3236
2017-07-06,2.9032
2017-07-07,-1.2539
2017-07-10,0.0
2017-07-11,0.6349
2017-07-12,1.2618
2017-07-13,0.0
2017-07-14,1.2461
2017-07-17,-1.5385
2017-07-18,0.0
2017-07-19,0.625
2017-07-20,0.3106
2017-07-21,0.0
2017-07-24,-0.6192
2017-07-25,0.6231
2017-07-26,-0.3096
2017-07-27,1.5528
2017-07-28,1.8349
2017-07-31,-0.9009
2017-08-01,0.303
2017-08-02,0.6042
2017-08-03,-0.2252
2017-08-04,0.3106
2017-08-07,1.2384
2017-08-08,-2.4465
2017-08-09,-0.3135
2017-08-10,1.2579
2017-08-11,-1.8634
2017-08-14,1.8987
2017-08-15,0.0
2017-08-16,-3.1056
2017-08-17,0.641
2017-08-18,-2.5478
2017-08-21,0.6536
2017-08-22,-0.6494
2017-08-23,-0.3268
2017-08-24,-0.3279
2017-08-25,1.9737
2017-08-28,-1.9355
2017-08-29,0.3289
2017-08-30,-0.9836
2017-08-31,2.3179
2017-09-01,1.6181
2017-09-05,-3.5032
2017-09-06,-0.33
2017-09-07,0.6623
2017-09-08,-1.3158
2017-09-11,0.0
2017-09-12,-1.0
2017-09-13,-1.0101
2017-09-14,-0.3401
2017-09-15,1.7065000000000001
2017-09-18,1.0067
2017-09-19,0.3322
2017-09-20,-0.6623
2017-09-21,-1.0
2017-09-22,0.3367
2017-09-25,0.0
2017-09-26,1.3423
2017-09-27,-0.9934
2017-09-28,-1.0033
2017-09-29,0.0
2017-10-02,-0.3378
2017-10-03,0.339
2017-10-04,0.3378
2017-10-05,0.6734
2017-10-06,0.0
2017-10-09,0.3344
2017-10-10,2.6667
2017-10-11,-1.2987
2017-10-12,-1.6447
2017-10-13,1.0033
2017-10-16,-1.3245
2017-10-17,1.3423
2017-10-18,0.6623
2017-10-19,-1.3158
2017-10-20,0.6667
2017-10-23,0.0
2017-10-24,1.9868000000000001
2017-10-25,-3.2468
2017-10-26,-1.3423
2017-10-27,0.6803
2017-10-30,1.3514
2017-10-31,-2.0
2017-11-01,-0.3401
2017-11-02,-1.0239
2017-11-03,-1.3793
2017-11-06,0.0
2017-11-07,0.7867
2017-11-08,-2.518
2017-11-09,-0.738
2017-11-10,-0.3717
2017-11-13,1.1194
2017-11-14,-1.845
2017-11-15,1.5038
2017-11-16,-1.1111
2017-11-17,1.8727
2017-11-20,5.5147
2017-11-21,0.3484
2017-11-22,-0.3472
2017-11-24,-0.6969
2017-11-27,-1.7544
2017-11-28,-3.2143
2017-11-29,0.738
2017-11-30,2.9304
2017-12-01,0.3559
2017-12-04,-2.8369
2017-12-05,0.0
2017-12-06,-2.1898
2017-12-07,3.7313
2017-12-08,3.2374
2017-12-11,3.4843
2017-12-12,-1.0101
2017-12-13,-1.0204
2017-12-14,1.0309
2017-12-15,-0.6803
2017-12-18,1.0274
2017-12-19,0.339
2017-12-20,0.0
2017-12-21,0.6757
2017-12-22,2.6846
2017-12-26,-0.6536
2017-12-27,0.0
2017-12-28,0.6579
2017-12-29,2.2876
2018-01-02,1.5974
2018-01-03,0.3145
2018-01-04,0.0
2018-01-05,0.3135
2018-01-08,-1.25
2018-01-09,-0.6329
2018-01-10,0.6369
2018-01-11,0.0
2018-01-12,1.2658
2018-01-16,-2.8125
2018-01-17,0.9646
2018-01-18,0.0
2018-01-19,-0.3185
2018-01-22,-0.639
2018-01-23,0.9646
2018-01-24,3.1847
2018-01-25,1.8519
2018-01-26,-0.303
2018-01-29,-2.1277
2018-01-30,-0.9317
2018-01-31,-0.627
2018-02-01,-0.3155
2018-02-02,-1.8987
2018-02-05,0.9677
2018-02-06,1.9169
2018-02-07,-0.6677
2018-02-08,-1.1806
2018-02-09,-0.9901
2018-02-12,-2.92
2018-02-13,-2.1426
2018-02-14,3.1579
2018-02-15,1.3605
2018-02-16,-1.0067
2018-02-20,-4.4068
2018-02-21,5.3191
2018-02-22,1.6835
2018-02-23,-4.6358
2018-02-26,-1.3889
2018-02-27,-0.7042
2018-02-28,1.0638
2018-03-01,-2.4561
2018-03-02,2.1583
2018-03-05,0.0352
2018-03-06,4.1887
2018-03-07,0.0
2018-03-08,-2.027
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,-1.7241
2018-03-14,2.4561
2018-03-15,-0.6849
2018-03-16,0.0
2018-03-19,0.3448
2018-03-20,-2.0619
2018-03-21,3.8596
2018-03-22,-3.0405
2018-03-23,-2.0906
2018-03-26,2.847
2018-03-27,-2.0761
2018-03-28,-1.4134
2018-03-29,0.0
2018-04-02,1.4337
2018-04-03,-1.0601
2018-04-04,0.3571
2018-04-05,3.2028
2018-04-06,0.6897
2018-04-09,-3.7671
2018-04-10,3.2028
2018-04-11,-0.6897
2018-04-12,-1.3889
2018-04-13,1.7606000000000002
2018-04-16,-0.346
2018-04-17,2.0833
2018-04-18,0.3401
2018-04-19,-1.3559
2018-04-20,1.3746
2018-04-23,0.339
2018-04-24,-2.3649
2018-04-25,2.0761
2018-04-26,1.0169
2018-04-27,-1.3423
2018-04-30,5.102
2018-05-01,-1.9417
2018-05-02,1.6502
2018-05-03,3.8961
2018-05-04,0.9375
2018-05-07,0.387
2018-05-08,-4.1401
2018-05-09,0.3169
2018-05-10,-1.6406
2018-05-11,3.0303
2018-05-14,1.3072
2018-05-15,0.6452
2018-05-16,0.3205
2018-05-17,1.5974
2018-05-18,0.0
2018-05-21,-0.9434
2018-05-22,-2.2222
2018-05-23,1.2987
2018-05-24,-0.9615
2018-05-25,1.2945
2018-05-29,1.278
2018-05-30,-1.2618
2018-05-31,2.2364
2018-06-01,1.875
2018-06-04,0.3067
2018-06-05,-2.1407
2018-06-06,0.625
2018-06-07,0.0
2018-06-08,-0.6211
2018-06-11,1.5625
2018-06-12,-0.9231
2018-06-13,-0.6211
2018-06-14,1.5625
2018-06-15,-1.5385
2018-06-18,0.0
2018-06-19,-0.7813
2018-06-20,-3.3071
2018-06-21,0.3257
2018-06-22,0.0
2018-06-25,-1.4786000000000001
2018-06-26,1.1712
2018-06-27,-1.6287
2018-06-28,-0.6623
2018-06-29,0.3333
2018-07-02,-1.6611
2018-07-03,1.3514
2018-07-05,-0.6667
2018-07-06,1.3423
2018-07-09,-0.3311
2018-07-10,-0.3322
2018-07-11,-0.3333
2018-07-12,0.3344
2018-07-13,1.0
2018-07-16,-0.6601
2018-07-17,1.7282
2018-07-18,-0.066
2018-07-19,-0.3268
2018-07-20,-0.9836
2018-07-23,0.0
2018-07-24,0.6623
2018-07-25,1.9737
2018-07-26,2.9032
2018-07-27,-0.3135
2018-07-30,1.8868
2018-07-31,1.8519
2018-08-01,-1.2121
2018-08-02,3.9877000000000002
2018-08-03,4.1298
2018-08-06,3.3994
2018-08-07,-0.2055
2018-08-08,-0.565
2018-08-09,-1.7045
2018-08-10,0.578
2018-08-13,-2.2989
2018-08-14,-0.5882
2018-08-15,-1.7751000000000001
2018-08-16,1.2048
2018-08-17,1.1905000000000001
2018-08-20,0.5882
2018-08-21,2.3392
2018-08-22,2.8571
2018-08-23,0.0
2018-08-24,0.0
2018-08-27,1.1111
2018-08-28,2.1978
2018-08-29,0.5376
2018-08-30,0.5348
2018-08-31,-2.1277
2018-09-04,2.0924
2018-09-05,0.6122
2018-09-06,-1.0582
2018-09-07,-2.6738
2018-09-10,0.0
2018-09-11,-5.2198
2018-09-12,4.3478
2018-09-13,0.0
2018-09-14,0.0
2018-09-17,-2.7778
2018-09-18,2.5714
2018-09-19,-1.3928
2018-09-20,1.4123999999999999
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,-0.5571
2018-09-26,0.2801
2018-09-27,-0.2793
2018-09-28,0.5602
2018-10-01,1.1699
2018-10-02,1.8721999999999999
2018-10-03,3.6216
2018-10-04,-1.1476
2018-10-05,1.0554
2018-10-08,-7.0496
2018-10-09,6.1236
2018-10-10,-1.9058000000000002
2018-10-11,0.4317
2018-10-12,-2.5793
2018-10-15,3.9713000000000003
2018-10-16,1.2732
2018-10-17,0.2619
2018-10-18,-4.5977
2018-10-19,2.6287000000000003
2018-10-22,0.9072
2018-10-23,2.1153
2018-10-24,-1.2429000000000001
2018-10-25,0.2622
2018-10-26,2.7197
2018-10-29,-4.277
2018-10-30,1.1702
2018-10-31,5.1525
2018-11-01,1.0
2018-11-02,0.6436
2018-11-05,1.6232
2018-11-06,-3.6786
2018-11-07,1.0678
2018-11-08,-1.6837
2018-11-09,-2.3352
2018-11-12,-0.3188
2018-11-13,-1.1194
2018-11-14,-1.779
2018-11-15,1.5368
2018-11-16,2.3243
2018-11-19,-2.2187
2018-11-20,-5.1864
2018-11-21,4.3305
2018-11-23,-2.84
2018-11-26,-4.8904
2018-11-27,2.6596
2018-11-28,1.4968
2018-11-29,1.7016
2018-11-30,-2.1194
2018-12-03,0.8547
2018-12-04,-3.1638
2018-12-06,0.2334
2018-12-07,2.6775
2018-12-10,-3.0045
2018-12-11,-0.2338
2018-12-12,0.7616
2018-12-13,-1.3372
2018-12-14,2.8874
2018-12-17,-6.4719
2018-12-18,-2.9394
2018-12-19,1.6404
2018-12-20,-5.7728
2018-12-21,-0.2635
2018-12-24,-0.5284
2018-12-26,1.4607999999999999
2018-12-27,5.0393
2018-12-28,1.8069
2018-12-31,0.4284
2019-01-02,5.0579
2019-01-03,-3.5963000000000003
2019-01-04,0.3008
2019-01-07,2.0396
2019-01-08,1.4109
2019-01-09,2.3188
2019-01-10,-1.0198
2019-01-11,-1.2593
2019-01-14,0.5217
2019-01-15,-0.9227
2019-01-16,-0.6403
2019-01-17,1.0545
2019-01-18,0.6377
2019-01-22,1.3825
2019-01-23,0.3409
2019-01-24,1.8686
2019-01-25,-0.2223
2019-01-28,1.9499
2019-01-29,-1.0929
2019-01-30,2.0994
2019-01-31,0.5411
2019-02-01,0.592
2019-02-04,2.5682
2019-02-05,-0.8346
2019-02-06,-0.5655
2019-02-07,-5.1115
2019-02-08,-0.4011
2019-02-11,1.5535
2019-02-12,-0.9632
2019-02-13,1.2014
2019-02-14,1.4698
2019-02-15,0.5014
2019-02-19,1.3304
2019-02-20,-0.4376
2019-02-21,1.5934
2019-02-22,0.3786
2019-02-25,1.5625
2019-02-26,0.1061
2019-02-27,-2.7557
2019-02-28,1.0899
2019-03-01,-2.7493
2019-03-04,0.8869
2019-03-05,-0.6593
2019-03-06,-1.5487
2019-03-07,-1.6292
2019-03-08,1.1421999999999999
2019-03-11,0.5082
2019-03-12,0.3933
2019-03-13,0.056
2019-03-14,-1.8456000000000001
2019-03-15,-0.5698
2019-03-18,2.235
2019-03-19,-0.9529
2019-03-20,-2.3769
2019-03-21,3.0145
2019-03-22,-1.8571
2019-03-25,-0.4587
2019-03-26,0.5184
2019-03-27,-0.5731
2019-03-28,0.5187
2019-03-29,1.3188
2019-04-01,-0.3962
2019-04-02,-0.2273
2019-04-03,-0.6834
2019-04-04,0.9174
2019-04-05,0.625
2019-04-08,-0.2823
2019-04-09,0.2265
2019-04-10,-0.565
2019-04-11,0.1136
2019-04-12,1.4756
2019-04-15,0.7271
2019-04-16,-0.6108
2019-04-17,-0.5587
2019-04-18,-1.4045
2019-04-22,-0.2849
2019-04-23,0.9143
2019-04-24,-0.7361
2019-04-25,-0.1141
2019-04-26,0.514
2019-04-29,0.0
2019-04-30,1.0227
2019-05-01,-0.3375
2019-05-02,0.0
2019-05-03,1.6366
2019-05-06,1.7907
2019-05-07,-1.908
2019-05-08,-1.8307
2019-05-09,-2.0979
2019-05-10,4.5238
2019-05-13,-1.4237
2019-05-14,-0.6355
2019-05-15,-0.2907
2019-05-16,-0.4082
2019-05-17,-1.8735
2019-05-20,0.716
2019-05-21,0.1777
2019-05-22,-1.5375999999999999
2019-05-23,-0.9009
2019-05-24,-0.677
2019-05-28,-0.3557
2019-05-29,-1.3472
2019-05-30,-0.3724
2019-05-31,-1.433
2019-06-03,-1.3906
2019-06-04,2.6923
2019-06-05,-0.2497
2019-06-06,-2.1277
2019-06-07,1.4066
2019-06-10,0.6936
2019-06-11,-1.0645
2019-06-12,-1.0759
2019-06-13,1.4715
2019-06-14,-0.7566
2019-06-17,-0.7624
2019-06-18,-0.6402
2019-06-19,1.2887
2019-06-20,1.3995
2019-06-21,0.6901
2019-06-24,0.3115
2019-06-25,-2.9193
2019-06-26,2.1753
2019-06-27,-0.1252
2019-06-28,4.5141
2019-07-01,-3.1194
2019-07-02,0.0
2019-07-03,-0.4334
2019-07-05,-0.4975
2019-07-08,1.375
2019-07-09,0.1233
2019-07-10,2.5246
2019-07-11,-0.4805
2019-07-12,-1.9312
2019-07-15,-1.8462
2019-07-16,0.0
2019-07-17,0.8777
2019-07-18,-1.9888
2019-07-19,-1.078
2019-07-22,0.5128
2019-07-23,-0.7015
2019-07-24,-0.7065
2019-07-25,1.4314
2019-07-26,0.2468
2019-07-29,-0.1272
2019-07-30,2.4204
2019-07-31,-0.2488
2019-08-01,0.3117
2019-08-02,-1.8024
2019-08-05,-2.4684
2019-08-06,0.1298
2019-08-07,-7.8905
2019-08-08,-1.4599
2019-08-09,-4.5926
2019-08-12,0.1553
2019-08-13,0.0
2019-08-14,-0.3101
2019-08-15,0.6221
2019-08-16,2.473
2019-08-19,0.6033
2019-08-20,1.7616
2019-08-21,-0.6262
2019-08-22,-2.4463
2019-08-23,-1.8997000000000002
2019-08-26,-0.0775
2019-08-27,-3.0233
2019-08-28,0.3197
2019-08-29,6.0558
2019-08-30,0.8264
2019-09-03,-1.6393
2019-09-04,1.1364
2019-09-05,-1.4981
2019-09-06,-0.7605
2019-09-09,2.9885
2019-09-10,-1.1161
2019-09-11,0.9029
2019-09-12,-1.8643
2019-09-13,0.7599
2019-09-16,-0.9804
2019-09-17,2.4372
2019-09-18,-1.8587
2019-09-19,0.0758
2019-09-20,-0.6056
2019-09-23,-0.6093
2019-09-24,0.4598
2019-09-25,-0.3814
2019-09-26,0.8423
2019-09-27,1.3667
2019-09-30,1.1236
2019-10-01,-3.7037
2019-10-02,1.4615
2019-10-03,-1.7437
2019-10-04,0.463
2019-10-07,0.6144
2019-10-08,-3.4351
2019-10-09,0.9486
2019-10-10,-1.2529
2019-10-11,-2.4584
2019-10-14,1.0569
2019-10-15,0.9654
2019-10-16,-1.992
2019-10-17,1.8699
2019-10-18,-0.4198
2019-10-21,-0.1395
2019-10-22,0.4013
2019-10-23,0.3997
2019-10-24,-0.8758
2019-10-25,-0.4016
2019-10-28,-2.5806
2019-10-29,-14.0728
2019-10-30,1.1561
2019-10-31,2.3810000000000002
2019-11-01,3.907
2019-11-04,8.5944
2019-11-05,3.4625
2019-11-06,-4.3825
2019-11-07,-2.6458
2019-11-08,-1.4324
2019-11-11,-4.3651
2019-11-12,-1.7038
2019-11-13,-1.9324
2019-11-14,-0.2956
2019-11-15,-3.4585
2019-11-18,-7.8812999999999995
2019-11-19,-5.7778
2019-11-20,-4.5991
2019-11-21,5.068
2019-11-22,1.6471
2019-11-25,3.7037
2019-11-26,-0.1116
2019-11-27,-3.7989
2019-11-29,1.9744000000000002
2019-12-02,-4.1002
