ticker,INVH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-02-01,0.0
2017-02-02,1.15
2017-02-03,1.9773
2017-02-06,0.4847
2017-02-07,0.3377
2017-02-08,0.1923
2017-02-09,0.1919
2017-02-10,0.6705
2017-02-13,-0.0951
2017-02-14,0.1429
2017-02-15,-0.5706
2017-02-16,0.2391
2017-02-17,0.9065
2017-02-21,1.513
2017-02-22,0.4658
2017-02-23,0.0464
2017-02-24,0.0927
2017-02-27,0.9722
2017-02-28,-0.0917
2017-03-01,-1.1932
2017-03-02,0.8825
2017-03-03,0.4144
2017-03-06,0.5044
2017-03-07,-0.5018
2017-03-08,-1.1921
2017-03-09,-1.4385
2017-03-10,0.7533
2017-03-13,-0.0935
2017-03-14,-0.608
2017-03-15,1.2706
2017-03-16,-0.1859
2017-03-17,0.5587
2017-03-20,-0.2778
2017-03-21,-0.6964
2017-03-22,0.5143
2017-03-23,-0.0465
2017-03-24,0.4188
2017-03-27,-0.2317
2017-03-28,0.5109
2017-03-29,0.2311
2017-03-30,0.2766
2017-03-31,0.3678
2017-04-03,-0.9162
2017-04-04,-0.4161
2017-04-05,0.1857
2017-04-06,0.5561
2017-04-07,-0.4147
2017-04-10,0.1388
2017-04-11,-0.4159
2017-04-12,0.0
2017-04-13,-1.2065
2017-04-17,1.7849
2017-04-18,0.4615
2017-04-19,-0.0919
2017-04-20,-1.1954
2017-04-21,0.7911
2017-04-24,-0.0923
2017-04-25,0.3697
2017-04-26,-0.1842
2017-04-27,-0.4151
2017-04-28,-0.1853
2017-05-01,0.6032
2017-05-02,-0.738
2017-05-03,-0.1859
2017-05-04,-1.3035
2017-05-05,0.3302
2017-05-08,0.047
2017-05-09,0.7989
2017-05-10,1.0256
2017-05-11,1.3383
2017-05-12,-0.5023
2017-05-15,0.5048
2017-05-16,-2.4201
2017-05-17,0.7955
2017-05-18,0.5107
2017-05-19,0.6005
2017-05-22,-0.5051
2017-05-23,-0.5076
2017-05-24,0.3711
2017-05-25,-2.0333
2017-05-26,0.0
2017-05-30,0.7547
2017-05-31,0.7491
2017-06-01,0.7435
2017-06-02,1.1531
2017-06-05,-1.596
2017-06-06,-0.278
2017-06-07,-1.0223
2017-06-08,-0.5634
2017-06-09,1.0387
2017-06-12,0.2336
2017-06-13,-0.1865
2017-06-14,0.4204
2017-06-15,-0.186
2017-06-16,-1.0718
2017-06-19,1.7899
2017-06-20,-1.1106
2017-06-21,-0.3744
2017-06-22,0.7046
2017-06-23,1.306
