ticker,MDWK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-03-30,60.0
2005-05-10,27.5
2005-06-24,98.0392
2005-10-10,0.0
2005-11-28,55.9406
2005-11-29,1.5873
2005-11-30,-17.1875
2005-12-01,45.283
2005-12-02,-15.5844
2005-12-05,0.0
2005-12-06,0.0
2005-12-07,0.0
2005-12-08,-4.6154
2005-12-13,12.9032
2005-12-14,0.0
2005-12-16,-2.8571
2005-12-19,2.9412000000000003
2005-12-21,-5.7143
2005-12-22,15.1515
2005-12-23,-1.3158
2005-12-28,-5.3333
2005-12-29,-8.4507
2005-12-30,4.6154
2006-01-05,-10.0
2006-01-06,22.549
2006-01-18,-13.3333
2006-01-19,-10.7692
2006-01-20,0.0
2006-01-25,-8.2759
2006-01-26,-2.2556
2006-02-02,53.8462
2006-02-03,-40.0
2006-02-07,27.0833
2006-02-13,-19.6721
2006-02-16,22.449
2006-02-22,33.3333
2006-02-24,-1.25
2006-03-01,-17.9747
2006-04-06,-24.3827
2006-04-11,42.449
2006-04-12,-7.4499
2006-04-17,31.5789
2006-04-19,0.0
2006-04-21,5.8824
2006-04-24,-5.3333
2006-04-25,0.2347
2006-04-26,-0.4684
2006-04-27,0.0
2006-04-28,0.0
2006-05-01,-0.2353
2006-05-02,17.9245
2006-05-03,-15.0
2006-05-04,-0.2353
2006-05-05,0.0
2006-05-08,-2.1226
2006-05-09,2.1687
2006-05-10,-0.4717
2006-05-11,0.237
2006-05-16,-4.7280999999999995
2006-05-17,0.4963
2006-05-18,-1.2346
2006-05-19,6.25
2006-05-22,0.0
2006-05-23,-2.3529
2006-05-24,20.4819
2006-05-26,-20.0
2006-05-30,6.25
2006-05-31,0.0
2006-06-02,0.0
2006-06-06,0.0
2006-06-07,-0.4706
2006-06-08,0.0
2006-06-09,0.4728
2006-06-12,0.7059
2006-06-13,1.6355
2006-06-14,-2.5286999999999997
2006-06-16,-5.6604
2006-06-19,-12.5
2006-06-20,21.4286
2006-06-21,0.0
2006-06-22,0.0
2006-06-23,0.0
2006-06-26,-1.1764999999999999
2006-06-27,1.1905000000000001
2006-06-28,-5.4118
2006-07-07,0.0
2006-07-10,0.7463
2006-07-11,1.2346
2006-07-14,-1.2195
2006-07-17,0.0
2006-07-18,0.0
2006-07-19,0.0
2006-07-20,0.0
2006-07-21,4.9383
2006-07-25,-1.1764999999999999
2006-07-26,-4.5238
2006-07-28,2.2444
2006-07-31,-1.2195
2006-08-01,0.2469
2006-08-03,-0.2463
2006-08-04,0.0
