ticker,LIXT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-24,40.0
2007-10-24,4.7619
2007-12-31,-31.8182
2008-01-10,0.0
2008-01-25,0.0
2008-01-31,0.0
2008-02-19,0.0
2008-02-20,0.0
2008-02-25,46.6667
2008-02-27,-18.1818
2008-02-28,0.0
2008-03-11,11.1111
2008-03-12,-15.0
2008-03-13,11.7647
2008-03-14,-5.2632
2008-03-28,5.5556
2008-04-01,-10.526299999999999
2008-04-16,11.7647
2008-04-17,0.0
2008-04-18,-21.0526
2008-04-21,13.3333
2008-04-22,0.0
2008-04-23,-5.8824
2008-04-29,0.0
2008-04-30,0.0
2008-05-02,6.25
2008-05-15,5.8824
2008-05-16,12.2222
2008-05-20,-20.7921
2008-05-21,0.0
2008-05-22,0.0
2008-05-29,-12.5
2008-05-30,0.0
2008-06-02,0.0
2008-06-09,-7.1429
2008-06-12,-53.8462
2008-07-14,0.0
2008-07-16,0.0
2008-07-17,73.3333
2008-07-18,19.2308
2008-07-21,0.0
2008-07-22,4.8387
2008-07-24,0.0
2008-08-04,-66.1538
2008-08-05,195.4545
2008-08-07,-60.0
2008-08-08,-3.8462
2008-08-11,20.0
2008-08-14,0.0
2008-08-15,16.6667
2008-08-18,-14.2857
2008-08-19,16.6667
2008-08-20,0.0
2008-08-21,0.0
2008-08-22,14.2857
2008-08-25,12.5
2008-08-27,11.1111
2008-08-28,-10.0
2008-08-29,0.0
2008-09-02,13.3333
2008-09-03,33.3333
2008-09-04,-4.4118
2008-09-05,0.0
2008-09-08,15.3846
2008-09-10,-32.0
2008-09-12,27.451
2008-09-15,-6.1538
2008-09-16,6.5574
2008-09-17,0.0
2008-09-19,0.0
2008-09-23,7.6923
2008-09-29,-14.2857
2008-09-30,-16.6667
2008-10-01,0.0
2008-10-02,0.0
2008-10-03,102.0
2008-10-06,-10.8911
2008-10-07,-44.4444
2008-10-08,4.0
2008-10-20,15.3846
2008-10-21,0.0
2008-10-27,0.0
2008-11-04,-16.6667
2008-11-12,-70.0
2008-11-13,266.6667
2008-11-18,-36.3636
2008-11-19,42.8571
2008-12-02,2.0
2008-12-04,37.2549
2008-12-08,-7.1429
2008-12-11,-1.5385
2008-12-16,6.25
2008-12-22,-14.7059
2008-12-31,-1.7241
2009-01-20,3.5088
2009-01-22,-15.2542
2009-01-26,0.0
2009-01-27,20.0
2009-02-06,-58.3333
2009-02-10,0.0
2009-02-11,100.0
2009-02-13,20.0
2009-02-18,-11.6667
2009-02-20,-15.0943
