ticker,GWMGF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,14.2857
2000-01-11,0.0
2000-01-13,0.0
2000-01-31,8.3333
2000-02-11,7.6923
2000-02-29,-14.2857
2000-03-08,75.0
2000-03-09,0.0
2000-03-10,-14.2857
2000-03-14,-11.1111
2000-03-23,-6.25
2000-03-28,33.3333
2000-03-29,-20.0
2000-06-12,-25.0
2000-07-10,-16.6667
2000-07-31,0.0
2000-08-03,60.0
2000-08-09,6.25
2000-08-11,17.647100000000002
2000-08-15,0.0
2000-08-16,0.0
2000-08-23,60.0
2000-09-05,-12.5
2000-09-07,0.0
2000-09-11,-35.7143
2000-09-25,66.6667
2000-09-29,3.3333
2000-10-03,-6.4516
2000-10-19,-13.7931
2000-11-06,-28.0
2000-11-14,33.3333
2000-11-20,-33.3333
2000-11-28,100.0
2000-11-29,56.25
2000-11-30,-28.0
2000-12-01,194.4444
2000-12-05,-66.0377
2000-12-11,0.0
2000-12-14,-22.2222
2000-12-15,3.5714
2000-12-19,-31.0345
2000-12-20,30.0
2000-12-29,7.6923
2001-01-01,0.0
2001-01-03,50.0
2001-01-04,-4.7619
2001-01-08,-25.0
2001-01-12,-6.6667
2001-01-15,0.0
2001-01-29,107.1429
2001-01-30,-6.8966
2001-01-31,-14.8148
2001-02-05,21.7391
2001-02-06,0.0
2001-02-12,-7.1429
2001-02-16,13.461500000000001
2001-02-20,1.6949
2001-02-21,0.0
2001-02-27,-13.3333
2001-03-05,38.4615
2001-03-07,5.5556
2001-03-15,-23.6842
2001-03-16,0.0
2001-03-28,-16.3793
2001-03-29,0.0
2001-04-02,21.6495
2001-04-03,-1.6949
2001-04-04,0.0
2001-04-06,-12.069
2001-04-09,17.647100000000002
2001-04-11,-6.6667
2001-04-12,7.1429
2001-04-25,-41.6667
2001-05-02,11.4286
2001-05-03,-1.2821
2001-05-14,-11.6883
2001-05-15,5.8824
2001-05-18,8.3333
2001-05-22,-2.5641
2001-05-25,-5.2632
2001-05-29,-5.5556
2001-06-22,0.0
2001-06-25,23.5294
2001-06-26,-2.3810000000000002
2001-07-06,-9.1159
2001-07-13,-19.490099999999998
2001-07-17,0.25
2001-07-18,-0.2494
2001-07-20,-6.6667
2001-07-23,14.2857
2001-07-26,-18.75
2001-08-27,-3.8462
2001-08-28,12.0
2001-09-18,-7.1429
2001-10-04,-7.6923
2001-10-09,16.6667
2001-10-10,7.1429
2001-10-12,0.0
2001-10-19,0.0
2001-10-30,-18.3333
2001-11-26,-2.0408
