ticker,DTST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-11,-33.3333
2010-01-08,-50.0
2010-01-11,100.0
2010-02-04,-50.0
2010-04-16,-20.0
2010-05-24,-75.0
2010-06-02,1080.0
2010-06-14,-94.0678
2010-06-16,42.8571
2010-06-17,0.0
2010-06-18,-40.0
2010-06-23,33.3333
2010-06-24,275.0
2010-06-25,0.0
2010-06-28,-33.3333
2010-06-29,-10.0
2010-06-30,-22.2222
2010-07-02,0.0
2010-07-06,-28.5714
2010-07-08,0.0
2010-07-16,20.0
2010-07-20,0.0
2010-07-22,-16.6667
2010-08-12,0.0
2010-08-16,-20.0
2010-09-20,-50.0
2010-09-22,0.0
2010-09-24,-50.0
2010-10-19,400.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,-40.0
2010-11-04,-16.6667
2010-12-09,0.0
2010-12-14,4.0
2010-12-20,26.9231
2010-12-23,51.5152
2010-12-28,-30.0
2011-02-08,0.0
2011-02-28,0.0
2011-03-30,71.4286
2011-04-08,0.0
2011-04-11,66.6667
2011-04-12,30.0
2011-04-13,15.3846
2011-04-14,-13.3333
2011-04-15,-30.7692
2011-04-19,-11.1111
2011-04-26,-25.0
2011-04-27,0.0
2011-05-04,0.0
2011-05-05,0.2083
2011-05-20,0.0
2011-06-14,0.0
2011-06-24,3.1185
2011-07-19,-3.0242
2011-07-20,-0.2079
2011-07-25,33.3333
2011-08-01,0.0
2011-08-04,-37.5
2011-08-19,0.0
2011-08-25,300.0
2011-08-26,150.0
2011-08-29,-40.0
2011-08-31,33.3333
2011-09-06,0.0
2011-09-13,85.0
2011-09-14,0.0
2011-09-15,-33.7838
2011-09-26,12.2449
2011-09-27,-7.2727
2011-09-29,39.2157
2011-09-30,-27.4648
2011-10-04,37.8641
2011-10-05,0.0
2011-10-07,5.6338
2011-10-10,0.0
2011-10-11,0.0
2011-10-12,0.0
2011-10-13,100.0
2011-10-14,-46.6667
2011-10-21,56.25
2011-10-24,-0.8
2011-10-25,-51.6129
2011-10-26,16.6667
2011-10-27,14.2857
2011-10-28,0.0
2011-10-31,0.0
2011-11-01,26.25
2011-11-02,-21.7822
2011-11-03,-30.3797
2011-11-11,0.9091
2011-11-14,35.1351
2011-11-15,-20.0
2011-11-17,-8.3333
2011-11-18,0.0
2011-11-23,-25.4545
2011-12-01,82.9268
2011-12-06,-46.6667
2011-12-14,25.0
2012-01-06,65.3
2012-01-11,0.4235
2012-01-17,0.0
2012-01-20,-32.5301
