ticker,SNWV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-01,0.0
2009-10-09,0.0
2009-10-13,-4.7619
2009-10-19,5.0
2009-10-21,0.0
2009-10-27,0.0
2009-10-30,0.0
2009-11-12,3.8095
2009-11-13,-3.6696999999999997
2009-11-18,-3.8095
2009-12-02,-10.8911
2009-12-04,-11.1111
2010-01-04,6.25
2010-01-05,0.0
2010-01-06,-4.7059
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,4.9383
2010-01-13,-4.7059
2010-01-14,0.0
2010-01-15,4.9383
2010-01-19,-3.5294
2010-01-20,3.6585
2010-01-21,-4.7059
2010-01-22,1.2346
2010-01-25,-1.2195
2010-01-26,4.6914
2010-01-28,-4.4811
2010-01-29,0.0
2010-02-01,0.0
2010-02-04,0.0
2010-02-05,4.6914
2010-02-10,-2.1226
2010-02-12,0.0
2010-02-16,2.1687
2010-02-17,-0.9434
2010-02-18,0.0
2010-02-19,2.3810000000000002
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,-3.4884
2010-03-04,3.6145
2010-03-05,-3.4884
2010-03-08,-1.2048
2010-03-09,0.0
2010-03-10,1.2195
2010-03-11,3.6145
2010-03-12,-1.1628
2010-03-15,-3.5294
2010-03-16,3.6585
2010-03-17,-2.3529
2010-03-18,0.0
2010-03-19,0.4819
2010-03-22,-1.6787
2010-03-23,1.2195
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,2.4096
2010-03-29,-1.1764999999999999
2010-03-30,1.1905000000000001
2010-03-31,0.0
2010-04-01,-0.9412
2010-04-05,0.9501
2010-04-06,-1.1764999999999999
2010-04-07,1.1905000000000001
2010-04-08,0.0
2010-04-09,-1.1764999999999999
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,5.9524
2010-04-19,0.0
2010-04-21,-2.2472
2010-04-22,-2.2989
2010-04-28,0.0
2010-05-03,1.1764999999999999
2010-05-05,-3.4884
2010-05-06,3.6145
2010-05-07,-3.4884
2010-05-25,3.6145
2010-06-04,0.0
2010-06-14,-3.4884
2010-06-18,-1.2048
2010-07-06,-1.2195
2010-07-13,-1.2346
2010-07-14,-12.5
2010-07-27,10.2857
2010-09-07,-22.2798
2010-09-13,-16.6667
2010-09-15,-10.0
2010-09-17,0.0
2010-09-20,10.6667
2010-09-23,0.4016
2010-09-28,0.0
2010-10-08,4.0
2010-10-12,-3.8462
2010-10-15,-4.0
2010-10-18,-1.9167
2010-10-19,-8.6661
