ticker,FDOC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-31,20.0
2011-09-01,25.0
2011-09-02,0.0
2011-09-06,-20.0
2011-09-08,30.0
2011-09-09,8.9744
2011-09-13,-5.8824
2011-09-14,-12.5
2011-09-19,-7.1429
2011-09-21,23.0769
2011-09-23,0.0
2011-09-26,8.575
2011-09-27,0.0
2011-09-28,23.7624
2011-09-29,-4.0
2011-09-30,50.0
2011-10-07,-16.6667
2011-10-11,-26.6667
2011-10-14,39.0909
2011-10-17,-11.7647
2011-10-18,11.1111
2011-10-19,-0.6667
2011-10-21,-4.698
2011-10-24,0.0
2011-10-25,1.4085
2011-10-26,-20.1389
2011-10-31,21.7391
2011-11-01,-21.4286
2011-11-02,9.0909
2011-11-09,-8.3333
2011-11-14,0.0
2011-11-15,-8.1818
2011-11-18,0.0
2011-11-21,12.8713
2011-11-22,-47.3684
2011-11-23,83.3333
2011-11-25,-15.9091
2011-12-01,-40.5405
2011-12-07,-36.3636
2011-12-14,-42.8571
2011-12-16,25.0
2011-12-19,120.0
2011-12-23,0.0
2011-12-28,0.0
2011-12-29,-7.2727
2011-12-30,-5.8824
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-09,14.5833
2012-01-10,-27.2727
2012-01-11,37.5
2012-01-13,-27.2727
2012-01-23,0.0
2012-01-24,0.0
2012-02-01,-12.5
2012-02-03,-14.2857
2012-02-07,0.0
2012-02-09,0.0
2012-02-10,0.0
2012-02-16,0.0
2012-02-17,0.0
2012-02-21,0.0
2012-02-22,0.0
2012-02-23,0.0
2012-02-24,0.0
2012-02-27,0.0
2012-02-29,-16.6667
2012-03-01,-20.0
2012-03-02,0.0
2012-03-05,0.0
2012-03-06,0.0
2012-03-07,-10.0
2012-03-08,0.0
2012-03-09,0.0
2012-03-12,0.0
2012-03-13,-33.3333
2012-03-15,0.0
2012-03-16,0.0
2012-03-19,0.0
2012-03-20,0.0
2012-03-23,0.0
2012-03-26,0.0
2012-03-27,-25.0
2012-03-28,0.0
2012-03-29,0.0
2012-04-02,0.0
2012-04-03,0.0
2012-04-04,0.0
2012-04-05,0.0
2012-04-16,-66.6667
2012-06-27,-70.0
2012-10-11,11.1111
2012-12-11,0.0
2013-01-22,400.0
2013-02-07,700.0
2013-02-08,0.0
2013-02-13,0.0
2013-02-19,-72.5
2013-03-20,0.0
2013-03-21,-9.0909
2013-04-18,0.0
2013-06-18,-50.0
2013-06-19,-60.0
2013-08-05,-50.0
2013-12-16,0.0
2013-12-18,-10.0
2013-12-20,0.0
2014-02-27,0.0
2014-04-04,-22.2222
2014-08-06,114.2857
2014-08-19,0.0
2014-08-22,0.0
2015-04-21,66.6667
2015-07-21,-36.0
2015-10-12,-6.25
2015-10-13,-40.0
2016-01-12,0.0
2016-02-16,122.2222
2016-03-04,-0.625
2016-03-08,-69.8113
2016-03-18,8.3333
2016-08-29,284.6154
2016-09-19,-84.0
2016-09-21,28.125
2017-02-28,-2.439
2017-04-19,300.0
2017-05-02,-74.375
2017-08-25,-2.439
2017-12-18,300.0
2017-12-19,25.0
2017-12-29,-60.0
2018-11-30,-64.0
2019-01-04,66.6667
2019-03-06,316.6667
2019-03-19,-17.12
2019-03-21,-3.4749
2020-01-23,-75.0
2020-05-29,-30.0
2020-06-11,757.1429
2020-06-12,33.3333
2020-06-15,211.25
2020-06-17,60.6426
2020-06-19,-70.5
2020-06-29,0.0
2020-06-30,-40.678
2020-07-07,0.0
2020-07-09,142.8571
2020-07-10,-29.4118
2020-07-13,-15.0
2020-07-14,0.0
2020-07-15,56.8627
2020-07-17,6.25
2020-07-21,-35.2941
2020-07-27,0.0
