ticker,KREF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-05,7.9512
2017-05-08,-0.0904
2017-05-09,-0.9046
2017-05-10,-0.4564
2017-05-11,0.8712
2017-05-12,0.0
2017-05-15,-0.2273
2017-05-16,2.0046
2017-05-17,0.0
2017-05-18,0.536
2017-05-19,-0.6664
2017-05-22,0.805
2017-05-23,0.0
2017-05-24,0.1775
2017-05-25,0.5314
2017-05-26,0.4405
2017-05-30,-1.7544
2017-05-31,-1.2946
2017-06-01,2.0805
2017-06-02,1.6393
2017-06-05,-1.5257
2017-06-06,-2.5675
2017-06-07,-0.5906
2017-06-08,0.1828
2017-06-09,-0.7299
2017-06-12,0.9651
2017-06-13,-1.2288999999999999
2017-06-14,-1.0599
2017-06-15,0.6521
2017-06-16,-1.7584
2017-06-19,0.0
2017-06-20,0.0942
2017-06-21,-0.2353
2017-06-22,-0.6132
2017-06-23,1.3764
2017-06-26,-0.5618
2017-06-27,0.565
2017-06-28,3.0899
2017-06-29,-1.7915
2017-06-30,0.5613
2017-07-03,0.6047
2017-07-05,-2.1729
2017-07-06,0.4253
2017-07-07,0.6588
2017-07-10,1.3558
2017-07-11,-0.4151
2017-07-12,-1.6211
2017-07-13,-0.2354
2017-07-14,0.0
2017-07-17,-0.6135
2017-07-18,-0.4748
2017-07-19,0.4771
2017-07-20,-0.3324
2017-07-21,-0.1906
2017-07-24,-0.5251
2017-07-25,0.1919
2017-07-26,-0.0958
2017-07-27,-0.4794
2017-07-28,-1.6378
2017-07-31,0.3918
2017-08-01,1.3171
2017-08-02,-1.3
2017-08-03,0.0
2017-08-04,-0.0976
2017-08-07,-1.1719
2017-08-08,0.0988
2017-08-09,-1.4808
2017-08-10,-0.8517
2017-08-11,0.2527
2017-08-14,1.5121
2017-08-15,-0.0497
2017-08-16,0.2981
2017-08-17,-0.2476
2017-08-18,0.0497
2017-08-21,0.2978
2017-08-22,-0.1979
2017-08-23,0.3471
2017-08-24,0.1976
2017-08-25,0.5917
2017-08-28,0.3922
2017-08-29,-0.2441
2017-08-30,-0.0979
2017-08-31,1.7638
2017-09-01,2.1184
2017-09-05,-1.6502
2017-09-06,0.0
2017-09-07,-0.0479
2017-09-08,0.1439
2017-09-11,2.0115
2017-09-12,-0.0469
2017-09-13,0.0
2017-09-14,0.0939
2017-09-15,-0.0469
2017-09-18,-0.2817
2017-09-19,0.4237
2017-09-20,-0.0938
2017-09-21,-0.0469
2017-09-22,0.1408
2017-09-25,-0.2813
