ticker,PMAH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-01,0.0
2008-02-04,7.5
2008-02-07,0.0
2008-02-11,0.6977
2008-02-12,0.0
2008-02-14,0.4619
2008-02-19,-10.3448
2008-02-20,0.0
2008-02-22,0.0
2008-02-25,0.2564
2008-03-11,4.8593
2008-04-08,1.2195
2008-04-10,-3.6145
2008-04-11,0.0
2008-04-17,0.0
2008-04-18,3.75
2008-04-22,0.0
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,0.0
2008-04-28,0.0
2008-04-30,0.0
2008-05-06,0.0
2008-05-07,0.0
2008-05-08,0.0
2008-05-12,0.0
2008-05-13,0.0
2008-05-15,0.0
2008-05-20,0.0
2008-05-23,0.0
2008-06-09,4.8193
2008-06-10,-3.4483
2008-06-16,-2.3810000000000002
2008-06-30,1.2195
2008-07-01,-7.2289
2008-07-02,-5.1948
2008-07-07,-4.1096
2008-07-14,14.2857
2008-07-15,2.5
2008-07-16,2.439
2008-07-17,-2.3810000000000002
2008-07-18,1.2195
2008-07-21,-1.9277
2008-07-22,0.4914
2008-07-24,0.0
2008-07-25,-26.6504
2008-07-28,-8.3333
2008-07-29,45.4545
2008-07-30,-72.5
2008-07-31,54.5455
2008-08-01,61.7647
2008-08-05,34.5455
2008-08-11,2.7027
2008-08-12,5.2632
2008-08-13,0.0
2008-08-15,0.0
2008-08-20,-3.75
2008-08-21,0.0
2008-08-28,-2.5974
2008-09-02,0.0
2008-09-03,2.6667
2008-09-04,0.0
2008-09-09,0.0
2008-09-10,1.2987
2008-09-11,-1.2821
2008-09-15,-1.039
2008-09-16,-1.5748
2008-09-17,0.0
2008-09-19,0.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-29,-0.2667
2008-09-30,0.0
2008-10-09,-2.1390000000000002
2008-10-10,-0.2732
2008-10-13,0.0
2008-10-14,0.0
2008-10-24,-1.9178
2008-10-29,-16.2011
2008-10-30,24.3333
2008-10-31,-59.7855
2008-11-03,73.3333
2008-11-04,30.7692
2008-11-05,1.4706000000000001
2008-11-06,0.0
2008-11-12,0.0
2008-11-13,1.1594
2008-11-14,0.0
2008-11-18,6.0172
2008-11-19,0.0
2008-12-05,-27.5676
2009-02-05,-44.0299
2009-02-10,3.3333
2009-02-19,-81.9355
2009-03-09,-10.7143
2009-03-23,0.0
2009-04-07,-39.95
2009-04-16,572.7727
2009-04-17,-5.9406
2009-04-21,5.2632
2009-05-11,-15.0
2009-05-22,-17.647100000000002
2009-06-05,-62.8571
