ticker,BSFO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-01-16,4.1162
2019-01-31,2.3256
2019-02-01,0.0455
2019-02-13,0.8632
2019-02-14,1.3514
2019-02-15,-2.2222
2019-02-19,0.4545
2019-02-20,0.6787
2019-02-21,0.4494
2019-02-22,0.2237
2019-02-25,0.0446
2019-02-27,1.5171999999999999
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,0.6593
2019-03-05,-0.2183
2019-03-08,5.0328
2019-03-13,-2.0833
2019-03-21,-1.4894
2019-03-28,0.432
2019-04-03,1.0753
2019-04-08,1.0638
2019-04-11,0.0
2019-04-12,0.0
2019-04-15,0.0
2019-04-16,0.0
2019-04-18,3.1579
2019-04-22,0.0
2019-04-26,0.0
2019-04-29,2.0408
2019-04-30,0.0
2019-05-02,4.0
2019-05-07,-5.7308
2019-05-09,0.9792
2019-05-13,0.0
2019-06-07,0.0
2019-06-27,0.0
2019-07-03,1.0101
2019-07-08,-0.76
2019-07-09,0.7658
2019-07-16,1.0
2019-07-18,-0.7129
2019-07-19,-0.2792
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.4
2019-08-05,-0.3984
2019-08-07,-0.8
2019-08-28,-0.4032
2019-08-29,0.0
2019-09-09,0.081
2019-09-20,0.3236
2019-10-01,0.2823
2019-10-11,0.0
2019-10-22,0.1206
2019-10-28,0.0803
2019-10-29,0.0
2019-11-01,0.321
2019-11-04,0.8
2019-11-05,-0.5556
2019-11-13,0.1796
2019-11-21,0.2191
2019-11-22,7.3132
2019-11-25,-3.7037
2019-11-29,-2.6154
2019-12-03,0.0
2019-12-06,0.1185
2019-12-17,0.7495
2019-12-24,0.2349
2019-12-26,0.0
2019-12-30,0.1953
2020-01-07,0.3899
2020-01-10,0.1942
2020-01-28,0.0
2020-01-29,0.1938
2020-02-14,0.5803
2020-02-20,2.3077
2020-02-28,-2.2556
2020-03-10,-3.8462
2020-03-11,-1.52
2020-03-23,-10.6418
2020-03-27,-0.2273
2020-04-01,-2.2779
2020-04-06,-5.2676
2020-04-07,0.9838
2020-04-17,-1.9493
2020-04-20,-5.5666
2020-04-21,0.0
2020-04-22,-3.6842
2020-04-28,0.3284
2020-05-04,3.4853
2020-05-05,-1.3158
2020-05-08,1.3333
2020-05-12,0.0526
2020-05-15,0.0
2020-06-25,0.5786
