ticker,ANFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-02,100.0
2010-07-06,-45.0
2010-07-07,27.2727
2010-07-08,-7.1429
2010-07-09,1.9231
2010-07-12,9.434
2010-07-13,-13.7931
2010-07-14,2.0
2010-07-15,1.9607999999999999
2010-07-16,3.7981
2010-07-19,-3.6591
2010-07-20,-3.8462
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,4.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,-1.9231
2010-08-02,5.8824
2010-08-03,-3.7037
2010-08-04,1.9231
2010-08-05,-1.8868
2010-08-06,-3.8462
2010-08-09,4.0
2010-08-10,-3.8462
2010-08-11,-4.0
2010-08-12,0.0
2010-08-13,-2.0833
2010-08-16,2.1277
2010-08-17,0.0
2010-08-18,4.1667
2010-08-19,-4.0
2010-08-20,0.0
2010-08-23,4.1667
2010-08-24,-8.0
2010-08-25,4.3478
2010-08-26,-8.3333
2010-08-27,9.0909
2010-08-30,0.0
2010-08-31,12.5
2010-09-01,-7.4074
2010-09-02,0.0
2010-09-03,4.0
2010-09-07,15.3846
2010-09-08,-13.3333
2010-09-09,0.0
2010-09-10,0.0
2010-09-13,-3.8462
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,-6.0
2010-09-20,2.1277
2010-09-21,-8.3333
2010-09-22,2.2727
2010-09-23,4.4444
2010-09-24,-4.2553
2010-09-27,6.6667
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,4.1667
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,4.0
2010-10-11,0.0
2010-10-12,-3.8462
2010-10-13,2.0
2010-10-14,119.6078
2010-10-15,10.7143
2010-10-18,-1.6129
2010-10-19,-1.6393
2010-10-20,3.3333
2010-10-21,-3.2258
2010-10-22,1.6667
2010-10-25,19.6721
2010-10-26,1.3699
2010-10-27,10.8108
2010-10-28,-2.439
2010-10-29,0.0
2010-11-01,-1.25
2010-11-02,-13.9241
2010-11-03,29.4118
2010-11-04,-3.3949
2010-11-05,2.3232
2010-11-08,0.0144
2010-11-09,-1.1494
2010-11-10,-4.6366
2010-11-12,6.0814
2010-11-15,-3.4483
2010-11-16,1.1905000000000001
2010-11-17,-3.5147
2010-11-18,1.2041
2010-11-19,4.8193
2010-11-22,-4.5977
2010-11-23,2.4096
2010-11-24,3.5294
2010-11-26,0.0
2010-11-29,1.1364
