ticker,GTS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-07,4.4828
2007-12-10,4.7524999999999995
2007-12-11,9.7038
2007-12-12,3.8484
2007-12-13,1.7699
2007-12-14,0.5435
2007-12-17,-0.8108
2007-12-18,4.3597
2007-12-19,-0.1567
2007-12-20,-0.4707
2007-12-21,0.3678
2007-12-24,8.9005
2007-12-26,-3.1731
2007-12-27,0.5462
2007-12-28,0.3951
2007-12-31,-0.5903
2008-01-02,-1.0391
2008-01-03,-2.55
2008-01-04,-3.335
2008-01-07,-1.5393
2008-01-08,2.3181
2008-01-09,-1.4752
2008-01-10,-0.4813
2008-01-11,-0.3224
2008-01-14,-0.2695
2008-01-15,2.5946
2008-01-16,4.0569
2008-01-17,-2.7848
2008-01-18,-0.2083
2008-01-22,-2.6096
2008-01-23,1.8221
2008-01-24,3.1053
2008-01-25,-0.5105
2008-01-28,-0.7183
2008-01-29,-0.7752
2008-01-30,-0.4688
2008-01-31,-0.5233
2008-02-01,1.4203000000000001
2008-02-04,-0.3631
2008-02-05,-0.5726
2008-02-06,0.0
2008-02-07,-0.5236
2008-02-08,-0.1053
2008-02-11,3.8988
2008-02-12,1.6734
2008-02-13,-0.2494
2008-02-14,2.05
2008-02-15,1.1759
2008-02-19,0.7264
2008-02-20,-0.7212
2008-02-21,-0.7264
2008-02-22,0.0
2008-02-25,0.8293
2008-02-26,-2.7576
2008-02-27,2.4378
2008-02-28,0.2428
2008-02-29,-2.1318
2008-03-03,5.396
2008-03-04,-0.5167
2008-03-05,-1.3692
2008-03-06,-1.1776
2008-03-07,-1.6663000000000001
2008-03-10,-1.2309
2008-03-11,-6.4844
2008-03-12,-0.8
2008-03-13,3.2258
2008-03-14,-3.3854
2008-03-17,-3.504
2008-03-18,0.5587
2008-03-19,2.2778
2008-03-20,-3.0418
2008-03-24,5.7703
2008-03-25,-0.2648
2008-03-26,3.1333
2008-03-27,-2.3172
2008-03-28,-4.2699
2008-03-31,-2.8084
2008-04-01,-1.3031
2008-04-02,1.3203
2008-04-03,-2.2096
2008-04-04,2.8388999999999998
2008-04-07,-1.9718
2008-04-08,4.1954
2008-04-09,-0.2758
2008-04-10,0.7743
2008-04-11,-1.427
2008-04-14,1.8374000000000001
2008-04-15,-1.6949
2008-04-16,1.168
2008-04-17,0.3299
2008-04-18,0.8219
2008-04-21,1.25
2008-04-22,3.1133
2008-04-23,-3.0713
2008-04-24,1.5038
2008-04-25,1.5344
2008-04-28,-1.9802
2008-04-29,-1.2759
