ticker,INCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-10,233.3333
2007-01-25,-50.0
2007-02-01,40.0
2007-02-05,-14.2857
2007-02-06,0.0
2007-02-08,0.0
2007-02-12,-33.3333
2007-02-13,0.0
2007-02-14,-10.0
2007-02-27,-11.1111
2007-03-06,12.5
2007-03-20,205.5556
2007-05-14,0.0
2007-06-14,-36.3636
2007-06-26,185.7143
2007-07-06,-40.0
2007-07-11,0.0
2007-07-26,50.0
2007-08-07,0.0
2007-08-10,-22.2222
2007-08-13,0.0
2007-08-24,0.0
2007-08-28,0.0
2007-08-30,44.2857
2007-08-31,-45.5446
2007-09-04,-7.2727
2007-09-07,56.8627
2007-09-10,0.0
2007-09-13,-12.5
2007-09-26,14.2857
2007-11-13,-25.0
2007-11-14,0.0
2007-11-15,0.0
2007-11-19,0.0
2007-11-21,0.0
2007-11-28,-15.0
2007-12-10,-9.8039
2007-12-11,-10.8696
2007-12-12,-2.439
2007-12-14,-12.5
2007-12-17,4.2857
2007-12-18,2.7397
2007-12-19,1.3333
2007-12-24,-47.3684
2007-12-26,75.0
2007-12-27,188.5714
2007-12-31,-49.505
2008-01-02,-31.3725
2008-01-03,-2.8571
2008-01-08,17.647100000000002
2008-01-09,0.0
2008-01-10,0.0
2008-01-15,27.5
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,-11.7647
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,22.2222
2008-01-28,63.6364
2008-01-29,0.0
2008-01-30,-5.5556
2008-01-31,11.7647
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,-9.473700000000001
2008-02-06,-8.1395
2008-02-07,0.0
2008-02-08,0.0
2008-02-11,-30.3797
2008-02-12,-18.1818
2008-02-13,13.3333
2008-02-14,0.0
2008-02-15,-9.8039
2008-02-19,6.5217
2008-02-20,0.0
2008-02-21,-14.2857
2008-02-22,16.6667
2008-02-25,4.0816
2008-02-27,-17.647100000000002
2008-02-28,0.0
2008-02-29,7.1429
2008-03-03,0.0
2008-03-04,-8.8889
2008-03-05,4.878
2008-03-06,-2.3256
2008-03-07,-4.7619
2008-03-10,-10.0
2008-03-11,11.1111
2008-03-12,-12.5
2008-03-13,0.0
2008-03-14,0.0
2008-03-17,11.4286
2008-03-18,-17.9487
2008-03-19,15.625
2008-03-20,-18.9189
2008-03-25,33.3333
2008-03-26,-20.0
2008-04-02,-6.25
2008-04-07,23.3333
2008-04-08,-18.9189
2008-04-09,0.0
2008-04-10,0.0
