ticker,MFAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-09-26,-0.2101
2018-09-27,0.2105
2018-10-01,0.0011
2018-10-03,0.0273
2018-10-04,0.0767
2018-10-05,0.2099
2018-10-08,-0.3141
2018-10-09,0.0
2018-10-10,0.0714
2018-10-11,0.0336
2018-10-12,0.1049
2018-10-15,-0.1048
2018-10-16,0.1049
2018-10-19,0.0
2018-10-22,-0.1048
2018-10-23,-0.106
2018-10-24,0.1061
2018-10-25,0.0
2018-10-26,-0.3148
2018-10-30,0.2105
2018-10-31,0.105
2018-11-01,0.1049
2018-11-02,-0.1048
2018-11-08,0.0
2018-11-14,1.2591999999999999
2018-11-16,0.0
2018-11-19,-0.829
2018-11-20,-0.1045
2018-11-29,1.3598
2018-12-07,-0.2064
2018-12-11,0.2068
2018-12-12,0.0
2018-12-19,-0.0433
2018-12-20,-0.6793
2018-12-21,0.8316
2018-12-24,0.0
2018-12-26,0.2062
2018-12-27,0.0
2018-12-28,-0.2058
2018-12-31,0.0
2019-01-02,0.0
2019-01-03,0.2062
2019-01-04,-0.001
2019-01-07,0.001
2019-01-08,-0.5432
2019-01-09,0.5462
2019-01-10,0.0
2019-01-11,0.2058
2019-01-14,0.308
2019-01-15,-0.3071
2019-01-17,-0.2053
2019-01-28,0.5144
2019-01-29,0.8188
2019-01-30,0.0
2019-01-31,0.0
2019-02-04,0.203
2019-02-05,-0.1013
2019-02-06,0.1014
2019-02-07,-0.304
2019-02-11,0.1016
2019-02-12,0.203
2019-02-13,0.0
2019-02-14,0.1013
2019-02-15,-0.3036
2019-02-19,0.2538
2019-02-20,-0.0506
2019-02-21,0.304
2019-02-22,-0.101
2019-02-25,0.1011
2019-02-26,0.101
2019-02-27,0.0
2019-02-28,0.1009
2019-03-01,-0.2016
2019-03-04,0.403
2019-03-05,-0.3008
2019-03-06,-0.1009
2019-03-07,-0.101
2019-03-08,0.091
2019-03-11,0.1111
2019-03-12,0.0
2019-03-13,0.8073
2019-03-14,-0.8008
2019-03-15,0.2018
2019-03-19,0.2014
2019-03-20,0.0
2019-03-21,-0.1005
2019-03-22,-0.1006
2019-03-25,0.141
2019-03-26,0.1508
2019-03-27,0.1105
2019-03-28,-0.1003
2019-03-29,0.2008
2019-04-01,-0.1002
2019-04-02,0.1003
2019-04-03,0.0
2019-04-04,0.0
2019-04-05,-0.1002
2019-04-08,-0.1003
2019-04-09,0.0251
2019-04-10,0.1757
2019-04-11,0.1002
2019-04-12,0.1001
2019-04-15,-0.2
