ticker,MFAC US Equity
2019-04-17,0.0
2019-04-18,-0.021
2019-04-24,0.1213
2019-04-25,-0.1712
2019-04-26,0.0712
2019-04-29,0.0
2019-04-30,0.3006
2019-05-02,-0.0999
2019-05-03,-0.1
2019-05-06,0.029
2019-05-10,0.0711
2019-05-13,-0.4
2019-05-15,0.6024
2019-05-22,-0.1996
2019-05-28,0.1
2019-05-29,0.0999
2019-05-30,-0.3992
2019-05-31,0.3006
2019-06-03,0.0999
2019-06-04,0.0729
2019-06-05,0.2264
2019-06-11,0.0
2019-06-12,0.0995
2019-06-18,-0.0994
2019-06-25,-0.0995
2019-06-26,0.3984
2019-06-27,-0.3968
2019-07-01,0.3984
2019-07-08,-0.0992
2019-07-10,0.0
2019-07-15,0.1986
2019-07-16,-0.1982
2019-07-17,0.0993
2019-07-18,0.0992
2019-07-19,0.0991
2019-07-22,0.0
2019-07-24,0.297
2019-07-25,-0.0977
2019-07-26,-0.1986
2019-07-29,0.0
2019-07-31,0.0
2019-08-05,-0.099
2019-08-07,0.0991
2019-08-08,-0.198
2019-08-12,-0.3968
2019-08-13,0.7968
2019-08-14,0.0988
2019-08-15,-0.2962
2019-08-16,0.396
2019-08-19,-0.1972
2019-08-20,-0.1976
2019-08-21,0.099
2019-08-22,0.2967
2019-08-23,0.0
2019-08-26,-0.0986
2019-08-27,0.0987
2019-08-29,-0.0986
2019-08-30,0.0997
2019-09-03,0.0976
2019-09-04,0.0
2019-09-05,0.0039
2019-09-09,0.1931
2019-09-10,-0.0983
2019-09-11,0.0
2019-09-13,0.0
2019-09-19,0.3937
2019-09-27,-0.3922
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.126
2019-10-04,-0.2241
2019-10-07,0.0
2019-10-08,-0.197
2019-10-10,0.2962
2019-10-11,-0.0984
2019-10-14,0.0
2019-10-15,0.0985
2019-10-16,0.1969
2019-10-24,0.1965
2019-10-25,-0.0029
2019-10-28,0.0029
2019-10-29,-0.0461
2019-10-30,-0.2835
2019-11-01,-0.063
2019-11-04,0.2165
2019-11-06,0.0786
2019-11-08,0.0981
2019-11-14,0.1961
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,-0.3914
2019-11-25,0.1965
2019-11-26,0.0
2019-12-02,0.5392
2019-12-03,-0.2438
2019-12-04,0.1466
2019-12-05,0.0488
2019-12-06,0.0976
2019-12-09,0.0
2019-12-10,-0.0975
2019-12-11,0.0
2019-12-12,0.0
2019-12-16,0.0
2019-12-17,0.0976
2019-12-20,0.0
2019-12-24,0.0
2019-12-31,0.0
2020-01-02,0.0975
2020-01-03,-0.2434
2020-01-06,0.1464
2020-01-07,0.0975
2020-01-08,0.0
2020-01-09,0.3895
2020-01-10,-0.291
2020-01-13,0.0
2020-01-14,0.1946
2020-01-17,0.3883
2020-01-21,-0.3868
2020-01-22,0.0971
2020-01-23,0.097
2020-01-24,-0.0969
2020-01-27,-0.485
2020-01-28,0.0916
2020-01-29,0.1032
2020-01-30,0.0
2020-02-04,0.4864
2020-02-05,0.0
2020-02-07,-0.1229
2020-02-10,-0.3615
2020-02-18,0.0
2020-02-19,0.6809
2020-02-24,-0.2899
2020-02-28,0.0969
2020-03-02,-0.484
2020-03-04,0.0
2020-03-05,-0.0973
2020-03-06,0.0974
2020-03-09,-0.1946
2020-03-10,0.2437
2020-03-11,-0.2431
2020-03-12,-0.5848
2020-03-13,0.1961
2020-03-16,-1.0763
2020-03-17,0.2967
2020-03-18,1.4793
2020-03-19,-1.7492999999999999
2020-03-20,-0.0989
2020-03-23,5.7426
2020-03-24,-4.0262
2020-03-25,1.3659
2020-03-26,-1.3474
2020-03-27,0.4878
2020-03-30,-0.2913
2020-03-31,0.1947
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,-0.0486
2020-04-07,0.0486
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,0.0
2020-04-14,0.0972
2020-04-15,0.0971
2020-04-16,0.097
2020-04-17,0.0
2020-04-20,-0.0969
2020-04-22,0.0
2020-04-23,0.097
2020-04-24,0.1066
2020-04-29,-0.2033
2020-04-30,0.291
2020-05-01,-0.2901
2020-05-04,0.097
2020-05-05,0.0969
2020-05-06,0.2904
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0541
2020-05-12,-0.054
2020-05-13,0.1506
2020-05-14,0.0906
2020-05-15,0.1444
2020-05-18,-0.0962
2020-05-19,0.0962
2020-05-20,0.2885
2020-05-21,0.0
2020-05-22,-0.1918
2020-05-26,1.2008
2020-05-27,0.3322
2020-05-28,1.2299
2020-05-29,1.3084
2020-06-01,1.0148
2020-06-02,-3.379
2020-06-03,-1.5123
2020-06-04,0.5758
2020-06-05,-0.9542
2020-06-08,5.4913
2020-06-09,-0.9132
2020-06-10,2.1198
2020-06-11,-6.0469
2020-06-12,2.1614
2020-06-15,-0.5172
2020-06-16,0.0
2020-06-17,11.0586
2020-06-18,-1.1064
2020-06-19,-5.3356
2020-06-22,-0.1818
2020-06-23,-0.1821
2020-06-24,-3.4672
2020-06-25,-0.2836
2020-06-26,1.9905
2020-06-29,3.1599
2020-06-30,-1.391
2020-07-01,-1.1018
2020-07-02,0.4619
2020-07-06,-0.5057
2020-07-07,-0.1174
2020-07-08,1.4129
2020-07-09,0.365
2020-07-10,2.3182
2020-07-13,-1.3772
2020-07-14,-2.0721
2020-07-15,0.736
2020-07-16,-1.0429
2020-07-17,-0.2289
2020-07-20,0.407
2020-07-21,-1.7043
2020-07-22,-0.2812
2020-07-23,0.3778
2020-07-24,0.279
2020-07-27,-0.5602
2020-07-28,-0.6573
2020-07-29,-0.7561
2020-07-30,-0.0952
2020-07-31,-0.0953
