ticker,AREXQ US Equity
2008-04-01,-1.6582
2008-04-02,6.2905
2008-04-03,-0.6711
2008-04-04,-1.4128
2008-04-07,1.2461
2008-04-08,-0.8
2008-04-09,0.1861
2008-04-10,2.1672
2008-04-11,-2.6061
2008-04-14,5.1649
2008-04-15,1.716
2008-04-16,2.9087
2008-04-17,1.3567
2008-04-18,1.8963
2008-04-21,-1.6968
2008-04-22,-1.2248999999999999
2008-04-23,1.1838
2008-04-24,0.0557
2008-04-25,3.0067
2008-04-28,2.9189
2008-04-29,-0.6303
2008-04-30,0.1586
2008-05-01,2.6913
2008-05-02,3.9054
2008-05-05,4.8467
2008-05-06,1.8868
2008-05-07,0.9722
2008-05-08,2.0174
2008-05-09,-0.0899
2008-05-12,3.4188
2008-05-13,-1.3049
2008-05-14,-6.3464
2008-05-15,1.0824
2008-05-16,0.6052
2008-05-19,-0.5553
2008-05-20,-2.2801
2008-05-21,6.8571
2008-05-22,1.9607999999999999
2008-05-23,-1.8794
2008-05-27,2.4053
2008-05-28,-2.3487999999999998
2008-05-29,-1.5145
2008-05-30,1.4925
2008-06-02,4.5455
2008-06-03,-5.1151
2008-06-04,-0.0449
2008-06-05,4.1348
2008-06-06,3.4959
2008-06-09,2.3353
2008-06-10,-1.467
2008-06-11,-1.6543
2008-06-12,-6.3919
2008-06-13,0.1797
2008-06-16,0.1794
2008-06-17,1.0743
2008-06-18,1.8601
2008-06-19,3.3913
2008-06-20,-0.2103
2008-06-23,-0.7585
2008-06-24,0.1274
2008-06-25,-2.0356
2008-06-26,4.5022
2008-06-27,9.776299999999999
2008-06-30,1.0943
2008-07-01,6.6815999999999995
2008-07-02,-3.254
2008-07-03,-3.5443
2008-07-07,0.075
2008-07-08,-5.1705
2008-07-09,0.0395
2008-07-10,-0.7899
2008-07-11,2.508
2008-07-14,-1.1262
2008-07-15,-3.535
2008-07-16,-8.7134
2008-07-17,-15.2542
2008-07-18,1.5263
2008-07-21,1.6071
2008-07-22,-7.8571
2008-07-23,-3.3776
2008-07-24,5.9599
2008-07-25,-0.5408
2008-07-28,0.5982
2008-07-29,1.7838
2008-07-30,5.948
2008-07-31,0.802
2008-08-01,-1.5912
2008-08-04,-7.9333
2008-08-05,-0.6037
2008-08-06,-11.0988
2008-08-07,-3.6025
2008-08-08,-10.6314
2008-08-11,5.2632
2008-08-12,-0.7534
2008-08-13,7.4534
2008-08-14,-1.9268
2008-08-15,1.3752
2008-08-18,-3.553
2008-08-19,-1.3396
2008-08-20,1.2899
2008-08-21,-2.3458
2008-08-22,-3.2944
2008-08-25,-1.8453
2008-08-26,1.8077
2008-08-27,4.6875
2008-08-28,-3.5278
2008-08-29,-1.5471
2008-09-02,-6.2857
2008-09-03,-7.5457
2008-09-04,-6.6777
2008-09-05,0.1767
2008-09-08,-5.5556
2008-09-09,-4.2951
2008-09-10,10.439
2008-09-11,8.3039
2008-09-12,12.0718
2008-09-15,-8.4425
2008-09-16,2.9412000000000003
2008-09-17,4.7104
2008-09-18,12.8319
2008-09-19,7.9085
2008-09-22,-5.1484
2008-09-23,-10.281
2008-09-24,-1.5657999999999999
2008-09-25,2.3861
2008-09-26,5.791
2008-09-29,-14.6195
2008-09-30,13.0571
2008-10-01,-5.0484
2008-10-02,-5.3897
2008-10-03,-7.0054
2008-10-06,-6.9536
2008-10-07,-2.5801
2008-10-08,-3.379
2008-10-09,-9.7353
2008-10-10,3.3508
2008-10-13,10.1317
2008-10-14,-4.3238
2008-10-15,-7.5
2008-10-16,-0.9356
2008-10-17,7.4502
2008-10-20,1.7578
2008-10-21,-4.4146
2008-10-22,-9.1365
2008-10-23,-2.7624
2008-10-24,-1.1364
2008-10-27,-8.2759
2008-10-28,6.015
2008-10-29,9.9291
2008-10-30,6.129
2008-10-31,10.4357
2008-11-03,2.3853
2008-11-04,9.8566
2008-11-05,-8.4829
2008-11-06,-0.1783
2008-11-07,14.9107
2008-11-10,4.1181
2008-11-11,-8.1343
2008-11-12,-7.4736
2008-11-13,8.4284
2008-11-14,-22.2672
2008-11-17,-4.7917
2008-11-18,-13.1291
2008-11-19,-7.5567
2008-11-20,-4.9046
2008-11-21,14.8997
2008-11-24,10.8479
2008-11-25,-7.1991
2008-11-26,1.2121
2008-11-28,4.0719
2008-12-01,-5.5236
2008-12-02,6.3337
2008-12-03,1.8328
2008-12-04,-9.4488
2008-12-05,-0.9938
2008-12-08,11.5433
2008-12-09,-10.4612
2008-12-10,2.7638
2008-12-11,-6.357
2008-12-12,0.7833
2008-12-15,-15.4145
2008-12-16,-1.3783
2008-12-17,1.2422
2008-12-18,-4.1411
2008-12-19,-6.08
2008-12-22,5.6218
2008-12-23,2.4194
2008-12-24,-3.9370000000000003
2008-12-26,-1.6393
2008-12-29,0.0
2008-12-30,8.0
2008-12-31,12.8086
2009-01-02,-1.5048
2009-01-05,10.6944
2009-01-06,1.8820999999999999
2009-01-07,-5.1724
2009-01-08,4.2857
2009-01-09,-4.2341
2009-01-12,0.7802
2009-01-13,-5.8065
2009-01-14,0.5479
2009-01-15,5.4496
2009-01-16,-2.4548
2009-01-20,-6.6225000000000005
2009-01-21,9.2199
2009-01-22,-6.4935
2009-01-23,-1.3889
2009-01-26,4.507
2009-01-27,2.1563
2009-01-28,5.0132
2009-01-29,-9.9246
2009-01-30,-3.7657
2009-02-02,2.8986
2009-02-03,0.0
2009-02-04,0.9859
2009-02-05,-0.2789
2009-02-06,6.2937
2009-02-09,6.9737
2009-02-10,-4.428
2009-02-11,3.6036
2009-02-12,-11.0559
2009-02-13,1.9553
2009-02-17,-13.4247
2009-02-18,5.6962
2009-02-19,7.485
2009-02-20,-4.4568
2009-02-23,-1.1662
2009-02-24,3.9823
2009-02-25,-4.9645
2009-02-26,-1.4925
2009-02-27,1.8182
2009-03-02,-6.6964
2009-03-03,-1.5949
2009-03-04,0.3241
2009-03-05,-12.2779
2009-03-06,-9.0239
2009-03-09,-4.4534
2009-03-10,10.8051
2009-03-11,-17.2084
2009-03-12,-5.3118
2009-03-13,13.1707
2009-03-16,7.3276
2009-03-17,7.2289
2009-03-18,9.176
2009-03-19,-0.6861
2009-03-20,0.3454
2009-03-23,14.6299
2009-03-24,-1.8018
2009-03-25,0.3058
2009-03-26,-1.9817
2009-03-27,-6.5319
2009-03-30,3.6606
2009-03-31,-0.4815
2009-04-01,-8.2258
2009-04-02,10.7206
2009-04-03,1.5873
2009-04-06,-2.8125
2009-04-07,-10.7717
2009-04-08,3.6036
2009-04-09,1.2174
2009-04-13,0.0
2009-04-14,-2.2337
2009-04-15,6.3269
2009-04-16,8.4298
2009-04-17,0.0
2009-04-20,-3.2012
2009-04-21,8.189
2009-04-22,-1.8923
2009-04-23,-1.1869
2009-04-24,7.2072
2009-04-27,-5.4622
2009-04-28,2.5185
2009-04-29,2.6012
2009-04-30,0.0
2009-05-01,0.5634
2009-05-04,6.1625
2009-05-05,3.1662
2009-05-06,-0.8951
2009-05-07,1.0323
2009-05-08,2.1711
2009-05-11,-1.625
2009-05-12,-1.3977
2009-05-13,-3.2216
2009-05-14,4.9268
2009-05-15,-3.4264
2009-05-18,0.657
2009-05-19,4.8303
2009-05-20,5.3549
2009-05-21,-6.7376000000000005
2009-05-22,1.2674
2009-05-26,-1.1264
2009-05-27,-0.6329
2009-05-28,9.9363
2009-05-29,3.5921
2009-06-01,0.6711
2009-06-02,-1.0
2009-06-03,-1.2346
2009-06-04,1.1364
2009-06-05,-0.1124
2009-06-08,-1.3498
2009-06-09,1.4823
2009-06-10,-0.7865
2009-06-11,0.3398
2009-06-12,0.5643
2009-06-15,-4.7138
2009-06-16,-1.8846
2009-06-17,-3.4814
2009-06-18,-1.8657
2009-06-19,-7.7313
2009-06-22,-3.8462
2009-06-23,-0.5714
2009-06-24,-0.7184
2009-06-25,-1.8813
2009-06-26,2.5074
2009-06-29,2.8777
2009-06-30,-3.4965
2009-07-01,-0.8696
2009-07-02,-3.6550000000000002
2009-07-06,1.6692
2009-07-07,-0.597
2009-07-08,0.1502
2009-07-09,-0.4498
2009-07-10,0.4518
2009-07-13,2.6987
2009-07-14,2.3358
2009-07-15,3.4237
2009-07-16,-5.2414
2009-07-17,6.2591
2009-07-20,-2.3288
2009-07-21,3.0856
2009-07-22,-1.4966
2009-07-23,-0.2762
2009-07-24,-0.554
2009-07-27,-2.6462
2009-07-28,-1.7167
2009-07-29,-1.8923
2009-07-30,0.1484
2009-07-31,3.8519
2009-08-03,1.7118
2009-08-04,-1.5428
2009-08-05,-1.4245
2009-08-06,2.6012
2009-08-07,5.0
2009-08-10,0.7378
2009-08-11,-2.2636
2009-08-12,3.951
2009-08-13,0.5242
2009-08-14,-2.6076
2009-08-17,-2.6774
2009-08-18,4.2641
2009-08-19,-1.9788999999999999
2009-08-20,1.2113
2009-08-21,7.7128
2009-08-24,-4.1975
2009-08-25,-2.3196
2009-08-26,0.9235
2009-08-27,1.6993
2009-08-28,-1.671
2009-08-31,-1.9607999999999999
2009-09-01,0.4
2009-09-02,0.1328
2009-09-03,-3.7135
2009-09-04,4.1322
2009-09-08,2.1164
2009-09-09,3.6269
2009-09-10,2.625
2009-09-11,3.0451
2009-09-14,-0.4728
2009-09-15,0.0
2009-09-16,1.6627
2009-09-17,1.285
2009-09-18,8.3045
2009-09-21,0.1065
2009-09-22,1.9149
2009-09-23,-4.3841
2009-09-24,-4.476
2009-09-25,3.0857
2009-09-28,0.3326
2009-09-29,1.8784999999999998
2009-09-30,-1.5184
2009-10-01,-6.8282
2009-10-02,0.8274
2009-10-05,2.4619
2009-10-06,6.865
2009-10-07,-2.9979
2009-10-08,3.0905
2009-10-09,1.2848
2009-10-12,4.5455
2009-10-13,0.1011
2009-10-14,-3.0303
2009-10-15,-4.1667
2009-10-16,2.0652
2009-10-19,0.852
2009-10-20,0.528
2009-10-21,-1.0504
2009-10-22,-0.1062
2009-10-23,-4.2508
2009-10-26,-5.6604
2009-10-27,-5.0588
2009-10-28,-0.3717
2009-10-29,1.1194
2009-10-30,-4.551
2009-11-02,-2.9638999999999998
2009-11-03,7.3041
2009-11-04,-7.1782
2009-11-05,-2.9333
2009-11-06,-3.022
2009-11-09,4.3909
2009-11-10,-1.6282
2009-11-11,-0.5517
2009-11-12,-4.8544
2009-11-13,3.9359
2009-11-16,5.7504
2009-11-17,0.1326
2009-11-18,3.1788
2009-11-19,-2.8241
2009-11-20,-1.7173
2009-11-23,-0.8065
2009-11-24,-5.2846
2009-11-25,3.4335
2009-11-27,-1.2448
2009-11-30,-1.9607999999999999
2009-12-01,-0.5714
2009-12-02,-2.2989
2009-12-03,-1.6176
2009-12-04,-2.5411
2009-12-07,-0.1534
2009-12-08,-1.3825
2009-12-09,-0.4673
2009-12-10,-0.626
2009-12-11,-0.4724
2009-12-14,2.057
2009-12-15,-2.4806
2009-12-16,9.062
2009-12-17,4.3732
2009-12-18,3.9106
2009-12-21,0.1344
2009-12-22,1.745
2009-12-23,6.2005
2009-12-24,-0.9938
2009-12-28,-0.8783
2009-12-29,-1.2658
2009-12-30,0.2564
2009-12-31,-1.2788
2010-01-04,2.3316
2010-01-05,-2.7848
2010-01-06,0.651
2010-01-07,0.1294
2010-01-08,2.584
2010-01-11,1.3854
2010-01-12,-2.2359999999999998
2010-01-13,8.2592
2010-01-14,0.7042
2010-01-15,-3.6131
2010-01-19,3.3857
2010-01-20,-2.807
2010-01-21,-0.1203
2010-01-22,-2.6506
2010-01-25,-0.8663
2010-01-26,0.0
2010-01-27,1.4981
2010-01-28,-1.23
2010-01-29,-0.2491
2010-02-01,4.9938
2010-02-02,0.4756
2010-02-03,-3.5503
2010-02-04,-1.8405
2010-02-05,0.625
2010-02-08,-0.6211
2010-02-09,1.5
2010-02-10,-0.3695
2010-02-11,3.4611
2010-02-12,2.0311
2010-02-16,0.9368
2010-02-17,-1.2761
2010-02-18,-0.1175
2010-02-19,-1.5293999999999999
2010-02-22,-0.4779
2010-02-23,1.4405999999999999
2010-02-24,-0.5917
2010-02-25,-1.5476
2010-02-26,0.4837
2010-03-01,2.4067
2010-03-02,-0.1175
2010-03-03,-0.3529
2010-03-04,0.7084
2010-03-05,4.6893
2010-03-08,0.224
2010-03-09,7.486
2010-03-10,-1.2474
2010-03-11,-0.4211
2010-03-12,-3.4884
2010-03-15,1.2048
2010-03-16,0.974
2010-03-17,1.3934
2010-03-18,-3.0655
2010-03-19,-0.3272
2010-03-22,0.2188
2010-03-23,1.4192
2010-03-24,0.4306
2010-03-25,-2.358
2010-03-26,-1.0977
2010-03-29,0.0
2010-03-30,-0.111
2010-03-31,0.8889
2010-04-01,3.7445
2010-04-05,-1.38
2010-04-06,1.0764
2010-04-07,-0.639
2010-04-08,1.0718
2010-04-09,-0.4242
2010-04-12,-0.852
2010-04-13,-2.7927
2010-04-14,-0.5525
2010-04-15,-0.2222
2010-04-16,0.1114
2010-04-19,-1.2236
2010-04-20,0.9009
2010-04-21,-1.4509
2010-04-22,1.359
2010-04-23,5.5866
2010-04-26,-2.7513
2010-04-27,-2.2851
2010-04-28,2.4499
2010-04-29,0.5435
2010-04-30,-3.2432
2010-05-03,0.3352
2010-05-04,-2.1158
2010-05-05,-0.7964
2010-05-06,-8.6009
2010-05-07,-6.7754
2010-05-10,2.961
2010-05-11,-0.7843
2010-05-12,4.2161
2010-05-13,0.5057
2010-05-14,-1.2579
2010-05-17,-1.5287
2010-05-18,-1.8111000000000002
2010-05-19,-0.6588
2010-05-20,-3.4483
2010-05-21,-0.6868
2010-05-24,-7.6072
2010-05-25,1.7964
2010-05-26,1.6176
2010-05-27,5.0651
2010-05-28,-1.2397
2010-06-01,-2.6499
2010-06-02,2.4355
2010-06-03,4.6154
2010-06-04,-0.6016
2010-06-07,1.9502000000000002
2010-06-08,0.2639
2010-06-09,5.2632
2010-06-10,2.375
2010-06-11,1.5873
2010-06-14,-2.524
2010-06-15,-1.3564
2010-06-16,0.625
2010-06-17,1.8634
2010-06-18,-0.7317
2010-06-21,-3.0713
2010-06-22,-2.6616
2010-06-23,2.9948
2010-06-24,1.2642
2010-06-25,3.4956
2010-06-28,-10.4946
2010-06-29,-3.7736
2010-06-30,-3.6414999999999997
2010-07-01,-2.0349
2010-07-02,-2.9674
2010-07-06,-2.4465
2010-07-07,1.8809
2010-07-08,0.7692
2010-07-09,1.5267
2010-07-12,-1.3534
2010-07-13,3.6585
2010-07-14,6.4706
2010-07-15,-6.6298
2010-07-16,-5.2885
2010-07-19,-2.5381
2010-07-20,6.891
2010-07-21,0.5997
2010-07-22,3.8748
2010-07-23,3.4433
2010-07-26,-4.0222
2010-07-27,1.3006
2010-07-28,0.0
2010-07-29,-1.8545
2010-07-30,-2.0349
2010-08-02,0.1484
2010-08-03,3.4074
2010-08-04,28.2235
2010-08-05,-5.0279
2010-08-06,2.2353
2010-08-09,0.6904
2010-08-10,-1.9428999999999998
2010-08-11,-4.4289
2010-08-12,0.9756
2010-08-13,-0.7246
2010-08-16,-2.4331
2010-08-17,4.8628
2010-08-18,-1.1891
2010-08-19,-4.3321
2010-08-20,-4.4025
2010-08-23,-2.3684
2010-08-24,1.4825
2010-08-25,5.1793
2010-08-26,4.4192
2010-08-27,5.5623000000000005
2010-08-30,-3.2073
2010-08-31,2.9586
2010-09-01,3.4483
2010-09-02,0.3333
2010-09-03,0.2215
2010-09-07,-2.6519
2010-09-08,0.454
2010-09-09,1.9209
2010-09-10,11.4191
2010-09-13,3.2836
2010-09-14,-1.1561
2010-09-15,-1.1696
2010-09-16,0.789
2010-09-17,0.3914
2010-09-20,2.4366
2010-09-21,2.2835
2010-09-22,3.4419
2010-09-23,-1.259
2010-09-24,3.643
2010-09-27,-0.9666
2010-09-28,0.2662
2010-09-29,0.0885
2010-09-30,-1.1494
2010-10-01,-1.1628
2010-10-04,4.5249
2010-10-05,4.9351
2010-10-06,4.7855
2010-10-07,-1.1811
2010-10-08,6.7729
2010-10-11,-2.1642
2010-10-12,-1.6781000000000001
2010-10-13,0.7758
2010-10-14,4.388
2010-10-15,0.2212
2010-10-18,0.0
2010-10-19,3.6056
2010-10-20,7.9545
2010-10-21,-0.7237
2010-10-22,2.5182
2010-10-25,0.9696
2010-10-26,-0.7682
2010-10-27,-1.1613
2010-10-28,0.9138
2010-10-29,-0.0647
2010-11-01,-0.9061
2010-11-02,1.6329
2010-11-03,0.5784
2010-11-04,-0.7668
2010-11-05,1.0303
2010-11-08,0.5736
2010-11-09,3.1686
2010-11-10,1.9042
2010-11-11,12.8391
2010-11-12,-0.9081
2010-11-15,7.8706
2010-11-16,-8.096
2010-11-17,-2.0663
2010-11-18,3.6090999999999998
2010-11-19,1.9828999999999999
2010-11-22,-1.1035
2010-11-23,-2.3911
2010-11-24,1.4698
2010-11-26,0.8047
2010-11-29,0.5322
2010-11-30,-3.2822
2010-12-01,3.7218999999999998
2010-12-02,10.8179
2010-12-03,-3.4286
2010-12-06,7.2485
2010-12-07,-0.5517
2010-12-08,-0.9709
2010-12-09,-2.9412000000000003
2010-12-10,0.0481
2010-12-13,0.8654
2010-12-14,-2.2879
2010-12-15,-2.6829
2010-12-16,0.5013
2010-12-17,4.2893
2010-12-20,5.0215
2010-12-21,7.5592
2010-12-22,-0.6774
2010-12-23,-2.5575
2010-12-27,-0.35
2010-12-28,0.5707
2010-12-29,0.0436
2010-12-30,0.7853
2010-12-31,0.0
2011-01-03,2.9436999999999998
2011-01-04,-1.8502999999999998
2011-01-05,2.1422
2011-01-06,0.2936
2011-01-07,-0.9619
2011-01-10,3.1672
2011-01-11,1.8011
2011-01-12,0.6031
2011-01-13,1.4388
2011-01-14,-0.3546
2011-01-18,-1.7003
2011-01-19,-6.3154
2011-01-20,4.4654
2011-01-21,1.3564
2011-01-24,-1.176
2011-01-25,-1.5183
2011-01-26,4.0833
2011-01-27,5.1241
2011-01-28,0.0
2011-01-31,1.5613000000000001
2011-02-01,2.6997
2011-02-02,3.3224
2011-02-03,0.6714
2011-02-04,-3.3345000000000002
2011-02-07,1.8881999999999999
2011-02-08,-0.1426
2011-02-09,-2.9622
2011-02-10,1.7654
2011-02-11,1.7709000000000001
2011-02-14,2.6989
2011-02-15,-0.4495
2011-02-16,2.8829000000000002
2011-02-17,4.2539
2011-02-18,5.1813
2011-02-22,-2.9557
2011-02-23,1.5546
2011-02-24,-0.1874
2011-02-25,0.7512
2011-02-28,1.1184
2011-03-01,-4.3932
2011-03-02,2.9884
2011-03-03,-0.2808
2011-03-04,-0.0313
2011-03-07,-0.3756
2011-03-08,-6.0478
2011-03-09,-3.9625
2011-03-10,0.1045
2011-03-11,0.6957
2011-03-14,0.3454
2011-03-15,-1.8244
2011-03-16,1.6129
2011-03-17,1.1387
2011-03-18,-2.7636
2011-03-21,7.8596
2011-03-22,0.0
2011-03-23,-1.3988
2011-03-24,2.2765
2011-03-25,2.3548
2011-03-28,-4.948
2011-03-29,3.0836
2011-03-30,3.7311
2011-03-31,4.093
2011-04-01,-5.0343
2011-04-04,0.4391
2011-04-05,0.5621
2011-04-06,-1.677
2011-04-07,-0.7581
2011-04-08,-1.0503
2011-04-11,-7.0441
2011-04-12,-4.7751
2011-04-13,0.7631
2011-04-14,0.577
2011-04-15,-0.5737
2011-04-18,-0.7934
2011-04-19,1.1996
2011-04-20,3.9511
2011-04-21,4.7684999999999995
2011-04-25,-2.6879999999999997
2011-04-26,1.4404
2011-04-27,-0.9021
2011-04-28,-1.4498
2011-04-29,0.7184
2011-05-02,-8.8995
2011-05-03,-2.9455999999999998
2011-05-04,-9.950099999999999
2011-05-05,-1.8771
2011-05-06,7.4348
2011-05-09,3.3994
2011-05-10,-1.4873
2011-05-11,-4.6484
2011-05-12,-0.875
2011-05-13,-1.9336
2011-05-16,-3.7291
2011-05-17,1.4693
2011-05-18,5.7481
2011-05-19,-0.1037
2011-05-20,3.6345
2011-05-23,-2.4449
2011-05-24,2.9581
2011-05-25,2.2745
2011-05-26,1.6777
2011-05-27,0.2302
2011-05-31,-0.3063
2011-06-01,-0.384
2011-06-02,0.8096
2011-06-03,-0.4589
2011-06-06,-2.1129
2011-06-07,-5.4945
2011-06-08,-3.2392
2011-06-09,-3.0043
2011-06-10,-6.2832
2011-06-13,-6.3739
2011-06-14,2.7736
2011-06-15,0.7851
2011-06-16,4.1383
2011-06-17,-8.2749
2011-06-20,3.4659
2011-06-21,4.8768
2011-06-22,4.0864
2011-06-23,0.1354
2011-06-24,-1.8927
2011-06-27,0.1378
2011-06-28,7.3394
2011-06-29,0.1709
2011-06-30,-3.285
2011-07-01,0.794
2011-07-05,5.7768
2011-07-06,-0.0414
2011-07-07,0.4967
2011-07-08,-0.6178
2011-07-11,-3.564
2011-07-12,0.8165
2011-07-13,1.1083
2011-07-14,-2.3609
2011-07-15,10.8377
2011-07-18,-2.1814999999999998
2011-07-19,8.0048
2011-07-20,-0.1106
2011-07-21,-0.443
2011-07-22,4.8202
2011-07-25,-4.6339
2011-07-26,-1.4466
2011-07-27,-1.8818000000000001
2011-07-28,0.1534
2011-07-29,-0.5745
2011-08-01,1.6949
2011-08-02,-0.4924
2011-08-03,-12.2954
2011-08-04,-10.0694
2011-08-05,-3.1853
2011-08-08,-8.7737
2011-08-09,0.765
2011-08-10,-3.0369
2011-08-11,15.7159
2011-08-12,-0.6767
2011-08-15,4.8175
2011-08-16,-5.4318
2011-08-17,-1.8655
2011-08-18,-12.1061
2011-08-19,-4.7809
2011-08-22,-4.6623
2011-08-23,8.1505
2011-08-24,2.6087
2011-08-25,-5.3107
2011-08-26,1.074
2011-08-29,6.9067
2011-08-30,3.2027
2011-08-31,-0.6956
2011-09-01,-0.7004
2011-09-02,-1.5735000000000001
2011-09-06,-0.2205
2011-09-07,8.0663
2011-09-08,-0.5112
2011-09-09,-3.186
2011-09-12,0.7962
2011-09-13,6.2138
2011-09-14,1.4874
2011-09-15,5.4226
2011-09-16,-2.2243
2011-09-19,1.4692
2011-09-20,-0.5138
2011-09-21,-4.507
2011-09-22,-9.4887
2011-09-23,-6.0837
2011-09-26,-0.1157
2011-09-27,7.817
2011-09-28,-10.0967
2011-09-29,4.2413
2011-09-30,-2.6361
2011-10-03,-9.947
2011-10-04,9.4118
2011-10-05,4.8387
2011-10-06,4.5584
2011-10-07,0.0
2011-10-10,7.9019
2011-10-11,6.6667
2011-10-12,7.1023
2011-10-13,-2.8294
2011-10-14,7.1884
2011-10-17,-3.9898
2011-10-18,4.4651
2011-10-19,-6.898
2011-10-20,5.6818
2011-10-21,0.043
2011-10-24,6.2769
2011-10-25,-5.7039
2011-10-26,1.8018
2011-10-27,13.5272
2011-10-28,-3.0067
2011-10-31,-6.5825
2011-11-01,-1.5158
2011-11-02,13.1448
2011-11-03,1.1397
2011-11-04,4.1439
2011-11-07,-0.1745
2011-11-08,0.3846
2011-11-09,-8.5684
2011-11-10,10.9333
2011-11-11,2.9533
2011-11-14,-1.1674
2011-11-15,-2.16
2011-11-16,0.1725
2011-11-17,-4.0289
2011-11-18,1.8658000000000001
2011-11-21,0.2113
2011-11-22,1.3708
2011-11-23,-6.38
2011-11-25,-0.2593
2011-11-28,8.1693
2011-11-29,-0.3776
2011-11-30,7.7877
2011-12-01,-1.2468
2011-12-02,1.2949
2011-12-05,1.9815
2011-12-06,3.0398
2011-12-07,-7.8467
2011-12-08,-1.9802
2011-12-09,6.0606
2011-12-12,-4.7619
2011-12-13,-1.4
2011-12-14,-6.6261
2011-12-15,-0.6879
2011-12-16,6.4892
2011-12-19,-3.0469
2011-12-20,6.0381
2011-12-21,0.5661
2011-12-22,0.7285
2011-12-23,-0.0657
2011-12-27,1.4144999999999999
2011-12-28,-4.314
2011-12-29,1.322
2011-12-30,-1.6059
2012-01-03,6.1884
2012-01-04,0.1281
2012-01-05,2.0787
2012-01-06,2.2556
2012-01-09,-0.7659
2012-01-10,-1.2349
2012-01-11,-1.3442
2012-01-12,2.2497
2012-01-13,-2.2312
2012-01-17,0.5388
2012-01-18,3.8146
2012-01-19,-0.6985
2012-01-20,-1.6208
2012-01-23,5.0979
2012-01-24,1.5084
2012-01-25,0.2914
2012-01-26,-2.4114
2012-01-27,1.1611
2012-01-30,-0.0883
2012-01-31,3.4757
2012-02-01,-0.6262
2012-02-02,-0.3724
2012-02-03,4.1691
2012-02-06,-0.1104
2012-02-07,1.4369
2012-02-08,-1.6343999999999999
2012-02-09,-1.0246
2012-02-10,-2.4902
2012-02-13,1.7791000000000001
2012-02-14,1.5788
2012-02-15,0.8049
2012-02-16,3.9372
2012-02-17,-2.8874
2012-02-21,0.4092
2012-02-22,0.2445
2012-02-23,2.3577
2012-02-24,1.4562
2012-02-27,-2.2965
2012-02-28,-1.7094
2012-02-29,-6.087
2012-03-01,1.4468
2012-03-02,-2.8237
2012-03-05,-3.1406
2012-03-06,2.1212
2012-03-07,2.8487
2012-03-08,1.2118
2012-03-09,1.0262
2012-03-12,-0.3386
2012-03-13,1.7837
2012-03-14,-0.3616
2012-03-15,0.5863
2012-03-16,2.1371
2012-03-19,0.625
2012-03-20,-1.4583
2012-03-21,1.014
2012-03-22,-2.9843
2012-03-23,5.5089
2012-03-26,0.0795
2012-03-27,-2.1451000000000002
2012-03-28,-0.3789
2012-03-29,-2.1733000000000002
2012-03-30,2.6104000000000003
