ticker,SLNO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-13,-40.2157
2014-11-14,3.3505
2014-11-17,0.7481
2014-11-18,-0.9901
2014-11-19,-2.5
2014-11-20,-2.5641
2014-11-21,2.8947000000000003
2014-11-24,-7.9284
2014-11-25,3.0556
2014-11-26,-10.7817
2014-11-28,0.6042
2014-12-01,1.4977
2014-12-02,-14.198
2014-12-03,-13.1034
2014-12-04,3.1746
2014-12-05,4.1923
2014-12-08,-1.6311
2014-12-09,1.3204
2014-12-11,0.0
2014-12-12,-7.4074
2014-12-15,-7.6
2014-12-16,-9.0909
2014-12-17,-20.9524
2014-12-18,0.0
2014-12-19,0.5949
2014-12-22,-1.1902
2014-12-23,-4.2348
2014-12-24,6.3207
2014-12-29,2.3810000000000002
2014-12-30,-12.7907
2014-12-31,-0.5583
2015-01-02,0.5615
2015-01-05,6.5333
2015-01-06,5.7494
2015-01-07,-2.9514
2015-01-08,3.689
2015-01-09,8.2035
2015-01-12,-2.1739
2015-01-13,5.0556
2015-01-14,-2.1682
2015-01-15,-10.2703
2015-01-16,6.0241
2015-01-20,-8.5227
2015-01-21,5.5901
2015-01-22,-14.1176
2015-01-23,-9.589
2015-01-26,-9.0909
2015-01-27,-1.6667
2015-01-28,3.3898
2015-01-29,15.5738
2015-01-30,-5.6738
2015-02-02,27.0677
2015-02-03,-4.142
2015-02-04,-3.0864
2015-02-05,6.3694
2015-02-06,2.3952
2015-02-09,-2.3392
2015-02-10,0.5988
2015-02-11,-0.2381
2015-02-12,-0.9547
2015-02-13,6.6265
2015-02-17,37.2881
2015-02-18,145.2675
2015-02-19,-1.3423
2015-02-20,-7.3129
2015-02-23,19.2661
2015-02-24,6.9231
2015-02-25,-8.3453
2015-02-26,9.5761
2015-02-27,-9.7421
2015-03-02,1.746
2015-03-03,17.0047
2015-03-04,16.6667
2015-03-05,-15.7714
2015-03-06,-3.5278
2015-03-09,-14.0647
2015-03-10,-9.329
2015-03-11,27.0758
2015-03-12,-13.2102
2015-03-13,4.0917
2015-03-16,-1.2579
2015-03-17,-1.1146
2015-03-18,-2.4154999999999998
2015-03-19,-5.9406
2015-03-20,-5.7895
2015-03-23,17.5047
2015-03-24,-2.6941
2015-03-25,-3.9088000000000003
2015-03-26,-2.2034
2015-03-27,4.1594
2015-03-30,0.8319
2015-03-31,5.6106
2015-04-01,9.2187
2015-04-02,6.5808
2015-04-06,-2.6846
2015-04-07,1.3793
2015-04-08,-8.1633
2015-04-09,-2.8889
