ticker,VTYB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-03-19,11.465
2018-04-20,-2.6286
2018-04-24,0.0
2018-04-27,0.2347
2018-04-30,0.0235
2018-05-10,-0.0235
2018-05-15,0.0
2018-05-22,1.5258
2018-05-31,-1.5029
2018-06-06,0.0
2018-06-08,0.0
2018-06-12,0.0
2018-06-14,0.0
2018-06-18,-1.4085
2018-06-25,0.0
2018-06-26,-1.1905000000000001
2018-07-09,-6.0241
2018-07-11,0.0
2018-07-13,1.2821
2018-07-26,1.2658
2018-07-27,0.0
2018-07-31,0.6
2018-08-01,0.0249
2018-08-07,1.8634
2018-08-13,-0.3667
2018-08-15,-4.908
2018-08-17,1.2903
2018-08-20,0.2548
2018-08-21,1.0165
2018-08-22,0.0
2018-08-23,0.6289
2018-08-27,0.0
2018-08-28,-1.25
2018-08-30,-1.8987
2018-09-18,3.2258
2018-09-21,-1.25
2018-10-11,-1.2658
2018-10-29,1.9231
2018-11-01,0.0
2018-11-07,-1.7610000000000001
2018-11-26,2.0539
2018-12-03,-0.6289
2018-12-06,-0.4747
2018-12-11,-1.6852
2018-12-21,-4.3984
2018-12-24,-1.8944999999999999
2018-12-26,0.0
2019-01-07,-1.3793
2019-01-11,-2.0979
2019-01-14,0.1429
2019-01-15,-1.5692
2019-01-17,1.4493
2019-01-24,-1.2857
2019-01-28,1.3025
2019-01-29,7.1429
2019-01-31,0.0
2019-02-04,-1.0667
2019-02-05,1.0782
2019-02-06,0.6667
2019-02-07,2.5497
2019-02-15,0.4211
2019-02-19,0.0
2019-02-21,0.0
2019-02-22,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-12,0.0
2019-03-14,1.9355
2019-03-19,3.1646
2019-03-22,0.1227
2019-03-27,1.5931
2019-03-28,2.4125
2019-03-29,-2.2379
2019-04-03,-3.6145
2019-04-05,1.875
2019-04-08,6.7485
2019-04-09,0.0
2019-04-17,-5.7471
2019-04-18,4.878
2019-04-23,-4.3023
2019-04-26,3.2807
2019-04-30,0.0
2019-05-02,0.1118
2019-05-03,0.0059
2019-05-08,2.8202
2019-05-13,-2.4
2019-05-16,1.2881
2019-05-17,0.0
2019-05-24,0.578
2019-05-30,3.5057
2019-06-14,0.2227
2019-06-20,0.0
2019-07-16,1.1111
2019-07-17,0.5495
2019-07-18,3.0601
2019-07-22,-1.9088
2019-07-24,3.7838000000000003
2019-07-25,0.0
2019-07-29,0.0
2019-07-31,2.0833
2019-08-01,2.0408
2019-08-02,4.4
2019-08-05,-3.2567
2019-08-06,-1.9802
2019-08-13,0.9091
2019-08-21,2.002
2019-08-26,-1.8646
2019-08-27,-1.0
2019-08-28,-1.0101
2019-08-29,-0.2551
2019-08-30,2.5641
2019-09-03,-3.0
2019-09-20,4.1237
2019-09-26,-0.495
2019-10-08,0.0
2019-10-11,-1.8904999999999998
2019-10-14,7.5051
2019-10-16,-0.0943
2019-10-23,0.0
2019-10-25,0.0
2019-10-28,-0.3777
2019-11-04,0.0
2019-11-06,-3.7915
2019-11-07,0.0
2019-11-13,1.9704000000000002
2019-11-20,-1.3527
2019-11-21,0.9794
2019-11-27,0.6305
2019-11-29,-1.4493
2019-12-02,1.4706000000000001
2019-12-04,3.285
2019-12-10,-3.6483
2019-12-12,0.0
2019-12-17,0.0
2019-12-20,-0.1942
2019-12-24,0.1946
2019-12-26,0.0
2019-12-27,-0.0485
2019-12-31,-0.1943
2020-01-07,0.2433
2020-01-08,-0.3883
2020-01-13,-0.0975
2020-01-14,0.4878
2020-01-27,1.8932
2020-01-28,1.0958
2020-01-29,3.6757999999999997
2020-02-03,0.9132
2020-02-07,1.81
2020-02-24,-5.3333
2020-02-25,-2.6291
2020-02-28,-1.0608
2020-03-05,-2.5341
2020-03-09,-1.0
2020-03-10,-11.6162
2020-03-11,-3.0857
2020-03-12,-2.1226
2020-03-18,-1.2048
2020-03-19,-6.3415
2020-03-20,-8.8542
2020-03-23,-17.8571
2020-03-24,8.6957
2020-03-25,6.4
2020-03-27,19.5489
2020-04-01,-1.8868
2020-04-03,-3.8462
2020-04-07,-6.6667
2020-04-16,0.7143
2020-04-24,0.0
2020-05-06,0.9929
2020-05-07,4.6348
2020-05-12,7.3826
2020-05-13,0.0
2020-05-14,0.0
2020-05-19,0.0
2020-05-26,2.5
2020-05-28,8.7805
2020-05-29,-0.2242
2020-06-16,5.7627
2020-06-25,-0.1068
2020-06-29,-9.0909
2020-06-30,5.8824
2020-07-06,-5.5556
2020-07-09,0.1176
2020-07-17,1.0576
2020-07-20,-1.1628
2020-07-22,-2.8235
2020-07-31,2.9055999999999997
