ticker,STRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-09-27,1.3333
2018-09-28,-1.3158
2018-10-01,-2.3333
2018-10-02,1.0239
2018-10-03,-0.2027
2018-10-04,-0.7448
2018-10-05,1.296
2018-10-08,-1.2795
2018-10-09,1.296
2018-10-10,-1.0774
2018-10-11,-1.7699
2018-10-12,-0.2772
2018-10-15,0.2085
2018-10-16,-0.0693
2018-10-17,-0.0694
2018-10-18,1.0417
2018-10-19,-0.1375
2018-10-22,-0.3441
2018-10-23,-2.4862
2018-10-24,-0.8499
2018-10-25,-1.0714
2018-10-26,-2.2383
2018-10-29,-4.2097
2018-10-30,-4.7803
2018-10-31,-3.8057
2018-11-01,0.9259
2018-11-02,0.9174
2018-11-05,-2.8926
2018-11-06,3.0638
2018-11-07,7.3493
2018-11-08,9.461500000000001
2018-11-09,-5.7625
2018-11-12,1.1931
2018-11-13,-1.9897
2018-11-14,-12.6316
2018-11-15,8.6919
2018-11-16,-1.1085
2018-11-19,-7.446
2018-11-20,-14.1003
2018-11-21,-0.1007
2018-11-23,8.9718
2018-11-26,0.37
2018-11-27,-7.0968
2018-11-28,2.0833
2018-11-29,2.8183
2018-11-30,-0.8507
2018-12-03,5.8151
2018-12-04,-7.9279
2018-12-06,-1.7612999999999999
2018-12-07,2.2908
2018-12-10,16.4557
2018-12-11,-15.301
2018-12-12,-0.2962
2018-12-13,0.9901
2018-12-14,0.1961
2018-12-17,-1.1742
2018-12-18,-3.4653
2018-12-19,0.0
2018-12-20,-6.5641
2018-12-21,-1.3172
2018-12-24,0.1112
2018-12-26,5.7778
2018-12-27,-3.4664
2018-12-28,-5.4407
2018-12-31,3.7975
2019-01-02,11.8625
2019-01-03,-8.8206
2019-01-04,21.8478
2019-01-07,2.9438
2019-01-08,1.4731
2019-01-09,1.3664
2019-01-10,-2.3589
2019-01-11,-6.6437
2019-01-14,-11.183
2019-01-15,11.1342
2019-01-16,-1.4981
2019-01-17,-7.1293
2019-01-18,2.3541
2019-01-22,-2.4
2019-01-23,7.582
2019-01-24,-3.1429
2019-01-25,3.7365
2019-01-28,-1.7062
2019-01-29,0.7715
2019-01-30,2.201
2019-01-31,-0.9363
2019-02-01,0.4726
2019-02-04,0.8937
2019-02-05,-0.6061
2019-02-06,-1.1257
2019-02-07,-0.759
2019-02-08,-0.3824
2019-02-11,8.1574
2019-02-12,-3.2831
2019-02-13,-4.5872
2019-02-14,-6.8269
2019-02-15,1.7544
2019-02-19,4.6653
