ticker,STRO US Equity
2019-02-20,-2.8101000000000003
2019-02-21,0.6979
2019-02-22,5.3465
2019-02-25,-5.7331
2019-02-26,-4.0877
2019-02-27,-6.341
2019-02-28,-2.3307
2019-03-01,0.6818
2019-03-04,2.1445
2019-03-05,-0.7735
2019-03-06,-1.3363
2019-03-07,0.4515
2019-03-08,5.618
2019-03-11,11.0638
2019-03-12,0.0958
2019-03-13,6.9856
2019-03-14,-0.805
2019-03-15,3.2462
2019-03-18,-1.8340999999999998
2019-03-19,1.3345
2019-03-20,-0.878
2019-03-21,-1.9485999999999999
2019-03-22,-2.981
2019-03-25,0.7449
2019-03-26,0.1848
2019-03-27,-2.3985
2019-03-28,1.2287
2019-03-29,6.3492
2019-04-01,1.7559
2019-04-02,3.5375
2019-04-03,-2.5833
2019-04-04,-1.9675
2019-04-05,-1.8325
2019-04-08,0.0889
2019-04-09,-2.3091
2019-04-10,-0.0909
2019-04-11,4.0946
2019-04-12,2.8846
2019-04-15,0.1699
2019-04-16,-3.6471999999999998
2019-04-17,-5.8979
2019-04-18,-2.9935
2019-04-22,-4.5323
2019-04-23,1.6162
2019-04-24,-0.2982
2019-04-25,1.6949
2019-04-26,-5.0
2019-04-29,4.2312
2019-04-30,-1.2376
2019-05-01,-0.2506
2019-05-02,0.804
2019-05-03,1.6949
2019-05-06,1.0784
2019-05-07,0.291
2019-05-08,0.5803
2019-05-09,3.0769
2019-05-10,7.2761
2019-05-13,-5.0435
2019-05-14,0.7326
2019-05-15,-7.7273
2019-05-16,0.0985
2019-05-17,-4.0354
2019-05-20,3.8974
2019-05-21,3.5538
2019-05-22,0.572
2019-05-23,-3.2227
2019-05-24,1.5671
2019-05-28,3.2787
2019-05-29,1.774
2019-05-30,4.0367
2019-05-31,0.97
2019-06-03,6.8122
2019-06-04,-4.7424
2019-06-05,-0.1717
2019-06-06,1.5476999999999999
2019-06-07,0.9314
2019-06-10,0.5872
2019-06-11,0.7506
2019-06-12,0.0828
2019-06-13,-4.9628
2019-06-14,-2.5239000000000003
2019-06-17,-0.7143
2019-06-18,6.9245
2019-06-19,-0.1682
2019-06-20,-2.5274
2019-06-21,2.5929
2019-06-24,-1.6007
2019-06-25,-0.0856
2019-06-26,-1.2852999999999999
2019-06-27,-1.5625
2019-06-28,0.3527
2019-07-01,3.2513
2019-07-02,-1.1064
2019-07-03,-3.5284
2019-07-05,4.9063
2019-07-08,-2.8912
2019-07-09,0.4378
2019-07-10,0.0872
2019-07-11,0.5226
2019-07-12,0.8666
2019-07-15,-1.8900000000000001
2019-07-16,-0.4378
2019-07-17,-2.9903
2019-07-18,1.2692999999999999
2019-07-19,-0.0895
2019-07-22,-0.1792
2019-07-23,-0.9874
2019-07-24,0.272
2019-07-25,0.5425
2019-07-26,-0.7194
2019-07-29,2.9891
2019-07-30,0.3518
2019-07-31,-1.227
2019-08-01,0.2662
2019-08-02,-2.6549
2019-08-05,-8.3636
2019-08-06,-0.7937
2019-08-07,0.2
2019-08-08,2.2954
2019-08-09,-1.8537
2019-08-12,-3.8767
2019-08-13,-4.8604
2019-08-14,-6.9565
2019-08-15,0.0
2019-08-16,1.6355
2019-08-19,1.7241
2019-08-20,-4.0678
2019-08-21,-0.7067
2019-08-22,-1.5421
2019-08-23,-2.1687
2019-08-26,0.1232
2019-08-27,6.3961
2019-08-28,-5.6647
2019-08-29,-3.0637
2019-08-30,2.0228
2019-09-03,-1.9827
2019-09-04,1.2642
2019-09-05,7.7402999999999995
2019-09-06,10.0811
2019-09-09,-0.5263
2019-09-10,-7.0899
2019-09-11,11.2756
2019-09-12,8.8025
2019-09-13,3.4807
2019-09-16,-3.0909
2019-09-17,3.2833
2019-09-18,-1.1807
2019-09-19,-1.6543999999999999
2019-09-20,-0.9346
2019-09-23,1.2264
2019-09-24,-7.1761
2019-09-25,-1.2048
2019-09-26,-1.0163
2019-09-27,-4.2094
2019-09-30,-2.5723000000000003
2019-10-01,-4.4004
2019-10-02,-6.214
2019-10-03,0.9816
2019-10-04,2.4301
2019-10-07,5.9312000000000005
2019-10-08,3.8074
2019-10-09,-1.6181
2019-10-10,1.6447
2019-10-11,2.2654
2019-10-14,-1.4768
2019-10-15,0.8565
2019-10-16,0.4246
2019-10-17,5.1797
2019-10-18,0.3015
2019-10-21,9.8196
2019-10-22,-5.3832
2019-10-23,-2.7965
2019-10-24,-4.1667
2019-10-25,-1.5528
2019-10-28,4.5216
2019-10-29,1.6097000000000001
2019-10-30,-2.1782
2019-10-31,1.5182
2019-11-01,3.988
2019-11-04,-0.6711
2019-11-05,0.8687
2019-11-06,-0.6699
2019-11-07,5.2987
2019-11-08,0.4575
2019-11-11,-1.5483
2019-11-12,-0.37
2019-11-13,0.2786
2019-11-14,0.2315
2019-11-15,-0.4157
2019-11-18,5.6586
2019-11-19,-1.4925
2019-11-20,-5.7041
2019-11-21,-0.6616
2019-11-22,-0.4757
2019-11-25,1.1472
2019-11-26,0.0945
2019-11-27,1.7941
2019-11-29,2.7829
2019-12-02,1.5343
2019-12-03,-0.6222
2019-12-04,-1.6995
2019-12-05,-9.0082
2019-12-06,1.1
2019-12-09,0.8902
2019-12-10,1.8627
2019-12-11,6.7372
2019-12-12,0.9919
2019-12-13,-0.625
2019-12-16,-3.504
2019-12-17,0.0931
2019-12-18,-1.5814
2019-12-19,-0.8507
2019-12-20,2.1926
2019-12-23,2.9851
2019-12-24,-0.0906
2019-12-26,-0.9973
2019-12-27,0.5495
2019-12-30,0.5464
2019-12-31,-0.3623
2020-01-02,9.0
2020-01-03,-2.3353
2020-01-06,1.6225
2020-01-07,1.0084
2020-01-08,-3.4942
2020-01-09,3.0172
2020-01-10,0.4184
2020-01-13,0.0833
2020-01-14,-1.9983
2020-01-15,0.2549
2020-01-16,1.1017
2020-01-17,0.1676
2020-01-21,1.5063
2020-01-22,-1.2366
2020-01-23,-2.2538
2020-01-24,-5.1238
2020-01-27,-7.0207
2020-01-28,0.2904
2020-01-29,-2.6062
2020-01-30,-1.8831
2020-01-31,3.4343
2020-02-03,15.5273
2020-02-04,1.0144
2020-02-05,1.5063
2020-02-06,0.2473
2020-02-07,-3.3717
2020-02-10,-1.0213
2020-02-11,1.4617
2020-02-12,-0.4237
2020-02-13,-4.2553
2020-02-14,-1.6
2020-02-18,1.2647
2020-02-19,1.6949
2020-02-20,0.2632
2020-02-21,0.6124
2020-02-24,-4.6087
2020-02-25,-7.2926
2020-02-26,-1.0816
2020-02-27,-8.2505
2020-02-28,5.4171
2020-03-02,-0.7194
2020-03-03,0.207
2020-03-04,6.1983
2020-03-05,-6.323
2020-03-06,-1.0384
2020-03-09,-9.4439
2020-03-10,4.8667
2020-03-11,-10.3867
2020-03-12,-3.9457
2020-03-13,30.9371
2020-03-16,-39.3137
2020-03-17,16.3166
2020-03-18,-9.0278
2020-03-19,16.7939
2020-03-20,6.7974
2020-03-23,6.12
2020-03-24,17.647100000000002
2020-03-25,-1.3725
2020-03-26,5.5666
2020-03-27,-7.8154
2020-03-30,4.6987
2020-03-31,-0.4878
2020-04-01,-8.6275
2020-04-02,9.3348
2020-04-03,-7.7527
2020-04-06,5.3191
2020-04-07,-2.8283
2020-04-08,3.9501
2020-04-09,0.5
2020-04-13,-1.0945
2020-04-14,0.9054
2020-04-15,-1.7946
2020-04-16,5.4822
2020-04-17,-2.7911
2020-04-20,-0.396
2020-04-21,7.3559
2020-04-22,-1.2037
2020-04-23,1.4995
2020-04-24,2.0314
2020-04-27,-16.4706
2020-04-28,2.2752
2020-04-29,4.5551
2020-04-30,-0.2026
2020-05-01,-3.7563
2020-05-04,1.8987
2020-05-05,-1.4493
2020-05-06,0.4202
2020-05-07,0.6276
2020-05-08,2.079
2020-05-11,2.9532
2020-05-12,-12.364
2020-05-13,-0.6772
2020-05-14,-7.3864
2020-05-15,10.6748
2020-05-18,7.2062
2020-05-19,4.0331
2020-05-20,0.2982
2020-05-21,-5.7483
2020-05-22,3.4699999999999998
2020-05-26,-1.1179000000000001
2020-05-27,-0.5139
2020-05-28,-0.8264
2020-05-29,4.2708
2020-06-01,-0.2997
2020-06-02,1.3026
2020-06-03,0.6924
2020-06-04,-2.1611
2020-06-05,-1.3052000000000001
2020-06-08,1.119
2020-06-09,-0.6036
2020-06-10,-0.2024
2020-06-11,-13.3874
2020-06-12,3.9813
2020-06-15,8.1081
2020-06-16,-0.1042
2020-06-17,2.9196999999999997
2020-06-18,0.8105
2020-06-19,-6.9347
2020-06-22,-0.216
2020-06-23,-2.8139
2020-06-24,-8.1292
2020-06-25,1.5758
2020-06-26,-13.6038
2020-06-29,8.7017
2020-06-30,-1.3977
2020-07-01,0.1289
2020-07-02,-4.2471
2020-07-06,12.164
2020-07-07,0.6591
2020-07-08,0.8333
2020-07-09,3.0697
2020-07-10,3.3219
2020-07-13,-5.765
2020-07-14,2.8235
2020-07-15,1.8307
2020-07-16,2.0225
2020-07-17,0.1101
2020-07-20,-3.8504
2020-07-21,-5.2632
2020-07-22,0.4831
2020-07-23,-1.2019
2020-07-24,-2.1898
2020-07-27,3.3582
2020-07-28,-2.0457
2020-07-29,-1.3514
2020-07-30,-0.7472
2020-07-31,-2.5094
