ticker,GHIL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-23,1016.0
2009-12-31,6.4516
2010-01-07,0.0
2010-01-25,0.0
2010-02-16,0.0
2010-03-17,-58.3333
2010-04-15,-41.8182
2010-04-16,68.75
2010-04-19,-11.1111
2010-04-20,2.0833
2010-04-21,-21.4286
2010-04-22,-16.8831
2010-04-23,-18.75
2010-04-26,7.6923
2010-04-27,3.5714
2010-04-28,-3.4483
2010-04-29,25.0
2010-04-30,14.0
2010-05-03,-24.812
2010-05-04,6.6667
2010-05-05,21.875
2010-05-06,-17.9487
2010-05-07,-2.8125
2010-05-10,-6.7524
2010-05-11,-3.4483
2010-05-12,-10.7143
2010-05-13,-8.0
2010-05-14,-1.25
2010-05-17,0.0
2010-05-18,-29.5542
2010-05-19,25.0
2010-05-20,35.0
2010-05-21,-22.2222
2010-05-24,-9.5238
2010-05-25,10.526299999999999
2010-05-26,-9.5238
2010-05-27,-10.526299999999999
2010-05-28,2.9412000000000003
2010-06-01,2.8571
2010-06-02,-16.6667
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,-26.6667
2010-06-08,27.2727
2010-06-09,-14.2857
2010-06-10,25.0
2010-06-11,0.0
2010-06-14,-13.3333
2010-06-15,3.8462
2010-06-16,-11.1111
2010-06-17,0.0
2010-06-18,0.0
2010-06-21,35.0
2010-06-22,-7.4074
2010-06-23,-20.0
2010-06-24,8.3333
2010-06-25,-7.6923
2010-06-28,0.0
2010-06-30,25.0
2010-07-01,-20.0
2010-07-02,25.0
2010-07-06,-16.6667
2010-07-07,0.0
2010-07-08,12.0
2010-07-09,0.0
2010-07-12,-28.5714
2010-07-13,10.125
2010-07-14,-0.1135
2010-07-19,-9.0909
2010-07-20,0.0
2010-07-21,50.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-28,-33.3333
2010-07-29,40.0
2010-07-30,-28.5714
2010-08-02,20.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,0.1042
2010-08-06,-16.7534
2010-08-09,5.125
2010-08-10,4.6373
2010-08-12,-9.0909
2010-08-13,0.0
2010-08-16,-20.0
2010-08-17,-6.25
2010-08-18,6.6667
2010-08-19,-12.5
2010-08-20,0.0
2010-08-23,0.0
2010-08-25,-14.2857
2010-08-26,66.6667
2010-08-27,0.0
2010-08-30,-45.0
2010-08-31,63.6364
2010-09-01,0.0
2010-09-03,0.0
2010-09-07,-38.8889
2010-09-08,63.6364
2010-09-10,0.0
2010-09-15,-33.3333
