ticker,SGBP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-04-26,-0.5882
2004-05-18,-8.284
2004-07-16,0.0
2004-07-22,0.0
2004-08-16,-3.2258
2004-08-20,0.3333
2004-09-01,-0.3322
2004-09-15,6.6667
2004-09-24,0.0
2005-01-14,-4.6875
2005-01-18,4.918
2005-02-28,1.5625
2005-03-02,0.0
2005-03-11,0.0
2005-03-18,1.5385
2005-03-22,0.0
2005-04-18,-1.5152
2005-05-26,3.6923
2005-07-28,0.8902
2005-07-29,2.9412000000000003
2005-08-05,-2.8571
2005-08-16,8.8235
2005-09-27,9.4595
2005-10-07,1.7284000000000002
2005-10-26,1.9417
2005-11-01,0.119
2005-11-16,0.5945
2005-11-21,-0.7092
2005-11-22,0.7143
2005-12-02,1.6548
2005-12-05,1.8605
2005-12-20,-0.9132
2005-12-22,1.3825
2006-01-05,-2.2727
2006-01-06,2.3256
2006-01-12,0.0
2006-01-17,0.0
2006-01-19,5.0
2006-01-30,3.8961
2006-02-21,0.0
2006-02-23,-4.1667
2006-04-06,2.1739
2006-05-03,-2.1277
2006-05-04,-2.1739
2006-05-10,0.0
2006-05-16,3.5556
2006-05-18,-0.2146
2006-05-24,-0.8602
2006-06-02,0.8677
2006-06-09,-1.0753
2006-06-21,0.2174
2006-06-28,-0.2169
2006-07-06,8.6957
2006-07-13,-4.0
2006-07-17,-2.0833
2006-07-27,0.0
2006-08-15,-1.9149
2006-08-31,1.0846
2006-10-12,10.515
2006-11-02,0.9709
2006-11-07,0.0
2006-11-21,0.0
2006-11-28,2.8846
2006-11-29,-1.8692
2006-12-04,-0.9524
2006-12-07,3.8462
2006-12-08,0.0
2006-12-15,0.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,0.1852
2006-12-28,-2.7725999999999997
2006-12-29,0.7605
2007-01-08,0.0
2007-01-12,-1.8868
2007-01-18,3.8462
2007-02-02,0.0
2007-02-12,0.7407
2007-02-13,-0.7353
2007-02-14,0.0
2007-02-15,-0.3704
2007-02-20,0.3717
2007-02-21,-1.1111
2007-02-28,-0.7491
2007-03-01,-0.3774
2007-03-05,1.8939
2007-03-06,-1.1152
2007-03-13,1.5038
2007-03-16,0.0
2007-03-19,0.0
2007-03-21,-1.8519
2007-03-27,1.8868
2007-03-28,3.7037
2007-04-02,-7.1429
2007-04-03,3.8462
2007-04-09,1.3333
2007-04-11,0.0
2007-05-09,-0.2193
2007-05-10,-1.8315000000000001
