ticker,SGBP US Equity
2007-05-15,-1.1194
2007-05-18,-1.8868
2007-05-22,2.6923
2007-05-23,4.8689
2007-06-06,-7.1429
2007-06-12,0.0
2007-06-22,0.0
2007-06-26,-3.8462
2007-07-03,4.0
2007-07-09,-3.8462
2007-07-19,0.4
2007-07-26,-3.9840999999999998
2007-08-06,0.0
2007-08-14,1.6598000000000002
2007-08-22,-1.6327
2007-09-06,-3.7344
2007-09-07,0.431
2007-09-10,4.2918
2007-10-01,-4.5267
2007-10-02,-4.3103
2007-10-04,0.0
2007-10-19,8.1081
2007-11-05,-7.5
2007-11-07,-0.9009
2007-11-08,-4.5455
2007-11-09,0.0
2007-12-04,-9.0476
2007-12-21,0.0
2008-01-15,-0.5236
2008-02-01,-8.9474
2008-02-04,-0.578
2008-02-06,1.7442
2008-02-11,0.0
2008-02-19,14.857099999999999
2008-03-18,1.99
2008-05-13,-11.7073
2008-05-14,0.0
2008-05-19,-4.9724
2008-05-29,16.2791
2008-06-02,-10.0
2008-06-09,-11.1111
2008-06-11,0.0
2008-06-17,-4.375
2008-06-19,-5.2288
2008-06-23,0.0
2008-06-24,-6.2069
2008-07-07,13.9706
2008-07-14,-12.2581
2008-07-15,0.0
2008-07-29,2.9412000000000003
2008-08-04,-6.4286
2008-08-18,0.7634
2008-08-28,-5.303
2008-09-03,-12.0
2008-09-04,18.1818
2008-09-17,-7.6923
2008-09-19,0.0
2008-09-22,-4.1667
2008-09-24,-13.913
2008-09-26,-15.1515
2008-09-30,0.0
2008-10-02,7.1429
2008-10-03,5.5556
2008-10-06,2.1053
2008-10-07,0.0
2008-10-22,-17.5258
2008-11-07,-22.5
2008-11-11,3.2258
2008-11-18,-4.6875
2008-11-19,0.0
2008-11-21,0.0
2008-12-01,1.6393
2008-12-02,-3.2258
2008-12-03,0.0
2008-12-09,-0.6667
2008-12-11,0.6711
2008-12-12,-3.3333
2008-12-15,-14.6552
2008-12-16,1.0101
2008-12-24,6.0
2008-12-26,3.7736
2008-12-29,0.0
2008-12-30,9.0909
2009-01-07,0.0
2009-01-14,60.0
2009-01-28,-50.8333
2009-02-09,-4.661
2009-02-12,2.2222
2009-02-17,-13.0435
2009-02-20,-12.5
2009-02-23,25.7143
2009-03-03,-25.0
2009-03-05,-9.0909
2009-03-06,-23.3333
2009-03-10,31.3043
2009-03-13,-13.9073
2009-04-03,15.3846
2009-04-06,8.0
2009-04-13,116.0494
2009-04-14,-3.1429
2009-04-15,-26.2537
2009-04-20,0.0
2009-04-24,-20.0
2009-04-27,25.0
2009-04-28,-22.0
2009-04-29,0.0
2009-05-06,2.5641
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,0.0
2009-06-24,-12.5
2009-06-25,-8.5714
2009-07-02,9.375
2009-07-06,-14.2857
2009-07-08,-16.6667
2009-07-09,20.0
2009-07-20,-16.6667
2009-07-21,40.0
2009-07-27,-14.2857
2009-11-02,-9.3333
2009-11-06,-25.7353
2009-11-23,18.8119
2009-11-27,0.0
2009-11-30,-16.6667
2009-12-30,-40.0
2010-01-13,150.0
2010-01-14,0.0
2010-01-22,0.0
2010-02-24,-61.3333
2010-03-25,-31.0345
2010-04-05,0.0
2010-04-06,5.0
2010-04-13,-40.4762
2010-05-10,0.0
2010-05-25,0.0
2010-06-10,0.0
2010-06-30,100.0
2010-07-07,-50.0
2010-07-30,0.0
2010-10-04,-76.0
2010-10-21,0.0
2010-12-14,16.6667
2010-12-22,42.8571
2010-12-27,10.0
2011-01-31,0.0
2011-02-16,18.1818
2011-05-02,-23.0769
2011-05-04,0.0
2011-06-13,10.0
2011-07-12,-9.0909
2011-08-08,-30.0
2011-10-10,0.0
2011-10-27,0.0
2011-10-31,0.0
2011-11-10,0.0
2011-11-23,-21.4286
2011-12-14,0.0
2011-12-20,0.0
2011-12-30,0.0
2012-04-25,0.0
2012-04-30,0.0
2012-05-04,-18.1818
2012-05-29,11.1111
2012-06-01,-30.0
2012-07-19,-28.5714
2012-09-06,100.0
2012-09-18,-40.0
2012-09-21,33.3333
2012-10-01,0.0
2012-10-19,-25.0
2012-10-23,0.0
2012-10-25,0.0
2012-10-31,0.0
2012-11-01,0.0
2012-12-11,66.6667
2012-12-19,-60.0
2012-12-27,0.0
2013-02-11,0.625
2013-04-19,4.3478
2013-05-03,138.0952
2013-05-14,0.0
2013-05-15,-20.0
2013-05-16,25.0
2013-05-17,0.0
2013-05-20,100.0
2013-05-21,-45.0
2013-05-22,9.0909
2013-05-23,0.0
2013-05-24,-8.3333
2013-05-29,0.0
2013-06-03,9.0909
2013-06-04,25.0
2013-06-06,-40.0
2013-06-07,44.4444
2013-06-11,7.6923
2013-06-12,-2.1429
2013-06-13,-12.4088
2013-06-17,-4.1667
2013-06-18,-11.3043
2013-06-19,0.0
2013-06-20,214.4608
2013-06-21,55.8846
2013-06-24,-79.6
2013-06-27,221.3235
2013-07-15,5.8734
2013-07-16,-13.5447
2013-07-19,66.6667
2013-07-26,-59.6
2013-08-01,18.8119
2013-08-05,33.3333
2013-08-06,18.75
2013-08-07,0.0
2013-08-12,-15.7895
2013-08-20,37.5
2013-08-29,-22.7273
2013-09-03,5.8824
2013-09-05,5.5556
2013-09-10,-5.2632
2013-10-04,-49.9306
2013-10-16,-11.0957
2013-10-31,0.0
2013-12-17,-36.3495
2013-12-27,-41.1765
2013-12-30,0.0
2014-01-28,0.0
2014-01-31,-33.3333
2014-02-03,0.0
2014-02-10,-5.0
2014-03-04,-63.1579
2014-03-07,14.2857
2014-03-11,0.0
2014-03-27,0.0
2014-04-09,0.0
2014-04-25,0.0
2014-07-02,25.0
2014-07-10,0.0
2014-08-22,-30.0
2014-09-05,0.0
2014-11-20,0.0
2014-11-26,0.0
2014-12-02,0.0
2014-12-10,0.0
2014-12-12,0.0
2014-12-22,0.0
2015-01-06,171.4286
2015-01-27,-63.1579
2015-02-04,0.0
2015-03-16,171.4286
2015-04-16,-63.1579
2015-06-24,0.0
2015-07-20,0.0
2015-08-19,0.0
2015-10-06,0.0
2015-10-12,0.0
2016-03-22,-35.7143
2016-07-05,4.1667
2017-01-13,21.3333
2017-01-19,67.033
2017-03-01,-40.1316
2017-03-16,-17.5824
2017-03-27,0.0
2017-06-02,0.0
2017-12-01,-46.6667
2018-05-15,312.0
2018-05-17,-22.3301
2019-01-31,-12.5
2019-04-30,7.1429
2019-05-09,-6.6667
2019-12-23,-98.5714
2020-01-27,0.0
2020-02-06,0.0
2020-06-02,900.0
