ticker,FAT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-23,-5.6667
2017-10-24,-2.8269
2017-10-25,0.9091
2017-10-26,3.6036
2017-10-27,1.4783
2017-10-30,-7.6264
2017-10-31,0.9276
2017-11-01,-1.1949
2017-11-02,0.4651
2017-11-03,-5.0926
2017-11-06,-9.561
2017-11-07,-3.9914
2017-11-08,-1.4607
2017-11-09,5.9293
2017-11-10,2.2605
2017-11-13,-3.1579
2017-11-14,1.9565000000000001
2017-11-15,1.8657
2017-11-16,-1.5175
2017-11-17,-1.3815
2017-11-20,-1.5086
2017-11-21,6.7834
2017-11-22,4.5082
2017-11-24,-0.4706
2017-11-27,-3.2702999999999998
2017-11-28,0.3055
2017-11-29,-0.9137
2017-11-30,-3.791
2017-12-01,-1.065
2017-12-04,1.2917
2017-12-05,-2.1254
2017-12-06,-2.2801
2017-12-07,0.7778
2017-12-08,-3.1974
2017-12-11,-0.2278
2017-12-12,0.2283
2017-12-13,-0.3417
2017-12-14,-1.0286
2017-12-15,-11.4319
2017-12-18,5.6063
2017-12-19,-2.4691
2017-12-20,-4.8101
2017-12-21,7.0479
2017-12-22,0.3727
2017-12-26,-3.4653
2017-12-27,12.1795
2017-12-28,2.9714
2017-12-29,-0.9989
2018-01-02,4.5964
2018-01-03,0.1072
2018-01-04,8.137
2018-01-05,-4.9505
2018-01-08,1.1458
2018-01-09,3.0896
2018-01-10,-0.7133
2018-01-11,0.6178
2018-01-12,-3.1
2018-01-16,-1.2384
2018-01-17,-5.5381
2018-01-18,0.2035
2018-01-19,-2.411
2018-01-22,-1.3292
2018-01-23,-1.863
2018-01-24,2.4533
2018-01-25,0.3421
2018-01-26,-3.4091
2018-01-29,-2.5882
2018-01-30,2.0531
2018-01-31,-3.9053
2018-02-01,0.7389
2018-02-02,0.0
2018-02-05,4.1565
2018-02-06,-1.5258
2018-02-07,-2.8605
2018-02-08,1.7178
2018-02-09,-3.4981999999999998
2018-02-12,3.125
2018-02-13,2.4073
2018-02-14,-4.4812
2018-02-15,-0.4957
2018-02-16,0.1245
2018-02-20,0.7189
2018-02-21,-1.4546999999999999
2018-02-22,-0.1253
2018-02-23,-0.2509
2018-02-26,-1.6352
2018-02-27,2.4297
2018-02-28,-0.1248
2018-03-01,2.5
2018-03-02,-5.6098
2018-03-05,-0.2584
2018-03-06,-5.4404
2018-03-07,-5.4795
2018-03-08,0.8696
2018-03-09,-0.5747
2018-03-12,-1.4451
2018-03-13,1.9062000000000001
