ticker,AVGO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-06,7.8667
2009-08-07,1.5451000000000001
2009-08-10,-2.7998
2009-08-11,-1.8784999999999998
2009-08-12,2.1059
2009-08-13,3.4375
2009-08-14,0.3021
2009-08-17,-2.2892
2009-08-18,5.2404
2009-08-19,4.8037
2009-08-20,-0.7267
2009-08-21,0.3378
2009-08-24,-1.7957
2009-08-25,2.0
2009-08-26,0.0
2009-08-27,1.7367
2009-08-28,1.7069999999999999
2009-08-31,-1.4618
2009-09-01,-1.9231
2009-09-02,-0.9524
2009-09-03,-1.3009
2009-09-04,1.7765
2009-09-08,-0.3378
2009-09-09,-2.4859
2009-09-10,-1.2167
2009-09-11,-0.9971
2009-09-14,-1.3626
2009-09-15,3.1832
2009-09-16,2.3283
2009-09-17,-5.3469999999999995
2009-09-18,-2.6442
2009-09-21,2.5309
2009-09-22,3.8531
2009-09-23,0.8696
2009-09-24,0.5172
2009-09-25,-2.0583
2009-09-28,3.0356
2009-09-29,-3.5127
2009-09-30,0.2349
2009-10-01,-4.4523
2009-10-02,-1.3489
2009-10-05,2.4859999999999998
2009-10-06,-0.1213
2009-10-07,-2.0644
2009-10-08,-0.744
2009-10-09,1.4990999999999999
2009-10-12,0.5538
2009-10-13,1.1628
2009-10-14,1.9964
2009-10-15,1.7793999999999999
2009-10-16,-4.2541
2009-10-19,-1.1564
2009-10-20,1.7856999999999998
2009-10-21,-0.242
2009-10-22,-1.2735
2009-10-23,-1.4128
2009-10-26,-1.3084
2009-10-27,-2.4621
2009-10-28,-3.3657
2009-10-29,0.7368
2009-10-30,-0.266
2009-11-02,-0.8667
2009-11-03,-2.5555
2009-11-04,2.0014
2009-11-05,3.6536
2009-11-06,-0.1958
2009-11-09,2.4199
2009-11-10,-1.341
2009-11-11,-0.5825
2009-11-12,1.5625
2009-11-13,-0.1282
2009-11-16,2.7599
2009-11-17,0.3748
2009-11-18,-0.2489
2009-11-19,-2.8696
2009-11-20,-0.8349
2009-11-23,-1.6192
2009-11-24,0.4608
2009-11-25,1.5727
2009-11-27,2.3226
2009-11-30,0.0
2009-12-01,0.6305
2009-12-02,-2.193
2009-12-03,2.05
2009-12-04,3.7037
2009-12-07,2.1186
2009-12-08,-0.7113
2009-12-09,0.3582
2009-12-10,-0.238
2009-12-11,-1.133
2009-12-14,1.6284999999999998
2009-12-15,-0.6528
2009-12-16,1.5532
2009-12-17,-4.0588
2009-12-18,0.4905
2009-12-21,0.6101
2009-12-22,1.4554
