ticker,GTCH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-12-13,-6.25
2010-12-28,-6.6667
2010-12-29,7.1429
2010-12-30,1.6667
2010-12-31,11.4754
2011-01-03,0.0
2011-01-04,2.9412000000000003
2011-01-05,-0.5714
2011-01-06,3.4483
2011-01-07,0.0
2011-01-10,-2.7778
2011-01-11,2.8571
2011-01-12,1.3889
2011-01-13,1.3699
2011-01-14,5.4054
2011-01-18,2.5641
2011-01-19,-12.5313
2011-01-20,5.7521
2011-01-21,8.1081
2011-01-24,-1.25
2011-01-25,1.2658
2011-01-26,-3.7188
2011-01-27,1.2658
2011-01-28,2.5641
2011-01-31,0.0
2011-02-01,6.25
2011-02-02,1.1764999999999999
2011-02-03,2.3256
2011-02-04,2.2727
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,5.5556
2011-02-10,4.2105
2011-02-11,1.0101
2011-02-14,2.0
2011-02-15,0.0
2011-02-16,1.9607999999999999
2011-02-17,-0.9615
2011-02-18,-0.9709
2011-02-22,-3.9215999999999998
2011-02-23,-2.0408
2011-02-24,0.0
2011-02-25,2.0833
2011-02-28,-2.0408
2011-03-01,0.0
2011-03-02,-8.3333
2011-03-03,13.6364
2011-03-04,6.0
2011-03-07,-3.7736
2011-03-08,4.902
2011-03-09,6.5421
2011-03-10,-1.7544
2011-03-11,-5.3571
2011-03-14,0.0
2011-03-15,-3.7736
2011-03-16,-1.9607999999999999
2011-03-17,-2.0
2011-03-18,0.0
2011-03-21,-20.4082
2011-03-22,-7.6923
2011-03-23,22.2222
2011-03-24,9.0909
2011-03-25,0.2083
2011-03-28,-12.6819
2011-03-29,2.3810000000000002
2011-03-30,4.6512
2011-03-31,-15.5556
2011-04-01,10.526299999999999
2011-04-04,0.0
2011-04-05,4.7619
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,1.1364
2011-04-13,-10.1124
2011-04-14,-12.5
2011-04-15,-2.8571
2011-04-18,7.3529
2011-04-19,-1.3699
2011-04-20,8.3333
2011-04-21,0.0
2011-04-25,7.6923
2011-04-26,-7.1429
2011-04-27,0.0
2011-04-28,-7.6923
2011-04-29,-0.2778
2011-05-02,-5.2925
2011-05-03,2.9412000000000003
2011-05-04,5.7143
2011-05-05,0.0
2011-05-06,-6.7568
2011-05-09,-7.2464
2011-05-10,-8.125
2011-05-11,19.0476
2011-05-12,0.0
2011-05-13,-2.8571
2011-05-16,-11.7647
2011-05-17,-10.0
2011-05-19,0.0
