ticker,QEPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.439
2000-01-04,-5.0
2000-01-06,12.2807
2000-01-07,3.125
2000-01-10,1.8939
2000-01-11,0.5576
2000-01-12,-1.6636
2000-01-13,-9.0226
2000-01-14,2.0661
2000-01-18,5.2632
2000-01-19,3.8462
2000-01-20,-5.1852
2000-01-24,-1.5625
2000-01-25,0.0
2000-01-26,1.5873
2000-01-28,6.25
2000-01-31,-7.3529
2000-02-02,-1.5873
2000-02-03,6.25
2000-02-04,-2.8463000000000003
2000-02-07,-1.5625
2000-02-08,-1.5873
2000-02-09,4.8387
2000-02-11,-6.1538
2000-02-14,-0.8197
2000-02-16,2.4793
2000-02-17,1.6129
2000-02-18,3.1746
2000-02-23,-1.5385
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,1.5625
2000-03-02,3.0769
2000-03-03,1.4925
2000-03-06,-1.4706000000000001
2000-03-07,0.0
2000-03-08,-12.6866
2000-03-09,14.5299
2000-03-10,-5.9701
2000-03-13,0.0
2000-03-14,1.5873
2000-03-15,-1.5625
2000-03-16,-1.5873
2000-03-17,3.2258
2000-03-20,-0.3906
2000-03-22,-1.1764999999999999
2000-03-23,1.5873
2000-03-24,1.5625
2000-03-27,3.8462
2000-03-28,0.0
2000-03-29,0.7407
2000-03-30,-1.4706000000000001
2000-03-31,2.9851
2000-04-03,3.6231999999999998
2000-04-04,-9.0909
2000-04-05,0.0
2000-04-06,10.0
2000-04-07,-0.6993
2000-04-10,-2.8169
2000-04-11,-2.8986
2000-04-12,2.9851
2000-04-13,0.0
2000-04-14,-2.8986
2000-04-17,0.7463
2000-04-19,0.0
2000-04-25,-1.4815
2000-04-26,1.8797000000000001
2000-04-28,-1.845
2000-05-01,2.2556
2000-05-02,-1.4706000000000001
2000-05-03,-2.9851
2000-05-04,0.0
2000-05-08,4.6154
2000-05-09,0.7353
2000-05-10,-0.7299
2000-05-11,-1.4706000000000001
2000-05-15,-1.4925
2000-05-16,-1.5152
2000-05-18,3.0769
2000-05-19,0.0
2000-05-22,-1.4925
2000-05-24,-1.5152
2000-05-25,1.5385
2000-05-26,0.0
2000-05-30,-1.5152
2000-05-31,0.0
2000-06-01,0.0
2000-06-02,3.0769
2000-06-05,-2.9851
2000-06-06,0.0
2000-06-07,10.7692
2000-06-08,0.0
2000-06-09,-6.9444
2000-06-12,4.4776
2000-06-13,1.4285999999999999
2000-06-15,-4.7535
2000-06-16,4.9908
