ticker,FARM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-0.6289
2000-01-05,-0.4747
2000-01-06,1.1129
2000-01-10,2.5157
2000-01-11,3.2209
2000-01-12,-0.1486
2000-01-13,-4.7619
2000-01-14,3.125
2000-01-18,-1.2121
2000-01-19,1.6871
2000-01-20,3.0303
2000-01-21,-0.0735
2000-01-24,1.8396
2000-01-25,-3.4682
2000-01-26,-0.5988
2000-01-27,0.0
2000-01-28,-3.6145
2000-01-31,-1.25
2000-02-01,-0.6329
2000-02-02,0.7166
2000-02-03,1.8182
2000-02-04,0.0
2000-02-07,-2.1739
2000-02-08,0.0
2000-02-11,1.5873
2000-02-14,-1.4844
2000-02-15,0.8723
2000-02-16,0.3145
2000-02-17,-2.8213
2000-02-18,0.0
2000-02-22,0.0
2000-02-24,-0.6452
2000-02-25,3.8961
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,1.875
2000-03-02,1.227
2000-03-06,-7.8788
2000-03-07,0.6579
2000-03-09,1.3072
2000-03-10,4.1935
2000-03-14,-1.4706000000000001
2000-03-16,-3.8491999999999997
2000-03-17,0.6536
2000-03-20,-1.9481000000000002
2000-03-21,1.9868000000000001
2000-03-23,3.8961
2000-03-28,-3.125
2000-03-29,9.0323
2000-03-30,-0.2959
2000-03-31,6.2315
2000-04-03,-2.6536
2000-04-04,-6.5280000000000005
2000-04-05,-0.5372
2000-04-06,0.6173
2000-04-07,0.6135
2000-04-10,-1.2195
2000-04-11,-0.9259
2000-04-12,0.1558
2000-04-13,0.0781
2000-04-14,-1.0148
2000-04-19,2.8391
2000-04-20,5.5215
2000-04-24,-1.7442
2000-04-25,8.8757
2000-04-26,0.5435
2000-05-01,-4.8649000000000004
2000-05-02,-1.7045
2000-05-03,-4.6243
2000-05-04,-0.6061
2000-05-08,0.6098
2000-05-09,-1.2121
2000-05-10,1.227
2000-05-12,0.303
2000-05-15,-3.3233
2000-05-18,0.7812
2000-05-19,3.5659
2000-05-22,-1.1976
2000-05-23,-0.6061
2000-05-24,-1.8293
2000-05-25,0.6211
2000-05-30,0.0
2000-05-31,3.0864
2000-06-01,-0.5988
2000-06-02,2.4096
2000-06-05,1.7647
2000-06-06,8.3815
2000-06-07,-3.4667
2000-06-08,-1.105
2000-06-13,-7.8212
2000-06-14,3.0303
2000-06-15,3.5294
2000-06-16,1.1364
2000-06-19,-0.4213
2000-06-20,0.4231
2000-06-21,-3.3708
2000-06-23,-0.5814
2000-06-26,0.0
2000-06-27,4.8611
