ticker,TRRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-02,900.0
2000-03-27,100.0
2000-06-08,-50.0
2000-06-14,0.0
2000-08-30,0.0
2000-09-08,0.0
2000-09-25,0.0
2000-12-29,0.0
2001-03-09,0.0
2001-07-09,0.0
2001-07-18,0.0
2001-07-20,0.0
2001-10-23,0.0
2001-12-27,0.0
2002-01-23,-90.0
2002-03-12,400.0
2002-03-20,0.0
2002-07-24,-80.0
2002-09-24,0.0
2002-12-12,0.0
2003-07-29,0.0
2003-08-12,0.0
2003-09-03,0.0
2003-12-04,0.0
2003-12-19,0.0
2004-08-23,0.0
2004-09-02,9900.0
2004-09-28,-99.0
2005-12-13,0.0
2006-06-26,500.0
2006-08-11,0.0
2006-08-14,-16.6667
2006-08-24,10.0
2006-08-25,9.0909
2006-09-11,-66.6667
2006-09-20,0.0
2006-09-21,15.0
2006-09-22,0.0
2006-09-25,30.4348
2006-09-26,-16.6667
2006-09-27,16.0
2006-09-28,20.6897
2006-09-29,22.8571
2006-10-02,16.2791
2006-10-03,0.0
2006-10-04,6.0
2006-10-05,-20.7547
2006-10-06,7.1429
2006-10-09,-2.2222
2006-10-10,-25.0
2006-10-11,15.1515
2006-10-12,-2.6316
2006-10-13,-5.4054
2006-10-16,0.0
2006-10-17,-68.5714
2006-10-18,127.2727
2006-10-19,0.0
2006-10-23,-16.0
2006-10-25,4.7619
2006-10-26,-21.8182
2006-10-27,-1.1628
2006-10-30,29.4118
2006-10-31,-22.7273
2006-11-01,47.0588
2006-11-02,-36.0
2006-11-03,25.0
2006-11-06,0.0
2006-11-07,-1.25
2006-11-08,-6.3291
2006-11-09,-24.3243
2006-11-10,5.7143
2006-11-13,-5.4054
2006-11-15,0.0
2006-11-16,0.0
2006-11-20,0.0
2006-11-21,0.0
2006-11-24,0.0
2006-11-27,-35.7143
2006-11-28,-22.2222
2006-11-29,-14.2857
2006-12-01,16.6667
2006-12-04,0.0
2006-12-07,-27.1429
2006-12-12,47.0588
2006-12-13,33.3333
2006-12-14,-15.0
2006-12-15,23.5294
2006-12-18,4.7619
2006-12-19,-18.1818
2006-12-20,-11.1111
2006-12-21,25.0
2006-12-22,70.0
2006-12-26,0.0
2006-12-27,5.8824
2006-12-29,122.2222
2007-01-03,-37.5
2007-01-04,-20.0
2007-01-05,-30.0
2007-01-10,-14.2857
2007-01-12,-16.6667
2007-01-16,-20.0
2007-01-18,0.0
2007-01-19,-6.25
2007-01-22,-6.6667
2007-01-23,0.0
