ticker,BRKO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-02-03,300.0
2016-02-04,37.5
2016-02-05,5.4545
2016-02-18,13.7931
2016-02-25,-27.2727
2016-02-26,-3.3333
2016-02-29,-0.431
2016-03-01,-11.2554
2016-03-03,-1.9512
2016-03-04,-45.2736
2016-03-07,146.3636
2016-03-08,14.3911
2016-03-09,3.871
2016-03-10,3.7267
2016-03-11,-1.1976
2016-03-14,2.7311
2016-03-15,126.5643
2016-03-16,76.4136
2016-04-01,-64.2066
2016-04-04,-21.6495
2016-04-05,-47.3684
2016-04-06,25.0
2016-04-07,2.0
2016-04-08,13.7255
2016-04-11,-5.1724
2016-04-12,5.4545
2016-04-13,-31.0345
2016-04-14,25.0
2016-04-15,-10.0
2016-04-18,-77.7778
2016-04-20,298.0
2016-04-21,0.5025
2016-04-25,0.0
2016-04-26,-50.0
2016-04-28,50.0
2016-04-29,0.0
2016-05-02,-33.3333
2016-05-03,0.0
2016-05-05,0.0
2016-05-09,0.0
2016-05-13,-38.0
2016-05-16,-3.2258
2016-05-17,-8.3333
2016-05-18,81.8182
2016-05-19,0.0
2016-05-20,0.0
2016-05-26,-49.0
2016-05-27,-1.9607999999999999
2016-05-31,200.0
2016-06-01,-53.3333
2016-06-03,7.1429
2016-06-09,0.0
2016-06-13,-6.6667
2016-06-15,42.8571
2016-06-22,-50.0
2016-06-27,98.0
2016-06-30,-54.5455
2016-07-01,33.3333
2016-07-08,0.0
2016-07-13,66.6667
2016-07-18,0.0
2016-07-19,0.0
2016-07-21,-40.0
2016-07-26,0.0
2016-07-27,0.0
2016-08-01,0.0
2016-08-08,0.0
2016-08-12,58.3333
2016-08-15,-36.8421
2016-08-16,-91.6667
2016-08-22,400.0
2016-08-23,16.0
2016-08-29,-78.9655
2016-09-08,31.1475
2016-09-19,-37.5
2016-09-20,80.0
2016-09-30,-22.2222
2016-10-04,1314.2857
2016-10-05,-69.697
2016-10-07,0.0
2016-10-18,166.6667
2016-11-01,-6.25
2016-11-03,0.0
2016-11-08,-1.3333
2016-11-15,-5.4054
2016-12-05,-84.2857
2016-12-06,0.0
2016-12-12,-9.0909
2016-12-16,400.0
2016-12-19,50.0
2016-12-20,-83.3333
2016-12-21,700.0
2016-12-23,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,-85.0
2016-12-30,-6.6667
2017-01-25,0.0
2017-01-27,78.5714
2017-02-16,-60.0
2017-03-03,50.0
2017-03-08,-10.0
2017-04-05,0.0
2017-04-12,-3.7037
2017-05-18,0.0
2017-06-01,-99.9038
2017-06-22,-20.0
2017-07-18,0.0
2017-07-19,19900.0
2017-08-07,0.0
2017-08-08,-99.5
2017-12-19,-99.0
2018-03-29,9900.0
2018-05-07,0.0
2018-06-12,0.0
2018-08-22,0.0
2018-11-26,0.0
2018-12-18,-99.0
2018-12-21,0.0
2018-12-27,9900.0
2018-12-28,-90.0
2019-03-06,-90.0
2019-05-09,0.0
2019-05-16,0.0
2019-09-17,0.0
2019-12-13,9900.0
2020-01-06,0.0
2020-03-02,0.0
2020-03-09,0.0
2020-05-13,0.0
