ticker,GNAL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-22,1370.5882
2013-05-23,-20.0
2015-10-02,260.0
2015-10-05,4.1667
2015-10-06,0.0
2015-10-07,4.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-12,-3.8462
2015-10-13,0.0
2015-10-28,-12.0
2015-10-29,-9.0909
2015-10-30,-20.0
2015-11-16,-30.0
2015-11-18,-8.9286
2015-11-25,-21.5686
2015-12-31,-25.0
2016-01-06,83.3333
2016-01-15,-63.6364
2016-02-04,150.0
2016-04-26,0.0
2016-05-13,0.0
2016-06-08,0.0
2016-06-14,0.0
2016-10-20,0.0
2016-10-28,10.0
2016-10-31,0.0
2016-11-04,0.0
2016-11-08,-54.5455
2016-11-09,120.0
2016-12-12,-19.5455
2016-12-14,-43.5028
2016-12-15,40.0
2016-12-16,114.2857
2016-12-19,0.0
2016-12-23,2.6667
2016-12-30,-33.7662
2017-01-09,96.0784
2017-01-10,-25.0
2017-01-17,0.0
2017-01-23,6.6667
2017-01-30,6.25
2017-02-01,0.0
2017-02-02,17.647100000000002
2017-02-03,-30.0
2017-02-06,9.857099999999999
2017-02-07,9.2328
2017-02-08,30.9524
2017-02-09,9.0909
2017-02-10,1.6667
2017-02-13,5.7377
2017-02-14,-6.9767
2017-02-15,-16.6667
2017-02-16,0.0
2017-02-17,-0.0125
2017-02-21,4.013
2017-02-22,0.9615
2017-02-23,-2.8571
2017-02-24,-4.3627
2017-02-27,4.5618
2017-02-28,-1.9607999999999999
2017-03-01,3.0
2017-03-02,3.8834999999999997
2017-03-03,2.8037
2017-03-06,5.4545
2017-03-07,1.7241
2017-03-08,0.0
2017-03-09,-0.8475
2017-03-10,1.1111
2017-03-13,5.6636
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,1.6
2017-03-17,4.7244
2017-03-20,3.5338000000000003
2017-03-21,0.9441
2017-03-22,-4.3165
2017-03-23,-3.0075
2017-03-24,1.5504
2017-03-27,0.7634
2017-03-28,-2.2727
2017-03-29,0.7752
2017-03-30,0.0
2017-03-31,-0.7692
2017-04-03,-3.876
2017-04-04,-0.4032
2017-04-05,-7.5051
2017-04-06,-1.9533
2017-04-07,7.1429
2017-04-10,-0.0677
2017-04-11,-16.6102
2017-04-12,19.0
2017-04-13,-3.3613
2017-04-17,-4.3478
2017-04-18,9.0909
2017-04-19,15.0
2017-04-20,3.6231999999999998
2017-04-21,8.3916
2017-04-24,-5.8065
2017-04-25,2.7397
2017-04-26,0.0
