ticker,RGRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-07-07,0.0
2003-07-11,-20.0
2003-07-14,368.75
2003-07-21,0.0
2003-10-13,-89.3333
2003-12-08,0.0
2003-12-09,27.5
2003-12-12,9.8039
2003-12-17,-10.7143
2003-12-22,-16.0
2003-12-29,0.0
2004-01-13,2.3810000000000002
2004-05-20,369.7674
2004-05-21,-74.2574
2004-05-24,111.5385
2004-06-02,-63.6364
2004-06-08,75.0
2004-06-10,-42.8571
2004-06-14,75.0
2004-06-16,-14.2857
2004-06-18,-16.6667
2004-06-28,-60.0
2004-06-29,150.0
2004-08-19,0.0
2004-08-23,-60.0
2004-09-01,150.0
2004-09-07,-60.0
2004-10-14,140.0
2004-10-22,-4.1667
2004-10-27,23.0435
2004-10-28,-29.3286
2004-10-29,5.0
2004-11-10,42.8571
2004-11-12,6.6667
2004-11-19,-5.625
2004-11-22,0.9934
2004-11-26,-40.9836
2004-11-29,0.0
2004-11-30,11.1111
2004-12-03,41.0
2004-12-06,-0.7092
2004-12-07,0.0
2004-12-08,0.0
2004-12-09,0.0
2004-12-10,0.0
2004-12-14,-32.1429
2004-12-15,89.4737
2004-12-16,-30.5556
2004-12-17,0.0
2004-12-20,4.0
2004-12-22,-15.3846
2004-12-23,0.0
2004-12-29,0.0
2004-12-30,0.0
2004-12-31,9.0909
2005-01-21,25.0
2005-01-26,-50.0
2005-01-31,83.3333
2005-02-02,-27.2727
2005-02-08,-25.0
2005-02-25,33.3333
2005-02-28,0.0
2005-03-24,-47.5
2005-03-29,-4.7619
2005-05-12,-90.0
2005-05-13,1900.0
2005-05-16,-97.5
2005-05-18,4100.0
2005-06-03,-95.2381
2005-06-08,2000.0
2005-06-28,-95.2381
2005-07-05,1900.0
2005-07-19,-95.0
2005-07-20,1900.0
2005-07-27,-90.0
2005-09-02,950.0
2005-09-27,-95.2381
2005-09-30,1400.0
2005-10-03,0.0
2005-10-20,-86.6667
2005-10-21,650.0
2006-01-17,40.0
2006-01-18,-4.7619
2006-01-19,5.0
2006-01-20,0.0
2006-01-25,-95.2381
2006-01-26,0.0
2006-01-27,1200.0
2006-02-02,-92.3077
2006-02-07,2000.0
2006-02-09,138.0952
2006-03-09,-24.0
2006-04-24,-97.3684
2006-05-09,2800.0
2006-06-28,0.0
2006-07-10,0.0
2006-08-24,-27.5862
2006-08-29,-52.381
2006-09-21,300.0
2006-10-04,-95.0
2006-10-10,900.0
2006-10-16,-85.0
2006-10-19,-33.3333
2006-10-30,550.0
2006-11-30,-92.3077
2007-03-16,1500.0
2007-04-13,0.0
2007-04-16,-68.75
2007-04-17,220.0
2007-05-02,-68.75
2007-05-04,220.0
2007-05-14,-68.75
2007-06-01,0.0
2007-06-07,300.0
2007-06-15,-75.0
2007-06-18,300.0
2007-06-21,-52.5
2007-07-17,5.2632
2007-07-20,5.0
2007-07-31,-52.381
2007-08-27,220.0
2007-09-10,25.0
2007-10-04,-75.0
2007-11-29,0.0
2007-12-03,-98.0
2008-02-25,4900.0
2008-04-15,-40.0
2008-07-17,0.0
2008-09-18,-99.5833
2008-10-15,19900.0
2009-01-09,-60.0
2009-02-13,0.0
2014-01-23,-98.75
2017-10-10,-68.8
2017-12-22,156.4103
2018-03-20,-99.0
2019-03-11,900.0
