ticker,NRP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-10-11,-3.0
2002-10-14,1.0309
2002-10-15,-0.2551
2002-10-16,-2.5575
2002-10-17,0.4724
2002-10-18,1.8809
2002-10-21,-1.0256
2002-10-22,-1.2953000000000001
2002-10-23,0.0
2002-10-24,-0.315
2002-10-25,-0.2106
2002-10-28,-0.5805
2002-10-29,0.3185
2002-10-30,1.0053
2002-10-31,1.5715
2002-11-01,0.5157
2002-11-04,-0.8722
2002-11-05,-1.6562999999999999
2002-11-06,-0.7368
2002-11-07,2.5981
2002-11-08,-1.1886
2002-11-11,-0.4707
2002-11-12,0.3678
2002-11-13,1.466
2002-11-14,0.1032
2002-11-15,0.2062
2002-11-18,0.5658
2002-11-19,0.5115
2002-11-20,0.7634
2002-11-21,0.2525
2002-11-22,-0.7557
2002-11-25,-3.0457
2002-11-26,2.0942
2002-11-27,0.0
2002-11-29,0.6667
2002-12-02,0.1528
2002-12-03,-0.5595
2002-12-04,0.2558
2002-12-05,-0.7653
2002-12-06,0.5141
2002-12-09,0.2046
2002-12-10,0.3573
2002-12-11,0.2035
2002-12-12,0.5076
2002-12-13,0.404
2002-12-16,-0.2012
2002-12-17,-0.7056
2002-12-18,0.6091
2002-12-19,-1.8668
2002-12-20,1.2852999999999999
2002-12-23,1.2690000000000001
2002-12-24,-0.7519
2002-12-26,1.9697
2002-12-27,1.0401
2002-12-30,-0.6863
2002-12-31,2.1718
2003-01-02,0.0
2003-01-03,0.9662
2003-01-06,-0.9569
2003-01-07,-0.1932
2003-01-08,0.2904
2003-01-09,0.8687
2003-01-10,1.4354
2003-01-13,0.7075
2003-01-14,2.3419
2003-01-15,1.6018
2003-01-16,-2.5676
2003-01-17,2.4041
2003-01-21,-0.9481
2003-01-22,0.0912
2003-01-23,0.6375
2003-01-24,-1.1312
2003-01-27,0.4577
2003-01-28,0.2278
2003-01-29,2.9545
2003-01-30,0.1033
2003-01-31,-0.8989
2003-02-03,1.8141
2003-02-04,-0.8018
2003-02-05,0.5837
2003-02-06,-1.0714
2003-02-07,0.8574
2003-02-10,0.0895
2003-02-11,2.3692
2003-02-12,-0.4803
2003-02-13,-1.4041000000000001
2003-02-14,-0.445
2003-02-18,0.8046
2003-02-19,0.0
2003-02-20,-0.6652
2003-02-21,0.0
2003-02-24,-0.0893
2003-02-25,1.2064
2003-02-26,0.4415
2003-02-27,1.0549
2003-02-28,0.435
2003-03-03,0.4764
2003-03-04,0.7759
2003-03-05,-1.4115
