ticker,ATCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-09,1.4285999999999999
2005-08-10,0.0
2005-08-11,0.939
2005-08-12,-1.0698
2005-08-15,-0.5172
2005-08-16,-0.7561
2005-08-17,0.8571
2005-08-18,-0.8971
2005-08-19,1.9533
2005-08-22,-1.8692
2005-08-23,0.0476
2005-08-24,-0.0476
2005-08-25,-0.0476
2005-08-26,-0.1906
2005-08-29,-0.1432
2005-08-30,0.1434
2005-08-31,0.1909
2005-09-01,1.0005
2005-09-02,-0.9434
2005-09-06,0.1905
2005-09-07,-0.4278
2005-09-08,-0.9547
2005-09-09,-0.7711
2005-09-12,-0.2428
2005-09-13,-1.2171
2005-09-14,1.035
2005-09-15,-1.4634
2005-09-16,1.4851
2005-09-19,-1.2195
2005-09-20,-3.6543
2005-09-21,-2.6653000000000002
2005-09-22,-0.2633
2005-09-23,5.0686
2005-09-26,-0.402
2005-09-27,-3.0777
2005-09-28,0.2082
2005-09-29,0.7273
2005-09-30,-0.2063
2005-10-03,-0.9302
2005-10-04,-0.626
2005-10-05,0.0
2005-10-06,-0.0525
2005-10-07,2.2584
2005-10-10,-2.6193999999999997
2005-10-11,0.4747
2005-10-12,-0.8924
2005-10-13,-0.9004
2005-10-14,-2.031
2005-10-17,-0.982
2005-10-18,-1.0468
2005-10-19,1.6703999999999999
2005-10-20,-0.4381
2005-10-21,-2.3652
2005-10-24,0.6761
2005-10-25,2.0145
2005-10-26,0.5485
2005-10-27,0.1091
2005-10-28,-1.6894
2005-10-31,3.9911
2005-11-01,3.5714
2005-11-02,2.7277
2005-11-03,2.3045999999999998
2005-11-04,-0.3428
2005-11-07,-0.0491
2005-11-08,-0.5408
2005-11-09,-0.0494
2005-11-10,-0.1484
2005-11-11,0.2972
2005-11-14,-0.2469
2005-11-15,-0.297
2005-11-16,-0.7448
2005-11-17,0.4002
2005-11-18,0.3528
2005-11-21,-1.0547
2005-11-22,-0.8122
2005-11-23,0.3071
2005-11-25,-0.1531
2005-11-28,-0.7154
2005-11-29,0.772
2005-11-30,-1.0215
2005-12-01,-0.0516
2005-12-02,0.2065
2005-12-05,0.7213
2005-12-06,0.5627
2005-12-07,-0.5595
2005-12-08,-0.0512
2005-12-09,0.3071
2005-12-12,-0.4082
2005-12-13,-0.3074
2005-12-14,0.4625
2005-12-15,0.3581
2005-12-16,0.9174
2005-12-19,-1.2626
2005-12-20,0.2558
2005-12-21,-0.5612
2005-12-22,0.4105
2005-12-23,2.3505
