ticker,STRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.8609999999999998
2000-01-04,-0.3717
2000-01-05,1.4925
2000-01-06,2.9412000000000003
2000-01-07,-2.8571
2000-01-10,-0.3676
2000-01-11,-0.9225
2000-01-12,0.1862
2000-01-13,0.1859
2000-01-14,0.0
2000-01-18,-1.4842
2000-01-19,0.1883
2000-01-20,-0.7519
2000-01-21,0.1894
2000-01-24,2.8355
2000-01-25,-3.6765
2000-01-26,0.0
2000-01-27,1.5267
2000-01-28,0.0
2000-01-31,2.2556
2000-02-01,4.7794
2000-02-02,-0.3509
2000-02-03,-1.4085
2000-02-04,-2.1429
2000-02-07,0.0
2000-02-08,0.365
2000-02-09,-1.0909
2000-02-10,1.4706000000000001
2000-02-11,-1.8115999999999999
2000-02-14,4.797
2000-02-15,0.0
2000-02-16,-1.4085
2000-02-17,-0.3571
2000-02-18,0.3584
2000-02-22,-3.9286
2000-02-23,-1.8587
2000-02-24,-0.3788
2000-02-25,0.7605
2000-02-28,0.3774
2000-02-29,0.0
2000-03-01,-3.5714
2000-03-02,2.924
2000-03-03,2.2727
2000-03-06,0.0926
2000-03-07,-1.5726
2000-03-08,3.0075
2000-03-09,-2.1898
2000-03-10,1.4925
2000-03-13,-1.4706000000000001
2000-03-14,0.0
2000-03-15,-0.7463
2000-03-16,3.3835
2000-03-17,0.1818
2000-03-20,-3.6298
2000-03-21,2.0716
2000-03-22,0.369
2000-03-23,-0.1838
2000-03-24,-2.0258
2000-03-27,0.3759
2000-03-28,0.5618
2000-03-29,-0.1862
2000-03-30,0.1866
2000-03-31,2.4209
2000-04-03,-0.3636
2000-04-04,1.4599
2000-04-05,1.0791
2000-04-06,-1.6014
2000-04-07,0.0
2000-04-10,-0.7233
2000-04-11,-0.1821
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,1.4599
2000-04-17,-2.518
2000-04-19,0.1845
2000-04-20,0.0
2000-04-24,2.7624
2000-04-25,0.0
2000-04-26,-0.3584
2000-04-28,0.3597
2000-05-01,0.0
2000-05-02,-0.8961
2000-05-03,0.9042
2000-05-04,-1.0753
2000-05-05,0.7246
2000-05-08,-0.7194
2000-05-09,1.087
2000-05-10,-2.3297
2000-05-11,1.6514
2000-05-12,-1.444
2000-05-15,2.1978
2000-05-16,-1.7921
2000-05-17,1.8248
2000-05-18,-1.6129
2000-05-19,-0.1821
2000-05-22,1.8248
2000-05-23,-1.0753
2000-05-24,0.0
2000-05-25,0.0
2000-05-26,0.0
