ticker,ROLL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-10,5.3103
2005-08-11,1.5062
2005-08-12,3.5484
2005-08-15,0.0
2005-08-16,0.3115
2005-08-17,-0.9317
2005-08-18,-1.2539
2005-08-19,-0.3175
2005-08-22,-1.2739
2005-08-23,4.7742
2005-08-24,-1.4163000000000001
2005-08-25,-1.3117
2005-08-26,1.2658
2005-08-29,-1.5625
2005-08-30,0.9524
2005-08-31,1.2579
2005-09-01,0.9317
2005-09-02,-0.3077
2005-09-06,0.3086
2005-09-07,-1.1692
2005-09-08,0.3113
2005-09-09,0.869
2005-09-12,-1.3538000000000001
2005-09-13,3.1192
2005-09-14,-0.1815
2005-09-15,1.5152
2005-09-16,0.3582
2005-09-19,2.2011
2005-09-20,0.9895
2005-09-21,-0.8069
2005-09-22,-1.7431999999999999
2005-09-23,0.5322
2005-09-26,-1.1824
2005-09-27,1.1965
2005-09-28,-0.1765
2005-09-29,0.825
2005-09-30,-6.7797
2005-10-03,3.6991
2005-10-04,2.0556
2005-10-05,-2.4882
2005-10-06,-0.1215
2005-10-07,1.1557
2005-10-10,3.3073
2005-10-11,-2.6193
2005-10-12,-1.4344999999999999
2005-10-13,-1.4554
2005-10-14,1.3538000000000001
2005-10-17,-0.1821
2005-10-18,-1.399
2005-10-19,0.0
2005-10-20,-3.4547
2005-10-21,2.2364
2005-10-24,-0.0625
2005-10-25,-0.2502
2005-10-26,-2.8213
2005-10-27,0.6452
2005-10-28,0.3846
2005-10-31,-0.2554
2005-11-01,-2.3688000000000002
2005-11-02,0.1967
2005-11-03,1.7539
2005-11-04,-0.3087
2005-11-07,0.2581
2005-11-08,-1.3514
2005-11-09,2.805
2005-11-10,0.6345
2005-11-11,0.8827
2005-11-14,0.25
2005-11-15,-3.2419000000000002
2005-11-16,-0.9021
2005-11-17,1.9506000000000001
2005-11-18,2.1046
2005-11-21,0.0
2005-11-22,-0.0625
2005-11-23,-2.0625
2005-11-25,1.5571000000000002
2005-11-28,-3.2298999999999998
2005-11-29,0.9091
2005-11-30,0.4505
2005-12-01,2.5625
2005-12-02,0.0625
2005-12-05,-0.3121
2005-12-06,2.0664
2005-12-07,-0.7975
2005-12-08,-2.9066
2005-12-09,1.465
2005-12-12,-2.0088
2005-12-13,-2.114
2005-12-14,-0.2618
2005-12-15,-0.4593
2005-12-16,-0.5274
2005-12-19,-1.3917
2005-12-20,0.4032
2005-12-21,0.7363
2005-12-22,4.5183
2005-12-23,3.5601000000000003
