ticker,XELAU US Equity
2015-09-23,0.9766
2015-09-28,0.0
2015-09-29,-2.9981
2015-09-30,2.4925
2015-10-02,-1.6537
2015-10-05,0.0
2015-10-06,0.3956
2015-10-28,-0.7882
2015-10-29,0.0
2015-11-12,-1.0924
2015-11-13,0.8032
2015-11-18,-0.2988
2015-11-19,0.0
2015-11-20,-0.0999
2015-11-23,0.0
2015-11-25,-0.4669
2015-11-30,-0.0333
2015-12-01,0.1005
2015-12-09,0.3012
2015-12-10,-0.6006
2015-12-11,-1.2085
2015-12-14,0.4077
2015-12-15,-0.4061
2015-12-17,0.4077
2015-12-18,-0.5076
2015-12-21,0.2041
2015-12-22,-0.3055
2015-12-23,-0.4086
2015-12-24,-0.2051
2015-12-28,0.7194
2015-12-29,-0.5102
2015-12-30,0.2051
2015-12-31,0.3071
2016-01-04,0.3048
2016-01-05,-0.1005
2016-01-07,-0.4073
2016-01-08,0.4601
2016-01-12,0.1527
2016-01-19,0.0
2016-01-22,-0.4065
2016-01-26,0.2959
2016-01-28,0.1119
2016-01-29,0.0
2016-02-02,-0.1016
2016-02-03,0.1017
2016-02-04,0.3982
2016-02-08,0.1094
2016-02-09,0.0
2016-02-10,-0.2022
2016-02-11,0.1013
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,-0.1012
2016-02-26,0.304
2016-03-21,0.0
2016-03-23,0.2001
2016-03-24,-0.0977
2016-03-30,0.2006
2016-03-31,0.0
2016-04-01,-0.1611
2016-04-05,0.5649
2016-04-07,-0.2006
2016-04-08,0.3719
2016-04-11,-0.5707
2016-04-12,0.6344
2016-04-25,-0.4303
2016-04-27,0.5025
2016-04-29,0.0
2016-05-02,0.0
2016-05-10,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,0.0081
2016-05-19,-0.0581
2016-05-20,0.0
2016-05-24,0.05
2016-05-26,0.0
2016-06-01,-0.1
2016-06-09,0.4004
2016-06-10,0.0997
2016-06-20,-0.2988
2016-06-27,0.3578
2016-06-29,0.0417
2016-06-30,-0.0995
2016-07-05,0.0996
2016-07-06,0.0
2016-07-07,0.0
2016-07-11,-0.1014
2016-07-13,0.0019
2016-07-14,-0.0137
2016-07-15,0.1133
2016-07-18,0.2985
2016-07-19,0.0992
2016-07-22,0.0
2016-07-26,-0.0991
2016-07-27,0.0
2016-07-29,0.0
2016-08-03,-0.496
2016-08-04,0.1994
2016-08-08,-0.199
2016-08-09,0.0
2016-08-11,0.1994
2016-08-12,0.0
2016-08-15,0.0995
2016-08-16,-0.0994
2016-08-17,0.0
2016-08-18,0.2973
2016-08-23,-0.3956
2016-08-24,0.498
2016-08-29,-0.1003
2016-08-30,-0.2269
2016-08-31,0.0298
2016-09-06,0.0
2016-09-07,-0.0994
2016-09-08,0.0081
2016-09-09,0.3899
2016-09-13,0.0979
2016-09-15,-0.3868
2016-09-16,0.3895
2016-09-20,-0.4041
2016-09-27,-0.0926
2016-09-28,0.3078
2016-10-04,-0.0081
2016-10-05,0.3968
2016-10-11,-0.0988
2016-10-20,-0.0909
2016-10-28,0.19
2016-11-01,-0.6917
2016-11-02,0.8955
2016-11-04,-0.1972
2016-11-07,0.1989
2016-11-08,0.0974
2016-11-14,-0.0985
2016-11-18,0.1023
2016-11-21,-0.2303
2016-11-22,0.4166
2016-11-23,-0.5046
2016-11-30,0.1198
2016-12-02,0.0
2016-12-06,-0.1974
2016-12-08,0.0909
2016-12-09,-0.0945
2016-12-12,-0.0952
2016-12-14,0.297
2016-12-23,0.0
2016-12-28,0.0
2016-12-29,-0.1006
2016-12-30,0.1007
2017-01-03,0.0
2017-01-06,0.0
2017-01-10,-0.1
2017-01-17,1.5823
2017-01-18,0.6809
2017-01-23,0.6763
2017-01-30,0.0948
2017-02-17,0.193
2017-02-21,0.2871
2017-02-22,2.6718
2017-02-27,-0.4647
2017-03-03,0.0934
2017-03-10,-1.5857999999999999
2017-03-15,0.4739
2017-03-22,-1.8868
2017-03-24,0.2885
2017-03-27,1.6299000000000001
2017-03-29,-1.4151
2017-04-10,-0.4797
2017-04-11,-0.095
2017-04-12,0.0
2017-04-13,0.0
2017-04-19,0.2887
2017-04-21,0.0
2017-05-02,0.096
2017-05-08,0.1918
2017-05-12,-1.1482999999999999
2017-05-23,-0.2904
2017-06-01,-0.0971
2017-06-22,-0.6803
2017-09-19,-46.184
2017-09-25,0.0
2017-09-26,-2.7273
2017-12-26,4.6729
2017-12-27,0.0
2018-01-02,-3.5714
2018-01-24,20.3704
2018-03-06,-11.538499999999999
2018-04-11,-4.3478
2018-04-12,-4.5455
2018-05-02,-4.7619
2018-07-30,-10.0
2018-08-17,22.2222
2018-08-29,13.6364
2018-09-05,-0.8
2018-09-11,11.2903
2018-09-14,1.4493
2018-09-26,-32.1429
2018-10-31,31.5789
2018-11-09,-15.2
2018-11-13,-4.717
2018-11-14,0.0
2018-11-21,-20.7921
2018-12-19,0.0
2018-12-21,-6.25
2019-05-14,-13.3333
2019-05-20,-7.6923
2019-06-21,66.6667
2019-07-18,-54.998
2019-08-09,-17.7814
2019-08-12,-5.4054
2019-08-16,-11.4286
2019-10-03,3.2258
2019-10-10,0.0
2019-10-17,-3.125
2019-10-30,-22.5806
2019-11-13,-4.1667
2019-11-14,-13.0435
2019-11-22,-15.0
2019-12-02,-4.4588
2020-06-09,114.2593
2020-06-17,43.6782
2020-06-30,-69.996
2020-07-02,-0.0133
2020-07-29,33.3333
