ticker,XELAU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-16,0.0
2015-01-20,0.0
2015-01-21,-0.1
2015-01-22,0.0
2015-01-23,0.4004
2015-01-27,-0.2991
2015-01-28,0.4988
2015-01-29,-0.4963
2015-01-30,-0.1
2015-02-02,0.3003
2015-02-03,-0.2994
2015-02-04,0.1001
2015-02-05,-0.1
2015-02-06,0.9009
2015-02-09,-0.0924
2015-02-11,0.1918
2015-02-13,-0.0991
2015-02-18,-0.1984
2015-02-23,0.1988
2015-02-24,0.3968
2015-02-25,-0.7905
2015-02-27,0.498
2015-03-04,-0.5946
2015-03-05,0.4985
2015-03-06,-0.496
2015-03-10,0.0
2015-03-11,0.2991
2015-03-13,-0.0994
2015-03-16,0.0995
2015-03-17,0.0118
2015-03-19,0.187
2015-03-20,-0.2976
2015-03-31,0.6965
2015-04-02,0.1976
2015-04-10,0.4931
2015-04-13,-0.7851
2015-04-21,0.5836
2015-04-22,0.3048
2015-04-24,0.185
2015-04-30,-0.2838
2015-05-01,0.4919
2015-05-04,-0.0977
2015-05-05,-0.4888
2015-05-06,1.6699000000000002
2015-05-07,0.0
2015-05-08,0.4831
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,-0.4808
2015-05-15,0.9662
2015-05-18,0.0
2015-05-19,0.0
2015-06-08,-1.0526
2015-06-17,0.8704
2015-06-18,0.1918
2015-06-19,0.0
2015-06-22,-0.0957
2015-06-23,-0.8621
2015-06-24,0.9662
2015-06-25,-0.0957
2015-06-30,0.0958
2015-07-01,0.0
2015-07-06,-0.0957
2015-07-07,0.0958
2015-07-09,0.0
2015-07-10,0.0
2015-07-13,1.5311
2015-07-14,-2.4505
2015-07-15,0.0
2015-07-16,-0.0966
2015-07-17,0.0967
2015-07-21,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-27,0.0
2015-07-28,-0.9662
2015-07-30,0.9756
2015-08-06,0.0
2015-08-07,0.0
2015-08-10,0.0
2015-08-11,-0.0966
2015-08-12,0.0967
2015-08-13,-0.1932
2015-08-17,-0.0968
2015-08-18,0.2907
2015-08-19,0.0
2015-08-20,-1.3092
2015-08-21,1.3265
2015-08-24,-0.4831
2015-08-25,0.4854
2015-08-26,-0.4831
2015-08-27,0.3883
2015-08-28,-0.4836
2015-09-01,0.4859
2015-09-02,-1.8375
2015-09-03,1.2808
2015-09-10,-0.0742
2015-09-15,-0.2178
2015-09-18,-0.0976
2015-09-21,0.0
2015-09-22,0.0
