ticker,TNRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-12-02,0.0
2014-12-04,0.0
2014-12-08,0.0
2015-01-15,0.0
2015-04-06,-75.0
2015-04-14,328.0
2015-04-15,-6.5421
2015-06-05,50.0
2015-07-15,0.0
2015-07-31,-26.6667
2015-08-12,9.0909
2015-08-18,-16.6667
2015-08-19,-25.0
2015-10-01,-53.3333
2015-10-05,-28.5714
2015-10-07,20.0
2015-10-09,0.0
2015-10-15,6.6667
2015-10-16,0.0
2015-10-20,-3.125
2015-10-21,0.0
2015-10-23,6.4516
2015-10-26,-4.5455
2015-10-27,-14.2857
2015-11-02,11.1111
2015-11-03,0.0
2015-11-05,-6.6667
2015-11-11,0.0
2015-11-16,7.1429
2015-11-18,6.6667
2015-11-19,-6.25
2015-12-08,-6.6667
2015-12-29,0.0
2016-01-08,-7.1429
2016-01-19,-23.0769
2016-01-26,25.0
2016-01-27,-20.0
2016-02-02,15.0
2016-02-03,-13.0435
2016-02-08,150.0
2016-02-09,-60.0
2016-02-16,44.25
2016-02-22,3.9861
2016-02-23,-33.3333
2016-02-24,-5.75
2016-02-26,0.0
2016-02-29,3.4483
2016-03-01,0.0
2016-03-02,0.0
2016-03-15,-23.0769
2016-03-18,6.0
2016-03-31,-5.6604
2016-04-07,3.3333
2016-04-12,-3.2258
2016-04-18,33.3333
2016-04-19,25.0
2016-04-21,-40.0
2016-04-22,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,-33.3333
2016-05-02,50.0
2016-05-03,-33.3333
2016-05-06,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-16,40.0
2016-05-17,110.3571
2016-05-18,-15.1104
2016-05-19,35.6
2016-05-20,0.0
2016-05-23,-23.6357
2016-05-24,-22.7426
2016-05-25,0.0
2016-05-26,0.0
2016-05-31,0.0
2016-06-02,38.5
2016-06-07,8.3032
2016-06-08,13.3333
2016-06-09,-0.2941
2016-06-10,-11.5044
2016-06-23,1.5417
2016-06-27,1.7645
2016-06-28,0.0
2016-06-29,-19.3548
2016-07-05,0.0
2016-07-12,20.0
2016-07-19,1.5417
2016-07-27,5.0472
2016-08-05,-12.5
2016-08-15,0.0
2016-08-23,-28.5714
2016-08-31,25.0
2016-09-01,-16.0
2016-09-07,-6.1905
2016-09-08,-13.7056
2016-09-15,-5.8824
2016-09-21,-25.0
2016-09-22,-16.6667
2016-09-29,50.0
2016-09-30,0.0
2016-10-05,0.0
2016-10-11,200.0
2016-10-12,13.3333
