ticker,USPS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-18,100.0
2009-01-06,25.0
2009-01-07,0.0
2009-01-08,-20.0
2009-01-13,22.5
2009-01-15,2.0408
2009-01-16,0.0
2009-01-21,0.0
2009-02-03,-52.0
2009-02-05,0.0
2009-02-10,0.0
2009-02-20,-58.3333
2009-02-25,0.0
2009-03-10,-60.0
2009-03-11,0.0
2009-03-12,0.0
2009-04-02,150.0
2009-04-07,-40.0
2009-04-08,0.0
2009-04-15,0.0
2009-04-24,-33.3333
2009-05-04,100.0
2009-05-20,0.0
2009-06-09,-70.0
2009-06-12,66.6667
2009-06-16,0.0
2009-07-07,150.0
2009-07-08,300.0
2009-07-09,-50.0
2009-07-10,80.0
2009-07-13,-27.7778
2009-07-14,53.8462
2009-07-15,-20.0
2009-07-16,25.0
2009-07-17,15.0
2009-07-20,-4.3478
2009-07-21,-27.2727
2009-07-22,0.0
2009-07-23,21.875
2009-07-24,17.9487
2009-07-27,0.0
2009-07-28,13.0435
2009-07-29,-3.8942
2009-07-30,4.052
2009-07-31,-3.8462
2009-08-03,2.0
2009-08-04,-13.7255
2009-08-05,15.9091
2009-08-06,0.0
2009-08-07,-1.9607999999999999
2009-08-10,-2.0
2009-08-11,4.0816
2009-08-12,0.0
2009-08-13,9.8039
2009-08-14,7.1429
2009-08-17,-40.0
2009-08-18,66.6667
2009-08-19,0.0
2009-08-20,-16.6667
2009-08-21,-20.0
2009-08-24,50.0
2009-08-25,-13.3333
2009-08-26,15.3846
2009-08-27,-13.3333
2009-08-28,34.6154
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,-14.2857
2009-09-03,0.0
2009-09-04,0.0
2009-09-10,-20.0
2009-09-11,25.0
2009-09-14,-16.6667
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,-4.0
2009-09-18,0.0
2009-09-21,-27.0833
2009-09-22,37.1429
2009-09-23,4.1667
2009-09-24,8.0
2009-09-25,-22.2222
2009-09-28,-9.5238
2009-10-01,10.526299999999999
2009-10-08,-42.8571
2009-10-09,83.3333
2009-10-12,4.5455
2009-10-13,4.3478
2009-10-15,-4.1667
2009-10-16,-13.0435
2009-10-19,0.0
2009-10-20,-10.0
2009-10-21,-5.5556
2009-10-22,-5.8824
2009-10-23,-6.25
2009-10-26,0.0
2009-10-29,53.3333
2009-10-30,0.0
2009-11-03,-4.3478
2009-11-04,0.0
2009-11-05,4.5455
2009-11-06,-4.3478
2009-11-09,0.0
2009-11-10,-13.6364
