ticker,THBRU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-09,0.7
2019-08-12,-0.0993
2019-08-13,0.1988
2019-08-14,0.1984
2019-08-15,0.0
2019-08-16,-0.297
2019-08-19,0.0993
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,0.3968
2019-08-26,-0.1976
2019-08-27,0.198
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.1976
2019-09-03,0.0986
2019-09-04,-0.2956
2019-09-05,0.1976
2019-09-06,0.0986
2019-09-09,-0.2463
2019-09-10,0.1481
2019-09-11,-0.1972
2019-09-12,-0.1314
2019-09-13,0.2305
2019-09-16,0.0987
2019-09-18,0.1972
2019-09-19,-0.0984
2019-09-20,0.2956
2019-09-23,0.0
2019-09-24,-0.0982
2019-09-25,0.0983
2019-09-26,0.0
2019-09-27,0.1965
2019-09-30,-0.1961
2019-10-01,0.1965
2019-10-02,-0.098
2019-10-03,0.0981
2019-10-04,0.0
2019-10-08,0.2941
2019-10-09,0.1955
2019-10-10,-0.3902
2019-10-11,0.1959
2019-10-14,0.5865
2019-10-15,0.0
2019-10-16,-0.3401
2019-10-17,0.0078
2019-10-21,0.1385
2019-10-22,0.0
2019-10-24,-0.0974
2019-10-25,0.3899
2019-10-28,0.0
2019-10-29,0.0
2019-10-31,0.0
2019-11-01,0.3883
2019-11-05,-0.1451
2019-11-06,0.2421
2019-11-08,-0.4831
2019-11-12,0.4854
2019-11-13,0.0
2019-11-18,0.0
2019-11-21,0.2899
2019-11-22,-0.0963
2019-11-25,-0.4822
2019-11-26,0.0969
2019-11-27,-0.2904
2019-11-29,0.3883
2019-12-02,0.0967
2019-12-03,0.4831
2019-12-04,-0.4808
2019-12-05,0.0
2019-12-10,0.0
2019-12-12,0.2899
2019-12-24,0.6744
2019-12-26,-0.0957
2019-12-27,-0.1916
2019-12-30,-0.1919
2019-12-31,0.4808
2020-01-02,0.0
2020-01-06,0.0
2020-01-07,0.2871
2020-01-08,-0.2863
2020-01-10,1.4354
2020-01-13,-0.4717
2020-01-16,0.4739
2020-01-17,0.0
2020-01-22,-0.3774
2020-01-23,0.3788
2020-01-24,0.283
2020-02-11,0.0
2020-02-14,1.1279
2020-02-20,0.0009
2020-02-24,0.4651
2020-02-25,0.0
2020-03-06,-0.8333
2020-03-09,-0.0934
2020-03-10,-1.8692
2020-03-11,-0.4762
2020-03-12,-0.9569
2020-03-13,0.0
2020-03-16,-2.4154999999999998
2020-03-17,-0.495
2020-03-18,1.393
2020-03-20,0.0981
2020-03-23,-0.9804
2020-03-25,0.0
2020-03-26,1.2871000000000001
2020-03-27,-0.2933
2020-03-30,-0.098
2020-03-31,0.0
2020-04-01,-0.3925
2020-04-03,0.0
2020-04-06,-0.0985
2020-04-07,1.0848
2020-04-17,0.4878
2020-04-30,-0.0971
2020-05-05,1.5549
2020-05-07,-0.5043
2020-05-08,0.4107
2020-05-11,-0.3831
2020-05-12,0.4808
2020-05-14,-0.6699
2020-05-18,0.6744
2020-05-19,-0.0957
2020-05-26,0.0958
2020-05-27,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-03,0.0
2020-06-11,0.9569
2020-06-15,0.3791
2020-06-16,0.0944
2020-06-22,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-29,0.0
2020-06-30,-0.9434
2020-07-01,2.8571
2020-07-06,0.463
2020-07-07,1.8433000000000002
2020-07-09,0.0
2020-07-10,-0.362
2020-07-13,2.4069
2020-07-17,-0.5765
2020-07-29,-1.8715000000000002
2020-07-31,-0.0018
